og_coord,closest_coord,dist
"(6034, 5740)","(6013, 5719)",29.698
"(7887, 7072)","(7782, 7273)",226.773
"(4695, 4764)","(4685, 4886)",122.409
"(6545, 5936)","(6344, 6073)",243.249
"(4659, 5004)","(4685, 4886)",120.83
"(4180, 4284)","(4083, 4198)",129.634
"(3463, 3542)","(3841, 3552)",378.132
"(5772, 4909)","(5557, 4984)",227.706
"(4404, 4211)","(4322, 4177)",88.769
"(5143, 5166)","(5328, 5196)",187.417
"(7200, 6646)","(7314, 6682)",119.549
"(6515, 6872)","(6719, 6873)",204.002
"(4754, 5170)","(4659, 5004)",191.262
"(6719, 6873)","(6746, 6733)",142.58
"(2438, 1551)","(2386, 1555)",52.154
"(6585, 6431)","(6746, 6733)",342.235
"(7678, 7400)","(7733, 7373)",61.27
"(2611, 2056)","(2489, 1944)",165.614
"(4363, 4436)","(4404, 4211)",228.705
"(5399, 5144)","(5328, 5196)",88.006
"(3825, 3881)","(3852, 3940)",64.885
"(2940, 2682)","(2911, 2708)",38.949
"(6905, 6297)","(7054, 6362)",162.561
"(4083, 4198)","(4024, 4173)",64.078
"(2489, 1944)","(2611, 2056)",165.614
"(6243, 5913)","(6252, 5909)",9.849
"(5502, 5904)","(5771, 6021)",293.343
"(4513, 4678)","(4695, 4764)",201.296
"(2323, 1950)","(2489, 1944)",166.108
"(3852, 3940)","(3825, 3881)",64.885
"(2651, 2806)","(2475, 2812)",176.102
"(2492, 1777)","(2489, 1944)",167.027
"(3253, 2958)","(2940, 2682)",417.307
"(3961, 4064)","(3872, 4061)",89.051
"(2911, 2708)","(2940, 2682)",38.949
"(5309, 5044)","(5399, 5144)",134.536
"(8006, 7301)","(7782, 7273)",225.743
"(5976, 5859)","(6034, 5740)",132.382
"(3872, 4061)","(3961, 4064)",89.051
"(5725, 5385)","(5640, 5375)",85.586
"(1910, 1251)","(2004, 1353)",138.708
"(7782, 7273)","(7733, 7373)",111.36
"(4114, 4568)","(3915, 4585)",199.725
"(7540, 7317)","(7678, 7400)",161.037
"(2386, 1555)","(2438, 1551)",52.154
"(5574, 5185)","(5467, 5053)",169.921
"(5771, 6021)","(5976, 5859)",261.283
"(7625, 7155)","(7540, 7317)",182.945
"(7054, 6362)","(6905, 6297)",162.561
"(2475, 2812)","(2651, 2806)",176.102
"(2620, 2506)","(2369, 2572)",259.532
"(2583, 1451)","(2438, 1551)",176.139
"(6079, 5671)","(6014, 5716)",79.057
"(6013, 5719)","(6014, 5716)",3.162
"(7314, 6682)","(7200, 6646)",119.549
"(2369, 2572)","(2384, 2644)",73.546
"(3442, 4118)","(3872, 4061)",433.761
"(6988, 6584)","(7200, 6646)",220.88
"(5557, 4984)","(5467, 5053)",113.406
"(5467, 5053)","(5557, 4984)",113.406
"(2299, 1080)","(2152, 1009)",163.248
"(4240, 5072)","(4322, 5165)",123.988
"(4322, 4177)","(4404, 4211)",88.769
"(3841, 3552)","(3825, 3881)",329.389
"(4322, 5165)","(4240, 5072)",123.988
"(4024, 4173)","(4083, 4198)",64.078
"(2004, 1353)","(1910, 1251)",138.708
"(6014, 5716)","(6013, 5719)",3.162
"(7733, 7373)","(7678, 7400)",61.27
"(3384, 2460)","(2940, 2682)",496.407
"(5328, 5196)","(5399, 5144)",88.006
"(2152, 1009)","(2299, 1080)",163.248
"(6252, 5909)","(6243, 5913)",9.849
"(3915, 4585)","(4114, 4568)",199.725
"(6344, 6073)","(6252, 5909)",188.043
"(2277, 1770)","(2323, 1950)",185.785
"(1344, 613)","(1910, 1251)",852.877
"(6746, 6733)","(6719, 6873)",142.58
"(4685, 4886)","(4659, 5004)",120.83
"(2384, 2644)","(2369, 2572)",73.546
"(4939, 4879)","(4685, 4886)",254.096
"(5640, 5375)","(5725, 5385)",85.586
