og_coord,closest_coord,dist
"(9.161, 5.584)","(9.159, 5.584)",0.002
"(9.159, 5.584)","(9.161, 5.584)",0.002
"(2.811, 0.935)","(2.813, 0.937)",0.003
"(2.813, 0.937)","(2.811, 0.935)",0.003
"(2.338, 1.13)","(2.337, 1.134)",0.004
"(2.337, 1.134)","(2.338, 1.13)",0.004
"(6.154, 3.302)","(6.158, 3.3)",0.005
"(6.158, 3.3)","(6.154, 3.302)",0.005
"(1.612, 0.743)","(1.612, 0.75)",0.007
"(1.612, 0.75)","(1.612, 0.743)",0.007
"(7.648, 3.89)","(7.655, 3.896)",0.009
"(7.655, 3.896)","(7.648, 3.89)",0.009
"(7.238, 3.315)","(7.247, 3.317)",0.009
"(7.247, 3.317)","(7.238, 3.315)",0.009
"(8.737, 4.266)","(8.741, 4.275)",0.01
"(8.741, 4.275)","(8.737, 4.266)",0.01
"(2.165, 1.225)","(2.174, 1.219)",0.01
"(2.174, 1.219)","(2.165, 1.225)",0.01
"(0.858, 1.166)","(0.862, 1.156)",0.011
"(0.862, 1.156)","(0.858, 1.166)",0.011
"(2.057, 1.82)","(2.054, 1.831)",0.011
"(2.054, 1.831)","(2.057, 1.82)",0.011
"(8.45, 5.1)","(8.448, 5.088)",0.012
"(2.257, 1.332)","(2.246, 1.334)",0.012
"(8.448, 5.088)","(8.45, 5.1)",0.012
"(2.246, 1.334)","(2.257, 1.332)",0.012
"(2.886, 0.947)","(2.896, 0.94)",0.012
"(2.896, 0.94)","(2.886, 0.947)",0.012
"(1.661, 0.866)","(1.648, 0.868)",0.013
"(1.648, 0.868)","(1.661, 0.866)",0.013
"(7.992, 4.329)","(7.993, 4.315)",0.014
"(7.993, 4.315)","(7.992, 4.329)",0.014
"(1.276, 0.824)","(1.286, 0.813)",0.014
"(1.286, 0.813)","(1.276, 0.824)",0.014
"(8.136, 3.947)","(8.122, 3.943)",0.015
"(8.122, 3.943)","(8.136, 3.947)",0.015
"(5.455, 3.391)","(5.44, 3.392)",0.015
"(5.44, 3.392)","(5.455, 3.391)",0.015
"(9.458, 5.51)","(9.449, 5.522)",0.015
"(7.922, 2.731)","(7.913, 2.718)",0.015
"(7.913, 2.718)","(7.922, 2.731)",0.015
"(9.449, 5.522)","(9.458, 5.51)",0.015
"(6.528, 3.201)","(6.535, 3.215)",0.016
"(6.535, 3.215)","(6.528, 3.201)",0.016
"(6.905, 3.482)","(6.908, 3.498)",0.016
"(6.908, 3.498)","(6.905, 3.482)",0.016
"(7.445, 4.294)","(7.46, 4.288)",0.016
"(7.46, 4.288)","(7.445, 4.294)",0.016
"(6.875, 3.835)","(6.868, 3.85)",0.017
"(6.868, 3.85)","(6.875, 3.835)",0.017
"(2.735, 1.362)","(2.749, 1.371)",0.017
"(2.749, 1.371)","(2.735, 1.362)",0.017
"(7.223, 2.74)","(7.228, 2.756)",0.017
"(7.228, 2.756)","(7.223, 2.74)",0.017
"(8.798, 4.402)","(8.788, 4.415)",0.017
"(8.788, 4.415)","(8.798, 4.402)",0.017
"(1.405, 0.992)","(1.391, 0.982)",0.017
"(1.391, 0.982)","(1.405, 0.992)",0.017
"(5.469, 3.379)","(5.455, 3.391)",0.019
"(7.607, 2.589)","(7.594, 2.575)",0.019
"(7.594, 2.575)","(7.607, 2.589)",0.019
"(8.411, 3.968)","(8.424, 3.984)",0.02
"(8.424, 3.984)","(8.411, 3.968)",0.02
"(1.831, 0.845)","(1.812, 0.852)",0.021
"(1.812, 0.852)","(1.831, 0.845)",0.021
"(9.317, 6.026)","(9.306, 6.008)",0.021
"(9.306, 6.008)","(9.317, 6.026)",0.021
"(1.44, 0.949)","(1.433, 0.93)",0.021
"(1.433, 0.93)","(1.44, 0.949)",0.021
"(7.943, 2.724)","(7.922, 2.731)",0.022
"(1.837, 1.301)","(1.815, 1.305)",0.023
"(1.815, 1.305)","(1.837, 1.301)",0.023
"(7.344, 4.281)","(7.326, 4.295)",0.023
"(7.326, 4.295)","(7.344, 4.281)",0.023
"(8.099, 4.802)","(8.076, 4.799)",0.023
"(8.076, 4.799)","(8.099, 4.802)",0.023
"(8.001, 3.474)","(7.991, 3.495)",0.023
"(7.991, 3.495)","(8.001, 3.474)",0.023
"(6.895, 3.824)","(6.875, 3.835)",0.023
"(9.431, 5.242)","(9.414, 5.225)",0.024
"(9.414, 5.225)","(9.431, 5.242)",0.024
"(2.812, 0.817)","(2.791, 0.805)",0.024
"(2.791, 0.805)","(2.812, 0.817)",0.024
"(1.937, 1.328)","(1.927, 1.35)",0.024
"(7.615, 2.501)","(7.637, 2.491)",0.024
"(1.927, 1.35)","(1.937, 1.328)",0.024
"(7.637, 2.491)","(7.615, 2.501)",0.024
"(7.191, 3.616)","(7.177, 3.636)",0.025
"(7.177, 3.636)","(7.191, 3.616)",0.025
"(5.264, 2.687)","(5.286, 2.676)",0.025
"(5.286, 2.676)","(5.264, 2.687)",0.025
"(9.375, 5.559)","(9.398, 5.549)",0.025
"(9.398, 5.549)","(9.375, 5.559)",0.025
"(2.496, 0.853)","(2.5, 0.878)",0.025
"(2.5, 0.878)","(2.496, 0.853)",0.025
"(2.26, 1.22)","(2.273, 1.241)",0.025
"(2.273, 1.241)","(2.26, 1.22)",0.025
"(6.846, 3.16)","(6.83, 3.18)",0.025
"(6.83, 3.18)","(6.846, 3.16)",0.025
"(7.312, 3.839)","(7.288, 3.831)",0.025
"(7.288, 3.831)","(7.312, 3.839)",0.025
"(6.944, 3.259)","(6.926, 3.278)",0.026
"(6.926, 3.278)","(6.944, 3.259)",0.026
"(7.557, 2.448)","(7.576, 2.466)",0.026
"(7.576, 2.466)","(7.557, 2.448)",0.026
"(3.101, 0.607)","(3.123, 0.591)",0.027
"(3.123, 0.591)","(3.101, 0.607)",0.027
"(7.27, 3.156)","(7.257, 3.18)",0.027
"(7.257, 3.18)","(7.27, 3.156)",0.027
"(9.423, 5.559)","(9.398, 5.549)",0.028
"(8.186, 2.713)","(8.191, 2.74)",0.028
"(8.191, 2.74)","(8.186, 2.713)",0.028
"(9.008, 4.851)","(8.979, 4.85)",0.028
"(8.979, 4.85)","(9.008, 4.851)",0.028
"(3.153, 0.359)","(3.145, 0.386)",0.029
"(3.145, 0.386)","(3.153, 0.359)",0.029
"(8.205, 2.691)","(8.186, 2.713)",0.029
"(3.16, 0.411)","(3.145, 0.386)",0.029
"(7.963, 3.486)","(7.991, 3.495)",0.03
"(5.259, 2.716)","(5.264, 2.687)",0.03
"(7.75, 3.117)","(7.739, 3.089)",0.03
"(7.739, 3.089)","(7.75, 3.117)",0.03
"(6.055, 3.224)","(6.062, 3.254)",0.03
"(6.062, 3.254)","(6.055, 3.224)",0.03
"(2.082, 1.749)","(2.113, 1.748)",0.03
"(2.113, 1.748)","(2.082, 1.749)",0.03
"(8.505, 5.099)","(8.533, 5.086)",0.031
"(8.533, 5.086)","(8.505, 5.099)",0.031
"(7.284, 2.598)","(7.306, 2.62)",0.031
"(7.306, 2.62)","(7.284, 2.598)",0.031
"(2.486, 1.087)","(2.496, 1.057)",0.032
"(2.496, 1.057)","(2.486, 1.087)",0.032
"(2.517, 1.78)","(2.532, 1.808)",0.032
"(2.532, 1.808)","(2.517, 1.78)",0.032
"(7.841, 2.811)","(7.867, 2.83)",0.032
"(7.867, 2.83)","(7.841, 2.811)",0.032
"(9.291, 5.045)","(9.304, 5.074)",0.032
"(9.304, 5.074)","(9.291, 5.045)",0.032
"(6.806, 3.201)","(6.83, 3.18)",0.032
"(8.485, 5.213)","(8.506, 5.237)",0.032
"(8.506, 5.237)","(8.485, 5.213)",0.032
"(1.559, 0.763)","(1.575, 0.734)",0.033
"(1.575, 0.734)","(1.559, 0.763)",0.033
"(7.799, 3.721)","(7.775, 3.699)",0.033
"(7.775, 3.699)","(7.799, 3.721)",0.033
"(3.006, 0.367)","(3.007, 0.4)",0.033
"(3.007, 0.4)","(3.006, 0.367)",0.033
"(9.102, 4.921)","(9.072, 4.908)",0.033
"(9.072, 4.908)","(9.102, 4.921)",0.033
"(6.975, 2.668)","(6.995, 2.694)",0.033
"(6.995, 2.694)","(6.975, 2.668)",0.033
"(9.203, 5.102)","(9.17, 5.098)",0.033
"(9.17, 5.098)","(9.203, 5.102)",0.033
"(1.265, 0.856)","(1.276, 0.824)",0.034
"(1.504, 0.859)","(1.491, 0.828)",0.034
"(1.491, 0.828)","(1.504, 0.859)",0.034
"(7.343, 4.071)","(7.369, 4.094)",0.034
"(7.369, 4.094)","(7.343, 4.071)",0.034
"(9.238, 4.771)","(9.271, 4.762)",0.034
"(9.039, 4.917)","(9.072, 4.908)",0.034
"(9.271, 4.762)","(9.238, 4.771)",0.034
"(2.182, 1.114)","(2.212, 1.13)",0.034
"(2.212, 1.13)","(2.182, 1.114)",0.034
"(3.112, 0.48)","(3.144, 0.47)",0.035
"(3.144, 0.47)","(3.112, 0.48)",0.035
"(8.099, 2.321)","(8.068, 2.336)",0.035
"(8.068, 2.336)","(8.099, 2.321)",0.035
"(6.616, 3.437)","(6.624, 3.403)",0.035
"(6.624, 3.403)","(6.616, 3.437)",0.035
"(6.725, 3.478)","(6.727, 3.513)",0.035
"(6.727, 3.513)","(6.725, 3.478)",0.035
"(2.337, 0.631)","(2.357, 0.661)",0.035
"(2.357, 0.661)","(2.337, 0.631)",0.035
"(8.265, 4.573)","(8.299, 4.583)",0.036
"(8.299, 4.583)","(8.265, 4.573)",0.036
"(9.276, 4.625)","(9.275, 4.661)",0.036
"(9.275, 4.661)","(9.276, 4.625)",0.036
"(2.013, 0.91)","(2.048, 0.899)",0.037
"(2.267, 0.856)","(2.243, 0.884)",0.037
"(2.243, 0.884)","(2.267, 0.856)",0.037
"(2.048, 0.899)","(2.013, 0.91)",0.037
"(6.411, 3.414)","(6.447, 3.405)",0.037
"(6.447, 3.405)","(6.411, 3.414)",0.037
"(8.671, 5.135)","(8.643, 5.111)",0.037
"(8.643, 5.111)","(8.671, 5.135)",0.037
"(8.27, 4.75)","(8.286, 4.784)",0.037
"(8.286, 4.784)","(8.27, 4.75)",0.037
"(6.327, 3.419)","(6.345, 3.452)",0.037
"(6.345, 3.452)","(6.327, 3.419)",0.037
"(7.239, 3.135)","(7.27, 3.156)",0.038
"(7.247, 2.296)","(7.269, 2.327)",0.038
"(7.269, 2.327)","(7.247, 2.296)",0.038
"(0.352, 1.429)","(0.316, 1.415)",0.038
"(0.316, 1.415)","(0.352, 1.429)",0.038
"(9.132, 5.611)","(9.159, 5.584)",0.038
"(7.589, 1.997)","(7.56, 1.972)",0.038
"(7.56, 1.972)","(7.589, 1.997)",0.038
"(1.855, 1.598)","(1.891, 1.611)",0.038
"(1.891, 1.611)","(1.855, 1.598)",0.038
"(1.816, 1.583)","(1.835, 1.55)",0.039
"(1.835, 1.55)","(1.816, 1.583)",0.039
"(1.634, 1.286)","(1.669, 1.271)",0.039
"(1.669, 1.271)","(1.634, 1.286)",0.039
"(7.7, 3.088)","(7.739, 3.089)",0.039
"(7.474, 3.98)","(7.47, 4.019)",0.039
"(7.47, 4.019)","(7.474, 3.98)",0.039
"(6.619, 3.596)","(6.629, 3.558)",0.039
"(6.629, 3.558)","(6.619, 3.596)",0.039
"(1.583, 0.695)","(1.575, 0.734)",0.04
"(2.177, 1.074)","(2.182, 1.114)",0.04
"(1.239, 1.059)","(1.201, 1.073)",0.04
"(1.201, 1.073)","(1.239, 1.059)",0.04
"(2.168, 1.818)","(2.136, 1.843)",0.04
"(2.136, 1.843)","(2.168, 1.818)",0.04
"(7.924, 1.615)","(7.934, 1.654)",0.04
"(7.934, 1.654)","(7.924, 1.615)",0.04
"(6.27, 3.569)","(6.28, 3.529)",0.041
"(6.28, 3.529)","(6.27, 3.569)",0.041
"(6.692, 2.97)","(6.674, 3.008)",0.041
"(6.674, 3.008)","(6.692, 2.97)",0.041
"(5.265, 2.757)","(5.259, 2.716)",0.041
"(1.319, 1.562)","(1.28, 1.578)",0.041
"(1.28, 1.578)","(1.319, 1.562)",0.041
"(9.327, 5.023)","(9.291, 5.045)",0.041
"(2.374, 1.065)","(2.333, 1.072)",0.041
"(2.333, 1.072)","(2.374, 1.065)",0.041
"(9.336, 5.542)","(9.375, 5.559)",0.042
"(6.389, 3.379)","(6.411, 3.414)",0.042
"(6.863, 3.487)","(6.905, 3.482)",0.042
"(7.3, 3.88)","(7.312, 3.839)",0.042
"(7.343, 2.191)","(7.348, 2.148)",0.043
"(7.348, 2.148)","(7.343, 2.191)",0.043
"(1.539, 0.884)","(1.504, 0.859)",0.043
"(6.66, 2.941)","(6.692, 2.97)",0.043
"(7.076, 3.235)","(7.119, 3.244)",0.044
"(7.119, 3.244)","(7.076, 3.235)",0.044
"(8.255, 5.344)","(8.228, 5.379)",0.044
"(8.228, 5.379)","(8.255, 5.344)",0.044
"(7.183, 2.76)","(7.223, 2.74)",0.044
"(6.807, 3.001)","(6.774, 3.03)",0.045
"(2.367, 1.168)","(2.337, 1.134)",0.045
"(6.774, 3.03)","(6.807, 3.001)",0.045
"(2.345, 1.653)","(2.383, 1.628)",0.045
"(2.383, 1.628)","(2.345, 1.653)",0.045
"(2.011, 0.955)","(2.013, 0.91)",0.045
"(9.153, 5.14)","(9.17, 5.098)",0.045
"(2.382, 1.498)","(2.365, 1.541)",0.046
"(2.365, 1.541)","(2.382, 1.498)",0.046
"(5.264, 2.967)","(5.238, 3.005)",0.046
"(1.447, 0.843)","(1.491, 0.828)",0.046
"(5.238, 3.005)","(5.264, 2.967)",0.046
"(7.762, 3.333)","(7.807, 3.342)",0.046
"(7.807, 3.342)","(7.762, 3.333)",0.046
"(7.842, 2.869)","(7.867, 2.83)",0.046
"(7.07, 3.919)","(7.074, 3.965)",0.046
"(7.074, 3.965)","(7.07, 3.919)",0.046
"(7.844, 3.312)","(7.807, 3.342)",0.047
"(2.156, 0.907)","(2.16, 0.954)",0.047
"(2.16, 0.954)","(2.156, 0.907)",0.047
"(3.413, 0.44)","(3.371, 0.42)",0.047
"(3.371, 0.42)","(3.413, 0.44)",0.047
"(6.142, 3.611)","(6.119, 3.569)",0.048
"(6.119, 3.569)","(6.142, 3.611)",0.048
"(7.537, 2.494)","(7.576, 2.466)",0.048
"(7.757, 2.869)","(7.784, 2.908)",0.048
"(7.784, 2.908)","(7.757, 2.869)",0.048
"(6.397, 2.893)","(6.396, 2.845)",0.048
"(6.396, 2.845)","(6.397, 2.893)",0.048
"(0.28, 1.447)","(0.316, 1.415)",0.048
"(7.597, 1.941)","(7.56, 1.972)",0.049
"(7.688, 1.991)","(7.701, 1.944)",0.049
"(7.701, 1.944)","(7.688, 1.991)",0.049
"(8.332, 4.547)","(8.299, 4.583)",0.049
"(7.793, 2.801)","(7.841, 2.811)",0.049
"(1.857, 1.783)","(1.899, 1.758)",0.049
"(1.899, 1.758)","(1.857, 1.783)",0.049
"(8.654, 4.828)","(8.63, 4.872)",0.05
"(8.63, 4.872)","(8.654, 4.828)",0.05
"(7.584, 1.893)","(7.597, 1.941)",0.05
"(7.771, 4.726)","(7.796, 4.769)",0.05
"(7.796, 4.769)","(7.771, 4.726)",0.05
"(9.21, 5.151)","(9.203, 5.102)",0.05
"(8.074, 3.959)","(8.122, 3.943)",0.051
"(9.025, 5.517)","(8.981, 5.543)",0.051
"(8.981, 5.543)","(9.025, 5.517)",0.051
"(7.65, 3.614)","(7.649, 3.564)",0.051
"(7.649, 3.564)","(7.65, 3.614)",0.051
"(9.371, 5.253)","(9.414, 5.225)",0.051
"(7.3, 3.088)","(7.255, 3.064)",0.051
"(7.255, 3.064)","(7.3, 3.088)",0.051
"(7.876, 2.774)","(7.841, 2.811)",0.051
"(7.132, 3.137)","(7.1, 3.098)",0.051
"(8.702, 4.308)","(8.741, 4.275)",0.051
"(7.1, 3.098)","(7.132, 3.137)",0.051
"(6.736, 3.564)","(6.727, 3.513)",0.051
"(6.587, 3.279)","(6.625, 3.245)",0.052
"(6.625, 3.245)","(6.587, 3.279)",0.052
"(6.722, 3.033)","(6.774, 3.03)",0.052
"(8.819, 5.598)","(8.792, 5.642)",0.052
"(8.792, 5.642)","(8.819, 5.598)",0.052
"(8.037, 4.934)","(8.001, 4.896)",0.052
"(8.001, 4.896)","(8.037, 4.934)",0.052
"(7.491, 1.759)","(7.453, 1.724)",0.052
"(7.453, 1.724)","(7.491, 1.759)",0.052
"(7.116, 2.938)","(7.116, 2.991)",0.052
"(7.116, 2.991)","(7.116, 2.938)",0.052
"(1.745, 0.572)","(1.693, 0.575)",0.052
"(1.693, 0.575)","(1.745, 0.572)",0.052
"(6.667, 3.212)","(6.625, 3.245)",0.053
"(3.156, 0.549)","(3.123, 0.591)",0.053
"(2.793, 1.114)","(2.84, 1.089)",0.053
"(2.84, 1.089)","(2.793, 1.114)",0.053
"(7.601, 2.073)","(7.549, 2.082)",0.053
"(7.549, 2.082)","(7.601, 2.073)",0.053
"(6.231, 3.662)","(6.221, 3.715)",0.053
"(6.221, 3.715)","(6.231, 3.662)",0.053
"(7.304, 2.287)","(7.269, 2.327)",0.054
"(7.378, 3.103)","(7.412, 3.144)",0.054
"(7.412, 3.144)","(7.378, 3.103)",0.054
