X,Y,cluster_id
2351,2336328.0,0.0
2406,2354976.0,0.0
644,1405704.0,888.0
611,1425240.0,888.0
4256,4055496.0,1776.0
4780,4957704.0,2664.0
4813,4938168.0,2664.0
4787,4943496.0,2664.0
4114,3742920.0,3552.0
2373,2607168.0,4440.0
1881,2019312.0,5328.0
7396,6880224.0,6216.0
2758,2538792.0,7104.0
2763,2508600.0,7104.0
5581,4679760.0,7992.0
7544,6848256.0,8880.0
6818,5888328.0,9768.0
4160,3251856.0,10656.0
7090,7040952.0,11544.0
6538,6382944.0,12432.0
3285,3315792.0,13320.0
7175,6537456.0,14208.0
4543,4286376.0,15096.0
6259,5255184.0,15984.0
934,1928736.0,16872.0
1614,2158728.0,17760.0
3884,2945496.0,18648.0
4960,5117544.0,19536.0
1166,1868352.0,20424.0
5835,5366184.0,21312.0
2103,2019312.0,22200.0
2350,2789208.0,23088.0
5474,4829832.0,23976.0
4373,3738480.0,24864.0
4695,3770448.0,25752.0
649,1173936.0,26640.0
6110,5299584.0,27528.0
808,1148184.0,28416.0
1616,2287488.0,29304.0
6742,5423904.0,30192.0
2370,2138304.0,31080.0
5313,3448992.0,31968.0
3493,3061824.0,32856.0
5209,4980792.0,33744.0
2391,2966808.0,34632.0
1541,1820400.0,35520.0
3807,3668328.0,36408.0
6018,5935392.0,37296.0
4507,3971136.0,38184.0
6348,5505600.0,39072.0
4829,3863688.0,39960.0
4128,3487176.0,40848.0
5368,4630920.0,41736.0
7426,6789648.0,42624.0
4547,3601728.0,43512.0
7243,6889104.0,44400.0
5206,4024416.0,45288.0
952,1314240.0,46176.0
2112,2297256.0,47064.0
2473,2132976.0,47952.0
910,1494504.0,48840.0
6573,5357304.0,49728.0
6376,6315456.0,50616.0
6547,5633472.0,51504.0
2213,2643576.0,52392.0
2680,2827392.0,53280.0
1951,2408256.0,54168.0
7262,6419352.0,55056.0
6041,5661000.0,55944.0
1408,1576200.0,56832.0
5229,3893880.0,57720.0
5787,5490504.0,58608.0
5445,4219776.0,59496.0
4341,4159392.0,60384.0
4901,4984344.0,61272.0
5278,5076696.0,62160.0
3074,2612496.0,63048.0
6614,5579304.0,63936.0
2356,2685312.0,64824.0
7442,6728376.0,65712.0
3343,3285600.0,66600.0
1456,1614384.0,67488.0
