og_coord,closest_coord,dist
"(4.226, 3.053)","(4.229, 3.052)",0.004
"(4.474, 3.313)","(4.475, 3.316)",0.004
"(4.229, 3.052)","(4.226, 3.053)",0.004
"(4.475, 3.316)","(4.474, 3.313)",0.004
"(4.524, 1.165)","(4.52, 1.165)",0.004
"(4.52, 1.165)","(4.524, 1.165)",0.004
"(1.337, 10.609)","(1.336, 10.602)",0.007
"(1.336, 10.602)","(1.337, 10.609)",0.007
"(3.531, 4.217)","(3.531, 4.225)",0.008
"(3.531, 4.225)","(3.531, 4.217)",0.008
"(3.515, 3.632)","(3.524, 3.629)",0.01
"(3.524, 3.629)","(3.515, 3.632)",0.01
"(4.463, 6.336)","(4.459, 6.327)",0.01
"(4.459, 6.327)","(4.463, 6.336)",0.01
"(2.917, 6.313)","(2.916, 6.323)",0.01
"(2.916, 6.323)","(2.917, 6.313)",0.01
"(4.288, 5.269)","(4.278, 5.273)",0.011
"(4.278, 5.273)","(4.288, 5.269)",0.011
"(5.272, 2.394)","(5.276, 2.382)",0.012
"(2.161, 8.252)","(2.172, 8.249)",0.012
"(5.276, 2.382)","(5.272, 2.394)",0.012
"(2.172, 8.249)","(2.161, 8.252)",0.012
"(3.328, 5.629)","(3.322, 5.639)",0.012
"(3.322, 5.639)","(3.328, 5.629)",0.012
"(3.249, 5.589)","(3.261, 5.589)",0.012
"(3.261, 5.589)","(3.249, 5.589)",0.012
"(5.117, 2.809)","(5.129, 2.81)",0.012
"(5.129, 2.81)","(5.117, 2.809)",0.012
"(4.233, 3.039)","(4.229, 3.052)",0.013
"(4.417, 3.829)","(4.421, 3.816)",0.014
"(4.421, 3.816)","(4.417, 3.829)",0.014
"(2.132, 6.909)","(2.117, 6.907)",0.015
"(2.117, 6.907)","(2.132, 6.909)",0.015
"(3.673, 3.085)","(3.687, 3.088)",0.015
"(3.687, 3.088)","(3.673, 3.085)",0.015
"(1.017, 9.865)","(1.003, 9.857)",0.016
"(1.003, 9.857)","(1.017, 9.865)",0.016
"(3.317, 3.826)","(3.321, 3.81)",0.016
