og_centroid,closest_centroid,dist,cluster_id
"(2207.333, 1470.0)","(2194.0, 1327.667)",142.956,8.0
"(2194.0, 1327.667)","(2207.333, 1470.0)",142.956,17.0
"(2004.0, 3516.667)","(2067.667, 3378.333)",152.282,61.0
"(2067.667, 3378.333)","(2004.0, 3516.667)",152.282,50.0
"(3373.667, 1379.667)","(3518.0, 1446.333)",158.985,94.0
"(3518.0, 1446.333)","(3373.667, 1379.667)",158.985,138.0
"(2623.25, 1939.5)","(2645.0, 1723.0)",217.59,19.0
"(2645.0, 1723.0)","(2623.25, 1939.5)",217.59,45.0
"(3206.0, 3112.667)","(3408.667, 2999.667)",232.041,55.0
"(3408.667, 2999.667)","(3206.0, 3112.667)",232.041,23.0
"(2209.0, 3193.667)","(2067.667, 3378.333)",232.544,110.0
"(2833.667, 2079.333)","(2623.25, 1939.5)",252.643,71.0
"(2631.667, 3438.333)","(2357.667, 3428.0)",274.195,85.0
"(2357.667, 3428.0)","(2631.667, 3438.333)",274.195,37.0
"(1732.333, 3459.667)","(2004.0, 3516.667)",277.582,1.0
"(1716.2, 3152.2)","(1732.333, 3459.667)",307.89,9.0
"(2192.0, 2150.667)","(2168.333, 1837.667)",313.893,26.0
"(2168.333, 1837.667)","(2192.0, 2150.667)",313.893,93.0
"(3003.333, 2360.333)","(2833.667, 2079.333)",328.249,58.0
"(3540.333, 631.667)","(3582.5, 1001.5)",372.229,36.0
"(3582.5, 1001.5)","(3540.333, 631.667)",372.229,60.0
"(286.0, 1695.667)","(112.0, 2062.333)",405.857,0.0
"(112.0, 2062.333)","(286.0, 1695.667)",405.857,188.0
"(3590.667, 222.333)","(3540.333, 631.667)",412.417,82.0
"(3168.667, 1822.0)","(2833.667, 2079.333)",422.428,136.0
"(2509.25, 439.25)","(2546.0, 930.0)",492.124,29.0
"(2546.0, 930.0)","(2509.25, 439.25)",492.124,67.0
"(775.0, 914.667)","(1161.0, 588.2)",505.546,21.0
"(1161.0, 588.2)","(775.0, 914.667)",505.546,13.0
"(1323.0, 2519.0)","(1005.0, 2057.333)",560.589,49.0
"(1005.0, 2057.333)","(1323.0, 2519.0)",560.589,100.0
"(1099.0, 1377.333)","(775.0, 914.667)",564.833,148.0
"(1589.667, 1870.0)","(2168.333, 1837.667)",579.569,76.0
"(1658.75, 923.25)","(1161.0, 588.2)",600.011,14.0
"(3709.667, 2201.0)","(3168.667, 1822.0)",660.547,16.0
"(26.25, 1064.0)","(286.0, 1695.667)",682.988,83.0
"(516.667, 215.333)","(1161.0, 588.2)",744.443,75.0
"(377.333, 3554.333)","(1732.333, 3459.667)",1358.303,22.0
