og_coord,closest_coord,dist
"(2.175, 2.449)","(2.177, 2.463)",0.014
"(2.177, 2.463)","(2.175, 2.449)",0.014
"(2.708, 2.351)","(2.698, 2.326)",0.027
"(2.698, 2.326)","(2.708, 2.351)",0.027
"(3.002, 3.499)","(2.99, 3.472)",0.029
"(2.99, 3.472)","(3.002, 3.499)",0.029
"(2.208, 2.362)","(2.237, 2.351)",0.03
"(2.237, 2.351)","(2.208, 2.362)",0.03
"(4.819, 4.729)","(4.848, 4.712)",0.034
"(4.848, 4.712)","(4.819, 4.729)",0.034
"(3.129, 3.208)","(3.106, 3.182)",0.035
"(3.106, 3.182)","(3.129, 3.208)",0.035
"(2.733, 2.394)","(2.708, 2.351)",0.05
"(1.335, 1.102)","(1.302, 1.064)",0.05
"(1.302, 1.064)","(1.335, 1.102)",0.05
"(1.385, 1.078)","(1.335, 1.102)",0.056
"(5.982, 5.753)","(6.027, 5.804)",0.068
"(6.027, 5.804)","(5.982, 5.753)",0.068
"(1.946, 1.783)","(1.885, 1.733)",0.078
"(1.885, 1.733)","(1.946, 1.783)",0.078
"(5.018, 4.26)","(5.093, 4.285)",0.079
"(5.093, 4.285)","(5.018, 4.26)",0.079
"(5.363, 5.176)","(5.435, 5.104)",0.102
"(5.435, 5.104)","(5.363, 5.176)",0.102
"(4.214, 4.635)","(4.308, 4.59)",0.104
"(4.308, 4.59)","(4.214, 4.635)",0.104
"(2.18, 1.256)","(2.073, 1.288)",0.112
"(2.073, 1.288)","(2.18, 1.256)",0.112
"(5.584, 5.072)","(5.604, 5.185)",0.115
"(5.604, 5.185)","(5.584, 5.072)",0.115
"(2.294, 1.23)","(2.18, 1.256)",0.117
"(1.954, 1.315)","(2.073, 1.288)",0.121
"(6.856, 6.388)","(6.87, 6.261)",0.128
"(6.87, 6.261)","(6.856, 6.388)",0.128
"(4.694, 4.703)","(4.819, 4.729)",0.128
"(2.625, 2.462)","(2.733, 2.394)",0.128
"(5.795, 5.4)","(5.697, 5.312)",0.132
"(5.697, 5.312)","(5.795, 5.4)",0.132
"(3.665, 3.485)","(3.624, 3.358)",0.133
"(3.624, 3.358)","(3.665, 3.485)",0.133
"(4.875, 5.169)","(4.88, 5.033)",0.136
"(4.88, 5.033)","(4.875, 5.169)",0.136
"(6.133, 6.179)","(6.219, 6.288)",0.139
"(6.219, 6.288)","(6.133, 6.179)",0.139
"(3.02, 3.64)","(3.002, 3.499)",0.142
"(4.979, 4.771)","(4.848, 4.712)",0.143
"(5.586, 5.927)","(5.603, 6.069)",0.144
"(5.603, 6.069)","(5.586, 5.927)",0.144
"(4.618, 4.828)","(4.694, 4.703)",0.146
"(5.355, 4.982)","(5.435, 5.104)",0.146
"(3.474, 3.379)","(3.624, 3.358)",0.152
"(2.251, 1.68)","(2.39, 1.766)",0.163
"(2.39, 1.766)","(2.251, 1.68)",0.163
"(1.97, 1.15)","(1.954, 1.315)",0.166
"(6.096, 6.012)","(6.133, 6.179)",0.171
"(1.558, 1.058)","(1.385, 1.078)",0.174
"(2.814, 3.469)","(2.99, 3.472)",0.176
"(4.547, 4.603)","(4.694, 4.703)",0.178
"(4.939, 4.44)","(5.018, 4.26)",0.197
"(4.341, 3.986)","(4.148, 4.04)",0.201
"(4.148, 4.04)","(4.341, 3.986)",0.201
"(1.764, 1.39)","(1.954, 1.315)",0.205
"(1.37, 0.605)","(1.309, 0.803)",0.207
"(1.309, 0.803)","(1.37, 0.605)",0.207
"(5.14, 4.95)","(5.355, 4.982)",0.217
"(6.687, 6.524)","(6.856, 6.388)",0.217
"(6.487, 6.616)","(6.687, 6.524)",0.22
"(2.493, 2.644)","(2.625, 2.462)",0.224
"(2.589, 1.891)","(2.39, 1.766)",0.235
"(3.391, 3.149)","(3.474, 3.379)",0.244
"(2.674, 2.816)","(2.493, 2.644)",0.25
"(4.366, 4.84)","(4.618, 4.828)",0.252
"(6.91, 6.648)","(6.687, 6.524)",0.256
"(6.521, 6.328)","(6.687, 6.524)",0.257
"(2.406, 2.144)","(2.237, 2.351)",0.268
"(4.652, 4.355)","(4.547, 4.603)",0.269
"(3.919, 3.643)","(3.665, 3.485)",0.3
"(2.914, 1.835)","(2.589, 1.891)",0.331
"(5.171, 5.52)","(5.363, 5.176)",0.394
"(6.426, 5.744)","(6.027, 5.804)",0.404
"(3.698, 4.698)","(4.214, 4.635)",0.52
