og_coord,starfish_coord,dist
"(4187.808, 4779.216)","(4193.0, 4782.0)",5.891
"(3093.792, 3615.936)","(3078.0, 3593.0)",27.847
"(5139.744, 4990.56)","(5129.0, 5033.0)",43.779
"(3852.144, 3462.312)","(3815.0, 3434.0)",46.704
"(3863.688, 3440.112)","(3815.0, 3434.0)",49.07
"(3126.648, 3599.952)","(3078.0, 3593.0)",49.142
"(5119.32, 4979.904)","(5129.0, 5033.0)",53.971
"(2559.216, 2013.096)","(2512.0, 1975.0)",60.668
"(6943.272, 6067.704)","(6907.0, 6017.0)",62.342
"(2529.912, 2037.072)","(2512.0, 1975.0)",64.605
"(5128.2, 4966.584)","(5129.0, 5033.0)",66.421
"(6938.832, 6080.136)","(6907.0, 6017.0)",70.707
"(3145.296, 3623.928)","(3078.0, 3593.0)",74.063
"(6713.28, 6199.128)","(6779.0, 6236.0)",75.357
"(5160.168, 4963.92)","(5129.0, 5033.0)",75.786
"(2996.112, 2148.96)","(2921.0, 2134.0)",76.587
"(4953.264, 5779.104)","(4890.0, 5730.0)",80.085
"(3147.072, 3638.136)","(3078.0, 3593.0)",82.512
"(6722.16, 6176.04)","(6779.0, 6236.0)",82.62
"(4715.28, 5350.2)","(4653.0, 5295.0)",83.222
"(3866.352, 3502.272)","(3815.0, 3434.0)",85.429
"(7890.768, 7040.064)","(7914.0, 6947.0)",95.92
"(3009.432, 2172.048)","(2921.0, 2134.0)",96.27
"(4993.224, 5758.68)","(4890.0, 5730.0)",107.134
"(3885.888, 3348.648)","(3815.0, 3434.0)",110.951
"(3922.296, 5215.224)","(4034.0, 5239.0)",114.206
"(2213.784, 1030.08)","(2090.0, 1053.0)",125.888
"(4755.24, 5380.392)","(4653.0, 5295.0)",133.21
"(5629.032, 5827.056)","(5674.0, 5959.0)",139.396
"(7787.76, 7112.88)","(7696.0, 7221.0)",141.809
"(2233.32, 1040.736)","(2090.0, 1053.0)",143.844
"(2419.8, 2242.2)","(2545.0, 2160.0)",149.773
"(3769.56, 3591.96)","(3815.0, 3434.0)",164.366
"(2710.176, 2140.08)","(2545.0, 2160.0)",166.373
"(6673.32, 6740.808)","(6826.0, 6824.0)",173.874
"(2411.808, 2272.392)","(2545.0, 2160.0)",174.276
"(4677.096, 5065.152)","(4700.0, 4888.0)",178.626
"(4662.0, 5089.128)","(4487.0, 5051.0)",179.105
"(2848.704, 2978.352)","(3009.0, 3067.0)",183.176
"(4668.216, 5100.672)","(4832.0, 5188.0)",185.611
"(6551.664, 5976.24)","(6419.0, 5838.0)",191.599
"(6715.056, 6052.608)","(6779.0, 6236.0)",194.22
"(3044.064, 1924.296)","(2853.0, 1978.0)",198.468
"(6650.232, 6724.824)","(6826.0, 6824.0)",201.817
"(7238.088, 7387.272)","(7435.0, 7435.0)",202.614
"(6588.072, 5962.032)","(6419.0, 5838.0)",209.689
"(2804.304, 3115.992)","(3009.0, 3067.0)",210.477
"(3060.936, 1942.056)","(2853.0, 1978.0)",211.02
"(6577.416, 5979.792)","(6419.0, 5838.0)",212.604
"(4407.144, 4847.592)","(4487.0, 5051.0)",218.522
"(2746.584, 2391.384)","(2737.0, 2626.0)",234.812
"(4081.248, 4085.688)","(3912.0, 4250.0)",235.888
"(4308.576, 4352.976)","(4299.0, 4593.0)",240.215
"(3919.632, 4009.32)","(3912.0, 4250.0)",240.801
"(4331.664, 4347.648)","(4299.0, 4593.0)",247.517
"(2690.64, 2381.616)","(2737.0, 2626.0)",248.742
"(7237.2, 7281.6)","(7435.0, 7435.0)",250.313
"(5245.416, 5310.24)","(5485.0, 5228.0)",253.306
"(5185.032, 5280.936)","(5129.0, 5033.0)",254.189
"(3889.44, 3993.336)","(3912.0, 4250.0)",257.654
"(3921.408, 3991.56)","(3912.0, 4250.0)",258.611
"(4305.912, 4331.664)","(4299.0, 4593.0)",261.427
"(4795.2, 4505.712)","(5030.0, 4635.0)",268.042
"(3927.624, 3979.128)","(3912.0, 4250.0)",271.322
"(5065.152, 5329.776)","(4832.0, 5188.0)",272.874
"(5172.6, 5310.24)","(5129.0, 5033.0)",280.647
"(6198.24, 6628.032)","(6234.0, 6908.0)",282.243
"(6238.2, 6623.592)","(6234.0, 6908.0)",284.439
"(3908.088, 3958.704)","(3912.0, 4250.0)",291.322
"(5067.816, 5359.08)","(4832.0, 5188.0)",291.338
"(5214.336, 5338.656)","(5485.0, 5228.0)",292.41
"(6141.408, 5685.864)","(6403.0, 5824.0)",295.824
"(5106.0, 5352.864)","(4832.0, 5188.0)",319.775
"(1408.368, 1056.72)","(1550.0, 718.0)",367.139
"(2682.648, 1458.096)","(2861.0, 1781.0)",368.885
"(1403.928, 1073.592)","(1550.0, 718.0)",384.425
"(4335.216, 4193.136)","(4429.0, 4579.0)",397.098
"(1416.36, 1094.016)","(1550.0, 718.0)",399.058
"(1401.264, 1094.904)","(1550.0, 718.0)",405.19
"(8095.896, 7325.112)","(7696.0, 7221.0)",413.226
"(4331.664, 4164.72)","(4429.0, 4579.0)",425.561
