og_coord,starfish_coord,dist
"(3824, 3411)","(3815.0, 3434.0)",24.698
"(5771, 5302)","(5785.0, 5323.0)",25.239
"(2947, 2150)","(2921.0, 2134.0)",30.529
"(4278, 4640)","(4299.0, 4593.0)",51.478
"(4463, 5002)","(4487.0, 5051.0)",54.562
"(6362, 5862)","(6403.0, 5824.0)",55.902
"(4641, 4863)","(4700.0, 4888.0)",64.078
"(4767, 5208)","(4832.0, 5188.0)",68.007
"(3328, 1998)","(3290.0, 2066.0)",77.897
"(4888, 5132)","(4832.0, 5188.0)",79.196
"(3120, 2628)","(3040.0, 2610.0)",82.0
"(2106, 1961)","(2150.0, 2038.0)",88.685
"(4646, 4959)","(4700.0, 4888.0)",89.202
"(6906, 6110)","(6907.0, 6017.0)",93.005
"(5438, 5599)","(5492.0, 5676.0)",94.048
"(6791, 6330)","(6779.0, 6236.0)",94.763
"(3983, 4178)","(3912.0, 4250.0)",101.119
"(2646, 2168)","(2545.0, 2160.0)",101.316
"(2543, 1877)","(2512.0, 1975.0)",102.786
"(5557, 5302)","(5485.0, 5228.0)",103.247
"(7473, 7534)","(7435.0, 7435.0)",106.042
"(2342, 1982)","(2397.0, 1890.0)",107.187
"(6442, 6445)","(6398.0, 6347.0)",107.424
"(1904, 1121)","(1830.0, 1210.0)",115.745
"(7644, 7330)","(7696.0, 7221.0)",120.768
"(6764, 6356)","(6779.0, 6236.0)",120.934
"(2267, 2001)","(2150.0, 2038.0)",122.711
"(4825, 5311)","(4832.0, 5188.0)",123.199
"(6790, 6701)","(6826.0, 6824.0)",128.16
"(4576, 4845)","(4700.0, 4888.0)",131.244
"(4627, 5032)","(4487.0, 5051.0)",141.283
"(6960, 6384)","(6980.0, 6525.0)",142.411
"(2781, 2171)","(2921.0, 2134.0)",144.807
"(3306, 2211)","(3290.0, 2066.0)",145.88
"(3309, 2213)","(3290.0, 2066.0)",148.223
"(5623, 5598)","(5492.0, 5676.0)",152.463
"(7659, 7014)","(7579.0, 7147.0)",155.206
"(4663, 5453)","(4653.0, 5295.0)",158.316
"(4915, 4526)","(5030.0, 4635.0)",158.449
"(5605, 5555)","(5492.0, 5676.0)",165.56
"(3723, 3019)","(3763.0, 3185.0)",170.751
"(5049, 5187)","(5129.0, 5033.0)",173.54
"(5432, 5396)","(5485.0, 5228.0)",176.162
"(4348, 4419)","(4429.0, 4579.0)",179.335
"(4340, 5154)","(4487.0, 5051.0)",179.494
"(5286, 5133)","(5129.0, 5033.0)",186.142
"(7568, 7574)","(7435.0, 7435.0)",192.38
"(3733, 2988)","(3763.0, 3185.0)",199.271
"(1473, 910)","(1550.0, 718.0)",206.865
"(7432, 6513)","(7222.0, 6526.0)",210.402
"(7436, 6487)","(7222.0, 6526.0)",217.525
"(2770, 2858)","(2862.0, 2658.0)",220.145
"(2291, 1144)","(2090.0, 1053.0)",220.64
"(4922, 5471)","(4890.0, 5690.0)",221.326
"(3281, 2290)","(3290.0, 2066.0)",224.181
"(6221, 6160)","(6074.0, 5987.0)",227.02
"(3851, 4030)","(3912.0, 4250.0)",228.3
"(2187, 1788)","(2397.0, 1890.0)",233.461
"(2634, 2940)","(2499.0, 2740.0)",241.299
"(6176, 6238)","(6398.0, 6347.0)",247.316
"(6222, 6533)","(6398.0, 6347.0)",256.07
"(2098, 1314)","(2090.0, 1053.0)",261.123
"(3397, 2362)","(3157.0, 2517.0)",285.701
"(4198, 4160)","(3912.0, 4250.0)",299.827
"(3900, 3929)","(3912.0, 4250.0)",321.224
"(1240, 616)","(1550.0, 718.0)",326.35
"(7099, 7011)","(6826.0, 6824.0)",330.905
"(7588, 6809)","(7579.0, 7147.0)",338.12
"(5171, 5369)","(5129.0, 5033.0)",338.615
"(2493, 1565)","(2397.0, 1890.0)",338.882
"(4064, 3944)","(3912.0, 4250.0)",341.672
"(7113, 7041)","(6826.0, 6824.0)",359.803
"(4784, 4367)","(5030.0, 4635.0)",363.786
"(4045, 3749)","(4008.0, 3375.0)",375.826
"(4788, 4328)","(5030.0, 4635.0)",390.913
"(8168, 7263)","(7914.0, 6947.0)",405.428
"(4176, 3926)","(3912.0, 4250.0)",417.938
"(4265, 3710)","(4008.0, 3375.0)",422.225
"(4136, 3891)","(3912.0, 4250.0)",423.151
"(1987, 1635)","(2150.0, 2038.0)",434.716
"(4281, 3855)","(3912.0, 4250.0)",540.542
"(4356, 3936)","(3912.0, 4250.0)",543.812
