og_coord,closest_coord,dist
"(9.882, 3.841)","(9.876, 3.834)",0.009
"(9.876, 3.834)","(9.882, 3.841)",0.009
"(9.185, 3.364)","(9.176, 3.363)",0.009
"(9.176, 3.363)","(9.185, 3.364)",0.009
"(3.225, 1.82)","(3.227, 1.831)",0.011
"(3.227, 1.831)","(3.225, 1.82)",0.011
"(3.235, 1.957)","(3.227, 1.966)",0.012
"(3.227, 1.966)","(3.235, 1.957)",0.012
"(10.275, 6.641)","(10.263, 6.637)",0.012
"(10.263, 6.637)","(10.275, 6.641)",0.012
"(3.593, 0.851)","(3.593, 0.864)",0.013
"(3.593, 0.864)","(3.593, 0.851)",0.013
"(9.784, 6.137)","(9.792, 6.127)",0.013
"(9.792, 6.127)","(9.784, 6.137)",0.013
"(3.029, 1.258)","(3.026, 1.271)",0.013
"(3.026, 1.271)","(3.029, 1.258)",0.013
"(9.449, 2.73)","(9.459, 2.738)",0.013
"(9.459, 2.738)","(9.449, 2.73)",0.013
"(3.399, 2.057)","(3.398, 2.07)",0.013
"(3.398, 2.07)","(3.399, 2.057)",0.013
"(9.86, 1.796)","(9.852, 1.785)",0.013
"(9.852, 1.785)","(9.86, 1.796)",0.013
"(9.728, 6.138)","(9.717, 6.132)",0.013
"(9.717, 6.132)","(9.728, 6.138)",0.013
"(10.099, 2.151)","(10.107, 2.162)",0.013
"(10.107, 2.162)","(10.099, 2.151)",0.013
"(10.398, 3.684)","(10.411, 3.68)",0.013
"(10.411, 3.68)","(10.398, 3.684)",0.013
"(3.237, 1.6)","(3.235, 1.587)",0.013
"(3.235, 1.587)","(3.237, 1.6)",0.013
"(9.79, 6.149)","(9.784, 6.137)",0.014
"(3.566, 1.324)","(3.559, 1.336)",0.014
"(3.559, 1.336)","(3.566, 1.324)",0.014
"(10.223, 6.65)","(10.236, 6.646)",0.014
"(10.236, 6.646)","(10.223, 6.65)",0.014
"(8.265, 3.467)","(8.254, 3.459)",0.014
"(8.254, 3.459)","(8.265, 3.467)",0.014
"(2.926, 1.928)","(2.919, 1.916)",0.014
"(2.919, 1.916)","(2.926, 1.928)",0.014
"(3.487, 0.721)","(3.49, 0.708)",0.014
"(3.49, 0.708)","(3.487, 0.721)",0.014
"(3.13, 1.912)","(3.144, 1.916)",0.014
"(3.144, 1.916)","(3.13, 1.912)",0.014
"(3.574, 1.312)","(3.566, 1.324)",0.014
"(3.209, 1.599)","(3.209, 1.585)",0.014
"(3.209, 1.585)","(3.209, 1.599)",0.014
"(3.117, 1.931)","(3.114, 1.945)",0.014
"(3.114, 1.945)","(3.117, 1.931)",0.014
"(10.021, 6.101)","(10.025, 6.088)",0.014
"(10.025, 6.088)","(10.021, 6.101)",0.014
"(10.354, 6.774)","(10.366, 6.766)",0.014
"(10.366, 6.766)","(10.354, 6.774)",0.014
"(9.862, 3.837)","(9.876, 3.834)",0.015
"(9.828, 3.96)","(9.829, 3.974)",0.015
"(9.829, 3.974)","(9.828, 3.96)",0.015
"(3.168, 1.947)","(3.162, 1.96)",0.015
"(3.162, 1.96)","(3.168, 1.947)",0.015
"(3.538, 0.679)","(3.525, 0.686)",0.015
"(3.525, 0.686)","(3.538, 0.679)",0.015
"(9.38, 3.337)","(9.368, 3.346)",0.015
"(9.368, 3.346)","(9.38, 3.337)",0.015
