radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,0.14814814814814814,0.09918886245355926,1.4935966043315787,81
160,0.20987654320987653,0.21516100039263597,0.9754395212277499,81
220,0.3333333333333333,0.3496835858519549,0.9532427223348602,81
280,0.4074074074074074,0.48046920309369856,0.8479365686377967,81
340,0.4691358024691358,0.5867676231146737,0.7995257133971948,81
400,0.5185185185185185,0.6658010342515447,0.7787889952760546,81
460,0.6296296296296297,0.7260877143396489,0.8671536746800014,81
520,0.7037037037037037,0.7753916142411144,0.9075461879897005,81
580,0.7283950617283951,0.8144626500633407,0.8943259235665967,81
640,0.7901234567901234,0.8488308069754811,0.9308373945633037,81
700,0.8888888888888888,0.8794216775997556,1.0107652694154328,81
100,0.12195121951219512,0.13851731364763922,0.8804041624891384,82
160,0.3048780487804878,0.2944769826204306,1.0353204724780265,82
220,0.4146341463414634,0.4451895131941057,0.9313654838061741,82
280,0.5,0.5599959420034553,0.8928636129240288,82
340,0.5975609756097561,0.6468566412786879,0.9237919771968552,82
400,0.6463414634146342,0.7153829565385675,0.903490162167134,82
460,0.7073170731707317,0.7601445606133254,0.9305033671490465,82
520,0.7560975609756098,0.79975234366875,0.9454146236160057,82
580,0.7682926829268293,0.832365251667807,0.9230234940579323,82
640,0.8048780487804879,0.8625472212475817,0.9331408518322261,82
700,0.8414634146341463,0.8921030546417368,0.9432356612343099,82
