og_coord,closest_coord,dist
"(1.871, 1.574)","(1.867, 1.56)",0.014
"(1.867, 1.56)","(1.871, 1.574)",0.014
"(3.656, 4.67)","(3.677, 4.69)",0.029
"(3.677, 4.69)","(3.656, 4.67)",0.029
"(1.862, 1.037)","(1.876, 1.067)",0.033
"(1.876, 1.067)","(1.862, 1.037)",0.033
"(6.53, 5.846)","(6.52, 5.812)",0.035
"(6.52, 5.812)","(6.53, 5.846)",0.035
"(4.527, 4.75)","(4.527, 4.708)",0.042
"(4.527, 4.708)","(4.527, 4.75)",0.042
"(4.427, 4.832)","(4.453, 4.8)",0.042
"(4.453, 4.8)","(4.427, 4.832)",0.042
"(1.754, 1.015)","(1.697, 1.009)",0.057
"(1.697, 1.009)","(1.754, 1.015)",0.057
"(2.243, 1.435)","(2.188, 1.415)",0.059
"(2.188, 1.415)","(2.243, 1.435)",0.059
"(5.806, 5.907)","(5.843, 5.954)",0.06
"(5.843, 5.954)","(5.806, 5.907)",0.06
"(4.007, 3.646)","(4.008, 3.708)",0.062
"(4.008, 3.708)","(4.007, 3.646)",0.062
"(2.412, 2.042)","(2.451, 2.096)",0.066
"(2.451, 2.096)","(2.412, 2.042)",0.066
"(4.561, 4.819)","(4.527, 4.75)",0.077
"(5.641, 6.154)","(5.565, 6.179)",0.08
"(5.565, 6.179)","(5.641, 6.154)",0.08
"(3.762, 3.391)","(3.68, 3.375)",0.083
"(3.68, 3.375)","(3.762, 3.391)",0.083
"(2.328, 2.06)","(2.311, 2.143)",0.084
"(2.311, 2.143)","(2.328, 2.06)",0.084
"(5.962, 5.967)","(5.978, 5.879)",0.089
"(5.978, 5.879)","(5.962, 5.967)",0.089
"(2.416, 2.343)","(2.435, 2.252)",0.092
"(2.435, 2.252)","(2.416, 2.343)",0.092
"(4.122, 4.318)","(4.222, 4.31)",0.101
"(4.222, 4.31)","(4.122, 4.318)",0.101
"(4.603, 4.915)","(4.561, 4.819)",0.105
"(3.255, 2.728)","(3.162, 2.676)",0.106
"(3.162, 2.676)","(3.255, 2.728)",0.106
"(6.282, 5.856)","(6.235, 5.966)",0.119
"(6.235, 5.966)","(6.282, 5.856)",0.119
"(2.489, 2.439)","(2.416, 2.343)",0.121
"(3.131, 2.796)","(3.162, 2.676)",0.125
"(1.652, 1.258)","(1.541, 1.195)",0.128
"(1.541, 1.195)","(1.652, 1.258)",0.128
"(2.774, 3.206)","(2.895, 3.13)",0.142
"(2.895, 3.13)","(2.774, 3.206)",0.142
"(3.866, 3.618)","(4.007, 3.646)",0.143
"(3.155, 3.107)","(3.278, 3.031)",0.145
"(3.278, 3.031)","(3.155, 3.107)",0.145
"(1.339, 0.684)","(1.287, 0.545)",0.148
"(1.287, 0.545)","(1.339, 0.684)",0.148
"(6.128, 6.077)","(6.235, 5.966)",0.154
"(3.03, 2.589)","(3.162, 2.676)",0.158
"(3.424, 2.778)","(3.255, 2.728)",0.177
"(1.172, 0.743)","(1.339, 0.684)",0.177
"(5.626, 5.452)","(5.703, 5.627)",0.191
"(5.703, 5.627)","(5.626, 5.452)",0.191
"(1.403, 1.06)","(1.541, 1.195)",0.193
"(5.591, 5.194)","(5.784, 5.177)",0.194
"(5.784, 5.177)","(5.591, 5.194)",0.194
"(4.83, 4.976)","(4.96, 4.826)",0.199
"(4.96, 4.826)","(4.83, 4.976)",0.199
"(3.175, 3.308)","(3.155, 3.107)",0.202
"(5.828, 6.237)","(5.641, 6.154)",0.204
"(3.595, 3.564)","(3.68, 3.375)",0.207
"(5.443, 5.34)","(5.591, 5.194)",0.208
"(2.643, 2.187)","(2.451, 2.096)",0.212
"(2.295, 1.679)","(2.496, 1.603)",0.215
"(2.496, 1.603)","(2.295, 1.679)",0.215
"(2.376, 1.255)","(2.243, 1.435)",0.224
"(6.337, 6.17)","(6.235, 5.966)",0.228
"(6.106, 5.665)","(5.978, 5.879)",0.249
"(5.542, 5.868)","(5.806, 5.907)",0.267
"(4.233, 4.579)","(4.222, 4.31)",0.268
"(2.75, 1.94)","(2.643, 2.187)",0.269
"(1.794, 0.731)","(1.754, 1.015)",0.287
"(3.751, 3.901)","(3.866, 3.618)",0.306
"(3.8, 4.214)","(3.751, 3.901)",0.316
"(2.024, 1.936)","(2.328, 2.06)",0.329
"(4.405, 4.023)","(4.222, 4.31)",0.341
"(5.223, 5.052)","(4.96, 4.826)",0.346
