og_coord,goldstar_coord,dist
"(2547.0, 3887.0)","(2508.0, 3918.0)",49.82
"(2427.0, 793.0)","(2478.0, 774.0)",54.424
"(3434.0, 2586.0)","(3432.0, 2526.0)",60.033
"(2517.0, 3855.0)","(2508.0, 3918.0)",63.64
"(3396.0, 2582.0)","(3432.0, 2526.0)",66.573
"(3477.0, 2582.0)","(3432.0, 2526.0)",71.84
"(3359.0, 2520.0)","(3432.0, 2526.0)",73.246
"(3441.0, 2600.0)","(3432.0, 2526.0)",74.545
"(2988.0, 1266.0)","(3024.0, 1338.0)",80.498
"(3632.0, 2406.0)","(3684.0, 2472.0)",84.024
"(2592.0, 3930.0)","(2508.0, 3918.0)",84.853
"(2421.0, 3932.0)","(2508.0, 3918.0)",88.119
"(2934.0, 3353.0)","(2994.0, 3426.0)",94.493
"(3388.0, 2442.0)","(3432.0, 2526.0)",94.826
"(2915.0, 1758.0)","(3006.0, 1788.0)",95.818
"(3925.0, 1837.0)","(3900.0, 1932.0)",98.234
"(3334.0, 2555.0)","(3432.0, 2526.0)",102.201
"(3024.0, 1450.0)","(3024.0, 1338.0)",112.0
"(3323.0, 2499.0)","(3432.0, 2526.0)",112.294
"(2585.0, 3836.0)","(2508.0, 3918.0)",112.486
"(2363.0, 770.0)","(2478.0, 774.0)",115.07
"(2987.0, 2820.0)","(3030.0, 2928.0)",116.245
"(2920.0, 2973.0)","(3030.0, 2928.0)",118.849
"(2903.0, 1357.0)","(3024.0, 1338.0)",122.483
"(3575.0, 2528.0)","(3684.0, 2472.0)",122.544
"(2486.0, 4039.0)","(2508.0, 3918.0)",122.984
"(2919.0, 2870.0)","(3030.0, 2928.0)",125.24
"(3994.0, 2015.0)","(3900.0, 1932.0)",125.399
"(3577.0, 2405.0)","(3684.0, 2472.0)",126.246
"(2493.0, 3792.0)","(2508.0, 3918.0)",126.89
"(2635.0, 3927.0)","(2508.0, 3918.0)",127.318
"(2317.0, 3728.0)","(2304.0, 3600.0)",128.658
"(3150.0, 1368.0)","(3024.0, 1338.0)",129.522
"(3372.0, 2411.0)","(3432.0, 2526.0)",129.711
"(3551.0, 2582.0)","(3432.0, 2526.0)",131.518
"(3072.0, 3317.0)","(2994.0, 3426.0)",134.034
"(3160.0, 1316.0)","(3024.0, 1338.0)",137.768
"(2392.0, 2519.0)","(2254.0, 2534.0)",138.813
"(2640.0, 3961.0)","(2508.0, 3918.0)",138.827
"(3989.0, 1823.0)","(3900.0, 1932.0)",140.72
"(3757.0, 2350.0)","(3684.0, 2472.0)",142.172
"(3398.0, 1088.0)","(3540.0, 1098.0)",142.352
"(2165.0, 2646.0)","(2254.0, 2534.0)",143.056
"(2910.0, 3310.0)","(2994.0, 3426.0)",143.22
"(3652.0, 1188.0)","(3540.0, 1098.0)",143.68
"(3494.0, 2396.0)","(3432.0, 2526.0)",144.028
"(3755.0, 1933.0)","(3900.0, 1932.0)",145.003
"(1431.0, 3023.0)","(1554.0, 3102.0)",146.185
"(3831.0, 2475.0)","(3684.0, 2472.0)",147.031
"(3688.0, 1096.0)","(3540.0, 1098.0)",148.014
"(3142.0, 3413.0)","(2994.0, 3426.0)",148.57
"(2918.0, 3036.0)","(3030.0, 2928.0)",155.589
"(2464.0, 930.0)","(2478.0, 774.0)",156.627
"(3744.0, 1947.0)","(3900.0, 1932.0)",156.719
"(2913.0, 1227.0)","(3024.0, 1338.0)",156.978
"(3841.0, 2487.0)","(3684.0, 2472.0)",157.715
"(2847.0, 3366.0)","(2994.0, 3426.0)",158.773
"(2872.0, 1388.0)","(3024.0, 1338.0)",160.012
"(2835.0, 3474.0)","(2994.0, 3426.0)",166.087
"(3833.0, 2546.0)","(3684.0, 2472.0)",166.364
"(2856.0, 1713.0)","(3006.0, 1788.0)",167.705
"(3917.0, 2099.0)","(3900.0, 1932.0)",167.863
"(3121.0, 3537.0)","(2994.0, 3426.0)",168.671
"(3377.0, 2366.0)","(3432.0, 2526.0)",169.189
"(1543.0, 2932.0)","(1554.0, 3102.0)",170.356
"(2346.0, 883.0)","(2478.0, 774.0)",171.187
"(3540.0, 2379.0)","(3684.0, 2472.0)",171.421
"(3045.0, 1512.0)","(3024.0, 1338.0)",175.263
"(3924.0, 1758.0)","(3900.0, 1932.0)",175.647
"(1571.0, 2926.0)","(1554.0, 3102.0)",176.819
"(2852.0, 2947.0)","(3030.0, 2928.0)",179.011
"(3203.0, 1324.0)","(3024.0, 1338.0)",179.547
"(2969.0, 1964.0)","(3006.0, 1788.0)",179.847
"(3786.0, 1789.0)","(3900.0, 1932.0)",182.88
"(3052.0, 3252.0)","(2994.0, 3426.0)",183.412
"(2376.0, 927.0)","(2478.0, 774.0)",183.883
"(3755.0, 2047.0)","(3900.0, 1932.0)",185.068
"(3117.0, 3565.0)","(2994.0, 3426.0)",185.607
"(3714.0, 1952.0)","(3900.0, 1932.0)",187.072
"(3635.0, 1261.0)","(3540.0, 1098.0)",188.664
"(3517.0, 2695.0)","(3432.0, 2526.0)",189.172
"(2517.0, 3727.0)","(2508.0, 3918.0)",191.212
"(1367.0, 3152.0)","(1554.0, 3102.0)",193.569
"(3093.0, 3593.0)","(2994.0, 3426.0)",194.139
"(3688.0, 2276.0)","(3684.0, 2472.0)",196.041
"(3544.0, 2333.0)","(3684.0, 2472.0)",197.284
"(2283.0, 741.0)","(2478.0, 774.0)",197.773
"(2820.0, 3326.0)","(2994.0, 3426.0)",200.689
"(4024.0, 1774.0)","(3900.0, 1932.0)",200.848
"(4095.0, 1882.0)","(3900.0, 1932.0)",201.308
"(3870.0, 2392.0)","(3684.0, 2472.0)",202.475
"(2404.0, 963.0)","(2478.0, 774.0)",202.97
"(3357.0, 1186.0)","(3540.0, 1098.0)",203.059
"(3157.0, 1926.0)","(3006.0, 1788.0)",204.561
"(3690.0, 1239.0)","(3540.0, 1098.0)",205.866
"(3209.0, 1824.0)","(3006.0, 1788.0)",206.167
"(3191.0, 3489.0)","(2994.0, 3426.0)",206.828
"(3187.0, 3064.0)","(3030.0, 2928.0)",207.714
"(2858.0, 1640.0)","(3006.0, 1788.0)",209.304
"(3163.0, 1496.0)","(3024.0, 1338.0)",210.44
"(3250.0, 2632.0)","(3432.0, 2526.0)",210.618
"(3215.0, 1816.0)","(3006.0, 1788.0)",210.867
"(1432.0, 2928.0)","(1554.0, 3102.0)",212.509
"(3707.0, 1835.0)","(3900.0, 1932.0)",216.005
"(2098.0, 3535.0)","(2304.0, 3600.0)",216.012
"(3068.0, 1997.0)","(3006.0, 1788.0)",218.002
"(3063.0, 1553.0)","(3024.0, 1338.0)",218.509
"(3016.0, 1567.0)","(3006.0, 1788.0)",221.226
"(1736.0, 2976.0)","(1554.0, 3102.0)",221.359
"(2453.0, 3436.0)","(2304.0, 3600.0)",221.578
"(2917.0, 3120.0)","(3030.0, 2928.0)",222.785
"(2391.0, 982.0)","(2478.0, 774.0)",225.462
"(3946.0, 2154.0)","(3900.0, 1932.0)",226.716
"(3118.0, 2716.0)","(3030.0, 2928.0)",229.539
"(2780.0, 3341.0)","(2994.0, 3426.0)",230.263
"(2103.0, 2709.0)","(2254.0, 2534.0)",231.141
"(2817.0, 3018.0)","(3030.0, 2928.0)",231.234
"(3770.0, 1066.0)","(3540.0, 1098.0)",232.215
"(3232.0, 1734.0)","(3006.0, 1788.0)",232.362
"(2072.0, 3581.0)","(2304.0, 3600.0)",232.777
"(2242.0, 3374.0)","(2304.0, 3600.0)",234.35
"(3728.0, 1241.0)","(3540.0, 1098.0)",236.205
"(2098.0, 2713.0)","(2254.0, 2534.0)",237.438
"(3700.0, 1804.0)","(3900.0, 1932.0)",237.453
"(4038.0, 1738.0)","(3900.0, 1932.0)",238.076
"(2937.0, 1560.0)","(3006.0, 1788.0)",238.212
"(4120.0, 2025.0)","(3900.0, 1932.0)",238.849
"(2598.0, 4142.0)","(2508.0, 3918.0)",241.404
"(3666.0, 1306.0)","(3540.0, 1098.0)",243.187
"(3485.0, 1337.0)","(3540.0, 1098.0)",245.247
"(2073.0, 3515.0)","(2304.0, 3600.0)",246.142
"(2810.0, 3262.0)","(2994.0, 3426.0)",246.479
"(3770.0, 1200.0)","(3540.0, 1098.0)",251.603
"(2747.0, 3838.0)","(2508.0, 3918.0)",252.034
"(2739.0, 3433.0)","(2994.0, 3426.0)",255.096
"(2258.0, 3349.0)","(2304.0, 3600.0)",255.18
"(3165.0, 2708.0)","(3030.0, 2928.0)",258.118
"(3778.0, 1198.0)","(3540.0, 1098.0)",258.155
"(1301.0, 3155.0)","(1554.0, 3102.0)",258.492
"(3659.0, 1836.0)","(3900.0, 1932.0)",259.417
"(3129.0, 3649.0)","(2994.0, 3426.0)",260.68
"(3223.0, 1166.0)","(3024.0, 1338.0)",263.03
"(3189.0, 3143.0)","(3030.0, 2928.0)",267.406
"(3536.0, 2249.0)","(3684.0, 2472.0)",267.643
"(3945.0, 2412.0)","(3684.0, 2472.0)",267.808
"(3948.0, 2519.0)","(3684.0, 2472.0)",268.151
"(3712.0, 2205.0)","(3684.0, 2472.0)",268.464
"(2287.0, 3330.0)","(2304.0, 3600.0)",270.535
"(2203.0, 3349.0)","(2304.0, 3600.0)",270.559
"(3192.0, 2709.0)","(3030.0, 2928.0)",272.406
"(3269.0, 1217.0)","(3024.0, 1338.0)",273.251
"(2748.0, 3787.0)","(2508.0, 3918.0)",273.425
"(2626.0, 1004.0)","(2478.0, 774.0)",273.503
"(3162.0, 3210.0)","(2994.0, 3426.0)",273.642
"(2826.0, 3210.0)","(2994.0, 3426.0)",273.642
"(2071.0, 3745.0)","(2304.0, 3600.0)",274.434
"(3580.0, 2218.0)","(3684.0, 2472.0)",274.467
"(3283.0, 2820.0)","(3030.0, 2928.0)",275.087
"(2773.0, 3262.0)","(2994.0, 3426.0)",275.204
"(2095.0, 3420.0)","(2304.0, 3600.0)",275.828
"(2745.0, 1879.0)","(3006.0, 1788.0)",276.409
"(3265.0, 1476.0)","(3024.0, 1338.0)",277.714
"(3110.0, 2048.0)","(3006.0, 1788.0)",280.029
"(3264.0, 1901.0)","(3006.0, 1788.0)",281.661
"(2739.0, 1321.0)","(3024.0, 1338.0)",285.507
"(2743.0, 1389.0)","(3024.0, 1338.0)",285.591
"(1764.0, 2907.0)","(1554.0, 3102.0)",286.575
"(3177.0, 3174.0)","(3030.0, 2928.0)",286.575
"(3202.0, 3624.0)","(2994.0, 3426.0)",287.172
"(2837.0, 3671.0)","(2994.0, 3426.0)",290.988
"(1263.0, 3107.0)","(1554.0, 3102.0)",291.043
"(3834.0, 2220.0)","(3684.0, 2472.0)",293.264
"(3942.0, 2330.0)","(3684.0, 2472.0)",294.496
"(3727.0, 2172.0)","(3900.0, 1932.0)",295.853
"(3277.0, 1907.0)","(3006.0, 1788.0)",295.976
"(3291.0, 1707.0)","(3006.0, 1788.0)",296.287
"(2763.0, 3764.0)","(2508.0, 3918.0)",297.894
"(2006.0, 3592.0)","(2304.0, 3600.0)",298.107
"(4183.0, 1838.0)","(3900.0, 1932.0)",298.203
"(2421.0, 3325.0)","(2304.0, 3600.0)",298.854
"(2181.0, 707.0)","(2478.0, 774.0)",304.463
"(3657.0, 1747.0)","(3900.0, 1932.0)",305.408
