og_coord,goldstar_coord,dist
"(0.623, 1.436)","(0.549, 1.44)",0.074
"(0.866, 0.514)","(0.785, 0.526)",0.082
"(2.363, 2.467)","(2.308, 2.403)",0.085
"(0.596, 1.515)","(0.549, 1.44)",0.089
"(1.145, 1.046)","(1.107, 0.949)",0.104
"(1.715, 2.493)","(1.672, 2.398)",0.104
"(1.195, 0.892)","(1.107, 0.949)",0.105
"(2.231, 2.323)","(2.308, 2.403)",0.111
"(0.691, 0.46)","(0.785, 0.526)",0.115
"(1.274, 2.174)","(1.237, 2.063)",0.117
"(0.376, 2.659)","(0.443, 2.756)",0.118
"(2.913, 4.247)","(2.871, 4.359)",0.119
"(2.191, 2.363)","(2.308, 2.403)",0.123
"(2.948, 4.262)","(2.871, 4.359)",0.124
"(1.252, 1.935)","(1.237, 2.063)",0.129
"(1.63, 2.276)","(1.672, 2.398)",0.129
"(1.714, 2.521)","(1.672, 2.398)",0.13
"(1.211, 2.754)","(1.096, 2.817)",0.132
"(1.319, 1.947)","(1.237, 2.063)",0.142
"(1.166, 0.818)","(1.107, 0.949)",0.144
"(1.103, 2.128)","(1.237, 2.063)",0.149
"(1.342, 2.17)","(1.237, 2.063)",0.15
"(2.753, 4.265)","(2.871, 4.359)",0.151
"(1.138, 1.098)","(1.107, 0.949)",0.152
"(1.11, 1.105)","(1.107, 0.949)",0.155
"(0.624, 0.541)","(0.785, 0.526)",0.162
"(2.724, 4.288)","(2.871, 4.359)",0.162
"(2.559, 2.441)","(2.49, 2.292)",0.164
"(1.244, 2.748)","(1.096, 2.817)",0.164
"(1.557, 2.52)","(1.672, 2.398)",0.167
"(1.225, 0.83)","(1.107, 0.949)",0.168
"(0.793, 0.7)","(0.785, 0.526)",0.173
"(1.409, 2.037)","(1.237, 2.063)",0.174
"(1.414, 2.067)","(1.237, 2.063)",0.177
"(0.657, 1.585)","(0.549, 1.44)",0.181
"(2.137, 2.343)","(2.308, 2.403)",0.181
"(1.273, 1.884)","(1.237, 2.063)",0.182
"(1.416, 2.105)","(1.237, 2.063)",0.184
"(1.812, 2.27)","(1.672, 2.398)",0.19
"(1.241, 2.692)","(1.096, 2.817)",0.191
"(3.04, 4.267)","(2.871, 4.359)",0.193
"(1.288, 1.021)","(1.107, 0.949)",0.195
"(1.022, 0.768)","(1.107, 0.949)",0.2
"(1.703, 2.596)","(1.672, 2.398)",0.2
"(1.252, 2.686)","(1.096, 2.817)",0.204
"(2.42, 2.575)","(2.308, 2.403)",0.205
"(2.295, 2.607)","(2.308, 2.403)",0.205
"(1.865, 2.479)","(1.672, 2.398)",0.21
"(0.397, 2.551)","(0.443, 2.756)",0.21
"(1.758, 2.207)","(1.672, 2.398)",0.21
"(1.333, 2.251)","(1.237, 2.063)",0.211
"(1.213, 2.641)","(1.096, 2.817)",0.211
"(0.944, 1.087)","(1.107, 0.949)",0.213
"(1.287, 0.83)","(1.107, 0.949)",0.216
"(2.696, 4.225)","(2.871, 4.359)",0.22
"(2.121, 2.521)","(2.308, 2.403)",0.221
"(0.597, 0.648)","(0.785, 0.526)",0.224
"(1.336, 2.264)","(1.237, 2.063)",0.224
"(1.695, 2.174)","(1.672, 2.398)",0.225
"(0.751, 1.339)","(0.549, 1.44)",0.226
"(1.281, 1.84)","(1.237, 2.063)",0.227
"(1.448, 2.355)","(1.672, 2.398)",0.228
"(3.045, 4.211)","(2.871, 4.359)",0.228
"(0.966, 0.763)","(1.107, 0.949)",0.234
"(2.115, 2.262)","(2.308, 2.403)",0.239
"(1.706, 2.636)","(1.672, 2.398)",0.24
"(1.693, 2.159)","(1.672, 2.398)",0.241
"(1.827, 2.583)","(1.672, 2.398)",0.241
"(0.458, 2.515)","(0.443, 2.756)",0.241
"(0.864, 0.974)","(1.107, 0.949)",0.244
"(0.596, 0.682)","(0.785, 0.526)",0.245
"(1.424, 2.222)","(1.237, 2.063)",0.245
"(1.78, 2.173)","(1.672, 2.398)",0.25
"(0.72, 1.622)","(0.549, 1.44)",0.25
"(2.321, 2.652)","(2.308, 2.403)",0.25
"(1.35, 1.017)","(1.107, 0.949)",0.252
"(1.289, 1.816)","(1.237, 2.063)",0.253
"(0.992, 0.673)","(0.785, 0.526)",0.253
"(2.1, 2.55)","(2.308, 2.403)",0.255
"(0.899, 0.799)","(1.107, 0.949)",0.257
"(1.289, 1.134)","(1.107, 0.949)",0.259
"(0.625, 0.733)","(0.785, 0.526)",0.261
"(1.444, 2.528)","(1.672, 2.398)",0.261
"(0.889, 0.804)","(1.107, 0.949)",0.262
"(1.063, 2.26)","(1.237, 2.063)",0.263
"(1.658, 2.135)","(1.672, 2.398)",0.264
"(0.582, 2.531)","(0.443, 2.756)",0.264
"(2.259, 2.143)","(2.308, 2.403)",0.265
"(0.484, 2.493)","(0.443, 2.756)",0.266
"(1.596, 2.135)","(1.672, 2.398)",0.274
"(1.099, 2.542)","(1.096, 2.817)",0.274
"(1.334, 1.801)","(1.237, 2.063)",0.279
"(0.857, 0.822)","(1.107, 0.949)",0.28
"(1.907, 2.243)","(1.672, 2.398)",0.282
"(1.953, 2.354)","(1.672, 2.398)",0.285
"(0.434, 1.179)","(0.549, 1.44)",0.285
"(1.333, 2.656)","(1.096, 2.817)",0.287
"(0.808, 1.312)","(0.549, 1.44)",0.289
"(1.168, 2.344)","(1.237, 2.063)",0.29
"(1.75, 2.677)","(1.672, 2.398)",0.29
"(1.039, 0.667)","(1.107, 0.949)",0.29
"(2.143, 2.163)","(2.308, 2.403)",0.291
"(1.234, 1.214)","(1.107, 0.949)",0.293
"(1.096, 2.523)","(1.096, 2.817)",0.294
"(1.4, 0.927)","(1.107, 0.949)",0.294
"(1.93, 2.256)","(1.672, 2.398)",0.295
"(0.818, 0.89)","(1.107, 0.949)",0.295
"(1.274, 1.769)","(1.237, 2.063)",0.296
"(0.375, 2.468)","(0.443, 2.756)",0.296
"(2.89, 4.057)","(2.871, 4.359)",0.302
"(1.436, 1.834)","(1.237, 2.063)",0.304
"(1.714, 2.702)","(1.672, 2.398)",0.307
"(1.399, 2.756)","(1.096, 2.817)",0.31
"(1.479, 2.643)","(1.672, 2.398)",0.312
"(0.422, 2.443)","(0.443, 2.756)",0.313
"(1.984, 2.375)","(1.672, 2.398)",0.314
"(0.386, 2.447)","(0.443, 2.756)",0.315
"(2.639, 4.144)","(2.871, 4.359)",0.316
"(0.789, 1.231)","(0.549, 1.44)",0.318
"(2.009, 2.511)","(2.308, 2.403)",0.318
"(0.828, 1.102)","(1.107, 0.949)",0.318
"(2.265, 2.066)","(2.49, 2.292)",0.319
"(1.407, 2.748)","(1.096, 2.817)",0.319
"(0.807, 1.057)","(1.107, 0.949)",0.319
"(1.088, 2.352)","(1.237, 2.063)",0.326
"(2.31, 2.733)","(2.308, 2.403)",0.331
"(1.241, 1.73)","(1.237, 2.063)",0.333
"(1.362, 2.523)","(1.672, 2.398)",0.334
"(1.963, 2.233)","(1.672, 2.398)",0.335
"(1.048, 2.485)","(1.096, 2.817)",0.335
"(1.43, 2.771)","(1.096, 2.817)",0.337
"(2.056, 2.628)","(2.308, 2.403)",0.338
"(1.541, 1.911)","(1.237, 2.063)",0.34
"(0.55, 1.099)","(0.549, 1.44)",0.341
"(1.497, 2.693)","(1.672, 2.398)",0.342
"(1.071, 2.475)","(1.096, 2.817)",0.343
"(1.09, 2.472)","(1.096, 2.817)",0.344
"(2.204, 2.071)","(2.308, 2.403)",0.348
"(1.301, 2.535)","(1.096, 2.817)",0.349
"(0.764, 1.015)","(1.107, 0.949)",0.349
"(1.589, 2.057)","(1.672, 2.398)",0.351
"(0.76, 0.888)","(1.107, 0.949)",0.352
"(1.352, 1.202)","(1.107, 0.949)",0.352
"(1.442, 2.741)","(1.096, 2.817)",0.355
"(1.445, 1.773)","(1.237, 2.063)",0.357
"(1.27, 2.504)","(1.096, 2.817)",0.358
"(1.465, 1.785)","(1.237, 2.063)",0.359
"(0.429, 1.101)","(0.549, 1.44)",0.359
"(0.747, 0.955)","(1.107, 0.949)",0.36
"(1.354, 1.218)","(1.107, 0.949)",0.365
"(2.954, 3.998)","(2.871, 4.359)",0.371
"(2.187, 2.757)","(2.308, 2.403)",0.375
"(0.991, 2.348)","(1.237, 2.063)",0.376
"(1.469, 1.053)","(1.107, 0.949)",0.377
"(0.732, 0.999)","(1.107, 0.949)",0.378
"(1.258, 1.677)","(1.237, 2.063)",0.386
"(1.406, 1.715)","(1.237, 2.063)",0.386
"(1.502, 1.781)","(1.237, 2.063)",0.387
"(3.073, 4.025)","(2.871, 4.359)",0.391
"(2.273, 1.966)","(2.49, 2.292)",0.392
"(1.947, 2.679)","(1.672, 2.398)",0.394
"(1.501, 0.91)","(1.107, 0.949)",0.396
"(2.125, 2.755)","(2.308, 2.403)",0.397
"(1.618, 1.939)","(1.237, 2.063)",0.4
"(0.732, 2.474)","(0.443, 2.756)",0.404
"(0.703, 0.971)","(1.107, 0.949)",0.404
"(2.071, 2.073)","(2.308, 2.403)",0.406
"(2.173, 2.019)","(2.308, 2.403)",0.407
"(0.691, 0.926)","(0.785, 0.526)",0.41
"(1.396, 1.682)","(1.237, 2.063)",0.413
"(1.973, 2.682)","(1.672, 2.398)",0.414
"(1.44, 1.699)","(1.237, 2.063)",0.417
"(2.526, 2.759)","(2.308, 2.403)",0.418
"(2.181, 2.802)","(2.308, 2.403)",0.419
"(2.055, 2.74)","(2.308, 2.403)",0.422
"(0.906, 2.44)","(1.096, 2.817)",0.422
"(1.422, 1.681)","(1.237, 2.063)",0.425
"(3.195, 4.076)","(2.871, 4.359)",0.43
"(1.517, 1.088)","(1.107, 0.949)",0.433
"(1.99, 2.103)","(1.672, 2.398)",0.434
"(2.292, 2.838)","(2.308, 2.403)",0.436
"(0.841, 2.461)","(1.096, 2.817)",0.437
"(0.552, 1.001)","(0.549, 1.44)",0.439
"(2.443, 2.822)","(2.308, 2.403)",0.441
"(1.526, 1.721)","(1.237, 2.063)",0.448
"(0.804, 2.475)","(1.096, 2.817)",0.449
"(0.987, 1.561)","(0.549, 1.44)",0.454
"(2.53, 2.8)","(2.308, 2.403)",0.455
"(3.056, 3.942)","(2.871, 4.359)",0.457
"(0.373, 1.016)","(0.549, 1.44)",0.459
"(2.081, 2.001)","(2.308, 2.403)",0.461
"(1.571, 1.744)","(1.237, 2.063)",0.462
"(0.582, 0.979)","(0.549, 1.44)",0.462
"(1.961, 2.035)","(1.672, 2.398)",0.464
"(1.915, 2.002)","(1.672, 2.398)",0.465
"(1.145, 1.416)","(1.107, 0.949)",0.468
"(3.184, 4.009)","(2.871, 4.359)",0.47
"(0.546, 0.97)","(0.549, 1.44)",0.47
"(1.386, 1.614)","(1.237, 2.063)",0.473
"(1.192, 1.416)","(1.107, 0.949)",0.475
"(2.355, 1.83)","(2.49, 2.292)",0.482
"(1.222, 1.579)","(1.237, 2.063)",0.484
"(1.606, 1.749)","(1.237, 2.063)",0.484
"(3.307, 4.144)","(2.871, 4.359)",0.486
"(3.323, 4.166)","(2.871, 4.359)",0.491
