og_coord,closest_coord,dist
"(2148.0, 761.0)","(2148.0, 760.0)",1.0
"(3278.0, 396.0)","(3279.0, 396.0)",1.0
"(2032.0, 699.0)","(2031.0, 699.0)",1.0
"(9978.0, 6445.0)","(9978.0, 6446.0)",1.0
"(9942.0, 6410.0)","(9941.0, 6410.0)",1.0
"(5755.0, 3383.0)","(5755.0, 3384.0)",1.0
"(5755.0, 3384.0)","(5755.0, 3383.0)",1.0
"(2292.0, 838.0)","(2293.0, 838.0)",1.0
"(938.0, 1054.0)","(937.0, 1054.0)",1.0
"(9332.0, 3026.0)","(9332.0, 3027.0)",1.0
"(9941.0, 6410.0)","(9942.0, 6410.0)",1.0
"(9978.0, 6446.0)","(9978.0, 6445.0)",1.0
"(626.0, 1102.0)","(626.0, 1103.0)",1.0
"(6344.0, 3500.0)","(6345.0, 3500.0)",1.0
"(9332.0, 3027.0)","(9332.0, 3026.0)",1.0
"(1032.0, 1029.0)","(1032.0, 1030.0)",1.0
"(6345.0, 3500.0)","(6344.0, 3500.0)",1.0
"(6832.0, 3571.0)","(6833.0, 3571.0)",1.0
"(937.0, 1054.0)","(938.0, 1054.0)",1.0
"(3279.0, 396.0)","(3278.0, 396.0)",1.0
"(1032.0, 1030.0)","(1032.0, 1029.0)",1.0
"(626.0, 1103.0)","(626.0, 1102.0)",1.0
"(6833.0, 3571.0)","(6832.0, 3571.0)",1.0
"(2148.0, 760.0)","(2148.0, 761.0)",1.0
"(2293.0, 838.0)","(2292.0, 838.0)",1.0
"(2031.0, 699.0)","(2032.0, 699.0)",1.0
"(8119.0, 2190.0)","(8120.0, 2189.0)",1.414
"(9315.0, 3750.0)","(9316.0, 3749.0)",1.414
"(904.0, 1062.0)","(905.0, 1061.0)",1.414
"(951.0, 1045.0)","(952.0, 1044.0)",1.414
"(6681.0, 4126.0)","(6682.0, 4127.0)",1.414
"(6289.0, 3972.0)","(6290.0, 3973.0)",1.414
"(6682.0, 4127.0)","(6681.0, 4126.0)",1.414
"(6290.0, 3973.0)","(6289.0, 3972.0)",1.414
"(8120.0, 2189.0)","(8119.0, 2190.0)",1.414
"(1006.0, 1036.0)","(1007.0, 1037.0)",1.414
"(2183.0, 772.0)","(2182.0, 771.0)",1.414
"(1425.0, 686.0)","(1426.0, 685.0)",1.414
"(1003.0, 1039.0)","(1004.0, 1040.0)",1.414
"(1033.0, 1031.0)","(1032.0, 1030.0)",1.414
"(2182.0, 771.0)","(2183.0, 772.0)",1.414
"(1078.0, 1017.0)","(1079.0, 1018.0)",1.414
"(1007.0, 1037.0)","(1006.0, 1036.0)",1.414
"(905.0, 1061.0)","(904.0, 1062.0)",1.414
"(1426.0, 685.0)","(1425.0, 686.0)",1.414
"(1004.0, 1040.0)","(1003.0, 1039.0)",1.414
"(1042.0, 1029.0)","(1041.0, 1028.0)",1.414
"(952.0, 1044.0)","(951.0, 1045.0)",1.414
"(1079.0, 1018.0)","(1078.0, 1017.0)",1.414
"(1041.0, 1028.0)","(1042.0, 1029.0)",1.414
"(9316.0, 3749.0)","(9315.0, 3750.0)",1.414
"(6681.0, 3587.0)","(6679.0, 3587.0)",2.0
"(2053.0, 710.0)","(2053.0, 712.0)",2.0
"(9288.0, 3516.0)","(9288.0, 3514.0)",2.0
"(1008.0, 1039.0)","(1010.0, 1039.0)",2.0
"(3256.0, 394.0)","(3258.0, 394.0)",2.0
"(1010.0, 1039.0)","(1008.0, 1039.0)",2.0
"(1898.0, 608.0)","(1898.0, 610.0)",2.0
"(907.0, 1061.0)","(905.0, 1061.0)",2.0
"(2053.0, 712.0)","(2053.0, 710.0)",2.0
"(1917.0, 623.0)","(1919.0, 623.0)",2.0
"(9288.0, 3514.0)","(9288.0, 3516.0)",2.0
"(1919.0, 623.0)","(1917.0, 623.0)",2.0
"(2051.0, 710.0)","(2053.0, 710.0)",2.0
"(1898.0, 610.0)","(1898.0, 608.0)",2.0
"(3258.0, 394.0)","(3256.0, 394.0)",2.0
"(1030.0, 1030.0)","(1032.0, 1030.0)",2.0
"(6679.0, 3587.0)","(6681.0, 3587.0)",2.0
