og_coord,closest_coord,dist
"(6274, 6554)","(5.594, 5.836)",0.028
"(6300, 6572)","(5.571, 5.82)",0.028
"(5246, 5099)","(4.629, 4.543)",0.033
"(5213, 5116)","(4.658, 4.528)",0.033
"(4009, 5312)","(3.566, 4.672)",0.046
"(4016, 5261)","(3.56, 4.717)",0.046
"(6583, 6413)","(5.878, 5.661)",0.046
"(6619, 6375)","(5.846, 5.695)",0.046
"(1350, 852)","(1.245, 0.725)",0.056
"(1402, 817)","(1.199, 0.757)",0.056
"(4052, 5369)","(3.56, 4.717)",0.063
"(4249, 3808)","(3.805, 3.323)",0.067
"(4285, 3742)","(3.773, 3.382)",0.067
"(1808, 1412)","(1.542, 1.206)",0.079
"(1737, 1358)","(1.606, 1.254)",0.079
"(4088, 5204)","(3.566, 4.672)",0.082
"(1850, 1496)","(1.606, 1.254)",0.083
"(6222, 6642)","(5.571, 5.82)",0.091
"(6385, 6632)","(5.594, 5.836)",0.092
"(3332, 2044)","(2.967, 1.908)",0.094
"(3341, 2149)","(2.959, 1.815)",0.094
"(6775, 5949)","(5.958, 5.205)",0.098
"(6709, 5861)","(6.016, 5.283)",0.098
"(6163, 6534)","(5.571, 5.82)",0.1
"(7166, 7007)","(6.328, 6.117)",0.111
"(7126, 6889)","(6.363, 6.222)",0.111
"(3252, 2902)","(3.009, 2.586)",0.121
"(3388, 2912)","(2.888, 2.577)",0.121
"(4322, 3924)","(3.773, 3.382)",0.122
"(1995, 1133)","(1.643, 0.967)",0.135
"(1850, 1089)","(1.772, 1.006)",0.135
"(6249, 6253)","(5.592, 5.682)",0.136
"(6297, 6399)","(5.549, 5.553)",0.136
"(7756, 6843)","(6.762, 6.02)",0.138
"(7615, 6779)","(6.887, 6.077)",0.138
"(4395, 5062)","(3.777, 4.557)",0.141
"(4253, 5132)","(3.903, 4.495)",0.141
"(3216, 2747)","(2.888, 2.577)",0.141
"(2388, 2447)","(2.113, 2.027)",0.146
"(2380, 2283)","(2.121, 2.173)",0.146
"(2528, 1506)","(2.189, 1.476)",0.149
"(2465, 1662)","(2.245, 1.337)",0.149
"(1980, 1301)","(1.772, 1.006)",0.15
"(5383, 5511)","(4.803, 4.743)",0.153
"(5409, 5341)","(4.78, 4.894)",0.153
"(6708, 6599)","(5.876, 5.992)",0.155
"(6617, 6748)","(5.957, 5.86)",0.155
"(7040, 6221)","(6.244, 5.685)",0.161
"(7031, 6402)","(6.252, 5.524)",0.161
"(3856, 4525)","(3.429, 3.857)",0.162
"(3862, 4343)","(3.424, 4.018)",0.162
"(5207, 5563)","(4.78, 4.894)",0.163
"(6449, 6230)","(5.549, 5.553)",0.179
"(2318, 1811)","(2.189, 1.476)",0.186
"(3566, 3743)","(3.236, 3.151)",0.186
"(3644, 3548)","(3.167, 3.324)",0.186
"(3308, 3649)","(2.776, 3.344)",0.192
"(3126, 3766)","(2.938, 3.24)",0.192
"(3118, 2203)","(2.967, 1.908)",0.204
"(7244, 6667)","(6.6, 5.786)",0.214
"(7432, 6516)","(6.433, 5.92)",0.214
"(5681, 5662)","(5.053, 4.809)",0.219
"(5690, 5416)","(5.045, 5.028)",0.219
"(2494, 1249)","(2.245, 1.337)",0.23
"(3659, 4154)","(3.429, 3.857)",0.246
"(1416, 1128)","(1.199, 0.757)",0.252
"(2239, 1487)","(2.189, 1.476)",0.254
"(4047, 3556)","(3.805, 3.323)",0.268
"(2758, 1782)","(2.189, 1.476)",0.281
"(2894, 2677)","(2.856, 2.439)",0.293
"(6231, 5923)","(5.549, 5.553)",0.293
"(4048, 4867)","(3.777, 4.557)",0.298
"(5647, 5082)","(5.053, 4.809)",0.299
"(2961, 3107)","(2.888, 2.577)",0.316
"(7383, 7296)","(6.363, 6.222)",0.321
"(6054, 5580)","(5.045, 5.028)",0.339
"(4791, 5313)","(4.301, 4.358)",0.363
"(4843, 4908)","(4.254, 4.718)",0.363
"(7999, 7220)","(6.887, 6.077)",0.398
"(7679, 7666)","(6.556, 6.479)",0.421
"(4454, 4581)","(3.903, 4.495)",0.43
