og_coord,closest_coord,dist
"(4760.0, 5432.0)","(4755.0, 5408.0)",24.515
"(4755.0, 5408.0)","(4760.0, 5432.0)",24.515
"(7246.0, 6481.0)","(7221.0, 6464.0)",30.232
"(7221.0, 6464.0)","(7246.0, 6481.0)",30.232
"(7215.0, 7485.0)","(7196.0, 7455.0)",35.511
"(7196.0, 7455.0)","(7215.0, 7485.0)",35.511
"(6382.0, 5979.0)","(6340.0, 5987.0)",42.755
"(6340.0, 5987.0)","(6382.0, 5979.0)",42.755
"(7541.0, 7484.0)","(7615.0, 7474.0)",74.673
"(7615.0, 7474.0)","(7541.0, 7484.0)",74.673
"(5239.0, 5641.0)","(5190.0, 5574.0)",83.006
"(5190.0, 5574.0)","(5239.0, 5641.0)",83.006
"(6096.0, 6304.0)","(6064.0, 6390.0)",91.761
"(6064.0, 6390.0)","(6096.0, 6304.0)",91.761
"(3469.0, 3457.0)","(3547.0, 3508.0)",93.193
"(3547.0, 3508.0)","(3469.0, 3457.0)",93.193
"(4263.0, 4736.0)","(4168.0, 4715.0)",97.293
"(4168.0, 4715.0)","(4263.0, 4736.0)",97.293
"(4084.0, 4250.0)","(3983.0, 4270.0)",102.961
"(3983.0, 4270.0)","(4084.0, 4250.0)",102.961
"(6067.0, 5614.0)","(5983.0, 5553.0)",103.812
"(5983.0, 5553.0)","(6067.0, 5614.0)",103.812
"(4115.0, 4817.0)","(4168.0, 4715.0)",114.948
"(4307.0, 4629.0)","(4263.0, 4736.0)",115.694
"(7069.0, 6847.0)","(6986.0, 6929.0)",116.675
"(6986.0, 6929.0)","(7069.0, 6847.0)",116.675
"(4821.0, 5306.0)","(4755.0, 5408.0)",121.491
"(6251.0, 6202.0)","(6147.0, 6130.0)",126.491
"(6147.0, 6130.0)","(6251.0, 6202.0)",126.491
"(7005.0, 6297.0)","(7024.0, 6431.0)",135.34
"(7024.0, 6431.0)","(7005.0, 6297.0)",135.34
"(6714.0, 6465.0)","(6611.0, 6370.0)",140.121
"(6611.0, 6370.0)","(6714.0, 6465.0)",140.121
"(6506.0, 6814.0)","(6366.0, 6803.0)",140.431
"(6366.0, 6803.0)","(6506.0, 6814.0)",140.431
"(6209.0, 6701.0)","(6118.0, 6594.0)",140.464
"(6118.0, 6594.0)","(6209.0, 6701.0)",140.464
"(2203.0, 1235.0)","(2152.0, 1370.0)",144.312
"(2152.0, 1370.0)","(2203.0, 1235.0)",144.312
"(6047.0, 6023.0)","(6147.0, 6130.0)",146.455
"(1640.0, 780.0)","(1674.0, 927.0)",150.881
"(1674.0, 927.0)","(1640.0, 780.0)",150.881
"(2496.0, 2250.0)","(2550.0, 2397.0)",156.605
"(2550.0, 2397.0)","(2496.0, 2250.0)",156.605
"(1582.0, 1058.0)","(1674.0, 927.0)",160.078
"(6341.0, 6340.0)","(6251.0, 6202.0)",164.754
"(6431.0, 6173.0)","(6251.0, 6202.0)",182.321
"(2376.0, 2468.0)","(2550.0, 2397.0)",187.928
"(6638.0, 6641.0)","(6714.0, 6465.0)",191.708
"(4816.0, 4453.0)","(4624.0, 4449.0)",192.042
"(4624.0, 4449.0)","(4816.0, 4453.0)",192.042
"(2914.0, 2735.0)","(3035.0, 2578.0)",198.217
"(3035.0, 2578.0)","(2914.0, 2735.0)",198.217
"(3234.0, 2564.0)","(3035.0, 2578.0)",199.492
"(3252.0, 2769.0)","(3234.0, 2564.0)",205.789
"(5870.0, 6134.0)","(6047.0, 6023.0)",208.926
"(5639.0, 5660.0)","(5472.0, 5798.0)",216.64
"(5472.0, 5798.0)","(5639.0, 5660.0)",216.64
"(1659.0, 1269.0)","(1582.0, 1058.0)",224.611
"(4466.0, 4852.0)","(4397.0, 5069.0)",227.706
"(4397.0, 5069.0)","(4466.0, 4852.0)",227.706
"(2390.0, 1367.0)","(2203.0, 1235.0)",228.895
"(3243.0, 3519.0)","(3469.0, 3457.0)",234.35
"(5179.0, 5335.0)","(5190.0, 5574.0)",239.253
"(7464.0, 6583.0)","(7246.0, 6481.0)",240.682
"(1891.0, 1187.0)","(1659.0, 1269.0)",246.065
"(7724.0, 7249.0)","(7615.0, 7474.0)",250.012
"(7469.0, 7232.0)","(7724.0, 7249.0)",255.566
"(3434.0, 3944.0)","(3168.0, 3988.0)",269.615
"(3168.0, 3988.0)","(3434.0, 3944.0)",269.615
"(6855.0, 6070.0)","(7005.0, 6297.0)",272.083
"(5635.0, 5342.0)","(5639.0, 5660.0)",318.025
"(3839.0, 3920.0)","(4120.0, 3764.0)",321.399
"(4120.0, 3764.0)","(3839.0, 3920.0)",321.399
"(7809.0, 6935.0)","(7724.0, 7249.0)",325.301
"(5312.0, 5038.0)","(5179.0, 5335.0)",325.42
"(2637.0, 2913.0)","(2914.0, 2735.0)",329.261
"(2815.0, 2156.0)","(2496.0, 2250.0)",332.561
"(1994.0, 781.0)","(1674.0, 927.0)",351.733
"(2592.0, 1801.0)","(2815.0, 2156.0)",419.23
"(2148.0, 1962.0)","(2496.0, 2250.0)",451.717
