og_coord,closest_coord,dist
"(4.181, 4.293)","(4.174, 4.287)",0.009
"(4.174, 4.287)","(4.181, 4.293)",0.009
"(5.443, 5.468)","(5.427, 5.461)",0.018
"(5.427, 5.461)","(5.443, 5.468)",0.018
"(2.395, 2.606)","(2.411, 2.592)",0.021
"(2.411, 2.592)","(2.395, 2.606)",0.021
"(5.495, 5.11)","(5.459, 5.134)",0.044
"(5.459, 5.134)","(5.495, 5.11)",0.044
"(5.403, 5.702)","(5.395, 5.745)",0.044
"(5.395, 5.745)","(5.403, 5.702)",0.044
"(5.95, 5.318)","(5.903, 5.356)",0.06
"(5.903, 5.356)","(5.95, 5.318)",0.06
"(3.948, 3.931)","(3.888, 3.923)",0.061
"(6.807, 6.448)","(6.851, 6.405)",0.061
"(6.851, 6.405)","(6.807, 6.448)",0.061
"(3.888, 3.923)","(3.948, 3.931)",0.061
"(4.443, 4.776)","(4.501, 4.724)",0.078
"(4.501, 4.724)","(4.443, 4.776)",0.078
"(1.385, 0.914)","(1.301, 0.911)",0.084
"(1.301, 0.911)","(1.385, 0.914)",0.084
"(5.336, 5.814)","(5.395, 5.745)",0.09
"(3.646, 4.192)","(3.568, 4.145)",0.091
"(3.568, 4.145)","(3.646, 4.192)",0.091
"(2.015, 1.769)","(1.96, 1.686)",0.099
"(1.96, 1.686)","(2.015, 1.769)",0.099
"(3.562, 3.616)","(3.536, 3.715)",0.103
"(3.536, 3.715)","(3.562, 3.616)",0.103
"(6.717, 6.394)","(6.807, 6.448)",0.106
"(5.499, 5.759)","(5.395, 5.745)",0.106
"(3.165, 3.124)","(3.077, 3.184)",0.107
"(3.077, 3.184)","(3.165, 3.124)",0.107
"(1.525, 0.529)","(1.636, 0.535)",0.111
"(1.636, 0.535)","(1.525, 0.529)",0.111
"(5.888, 5.47)","(5.903, 5.356)",0.115
"(4.006, 3.831)","(3.948, 3.931)",0.116
"(6.026, 5.515)","(5.98, 5.625)",0.119
"(5.98, 5.625)","(6.026, 5.515)",0.119
"(6.634, 6.484)","(6.717, 6.394)",0.123
"(5.787, 5.286)","(5.903, 5.356)",0.136
"(2.859, 2.621)","(3.002, 2.619)",0.143
"(3.002, 2.619)","(2.859, 2.621)",0.143
"(3.522, 4.005)","(3.568, 4.145)",0.148
"(4.337, 4.887)","(4.443, 4.776)",0.153
"(1.294, 1.065)","(1.301, 0.911)",0.154
"(3.439, 3.521)","(3.562, 3.616)",0.155
"(2.556, 2.692)","(2.581, 2.847)",0.158
"(2.581, 2.847)","(2.556, 2.692)",0.158
"(1.818, 1.618)","(1.96, 1.686)",0.158
"(3.656, 3.48)","(3.562, 3.616)",0.165
"(2.29, 1.546)","(2.133, 1.485)",0.169
"(2.133, 1.485)","(2.29, 1.546)",0.169
"(5.38, 5.295)","(5.427, 5.461)",0.173
"(5.581, 5.581)","(5.443, 5.468)",0.178
"(2.2, 1.83)","(2.365, 1.899)",0.179
"(2.365, 1.899)","(2.2, 1.83)",0.179
"(3.669, 4.432)","(3.68, 4.612)",0.181
"(3.68, 4.612)","(3.669, 4.432)",0.181
"(6.194, 6.074)","(6.297, 6.232)",0.189
"(6.297, 6.232)","(6.194, 6.074)",0.189
"(5.682, 5.038)","(5.495, 5.11)",0.201
"(5.334, 4.958)","(5.459, 5.134)",0.216
"(3.796, 3.646)","(3.656, 3.48)",0.217
"(3.858, 4.741)","(3.68, 4.612)",0.22
"(4.718, 4.669)","(4.501, 4.724)",0.224
"(4.223, 3.894)","(4.006, 3.831)",0.227
"(6.688, 6.705)","(6.634, 6.484)",0.228
"(4.78, 4.976)","(4.92, 4.793)",0.231
"(4.92, 4.793)","(4.78, 4.976)",0.231
"(3.956, 4.166)","(3.948, 3.931)",0.235
"(2.429, 2.342)","(2.411, 2.592)",0.251
"(3.281, 3.746)","(3.536, 3.715)",0.257
"(2.233, 2.168)","(2.429, 2.342)",0.261
"(6.197, 5.81)","(6.194, 6.074)",0.264
"(5.649, 5.977)","(5.499, 5.759)",0.265
"(2.964, 3.445)","(3.077, 3.184)",0.284
"(7.094, 6.254)","(6.851, 6.405)",0.286
"(5.864, 6.193)","(5.649, 5.977)",0.305
"(4.498, 4.336)","(4.181, 4.293)",0.32
"(5.023, 5.293)","(5.38, 5.295)",0.357
"(3.509, 2.96)","(3.165, 3.124)",0.382
"(1.916, 1.062)","(2.133, 1.485)",0.475
