og_coord,starfish_coord,dist
"(5844.0, 5356.0)","(5832.0, 5355.0)",12.042
"(2905.0, 1881.0)","(2883.0, 1882.0)",22.023
"(6597.0, 6358.0)","(6618.0, 6371.0)",24.698
"(7148.0, 6496.0)","(7139.0, 6540.0)",44.911
"(4332.0, 4499.0)","(4297.0, 4461.0)",51.662
"(5317.0, 4934.0)","(5339.0, 4984.0)",54.626
"(7699.0, 6809.0)","(7661.0, 6849.0)",55.172
"(4065.0, 4914.0)","(4110.0, 4948.0)",56.4
"(7456.0, 7191.0)","(7462.0, 7132.0)",59.304
"(6132.0, 6448.0)","(6156.0, 6506.0)",62.769
"(2935.0, 1837.0)","(2883.0, 1882.0)",68.768
"(1358.0, 895.0)","(1319.0, 834.0)",72.402
"(2961.0, 2636.0)","(3029.0, 2667.0)",74.733
"(5417.0, 5440.0)","(5461.0, 5501.0)",75.213
"(5636.0, 5559.0)","(5607.0, 5629.0)",75.769
"(7408.0, 7077.0)","(7462.0, 7132.0)",77.078
"(2947.0, 1928.0)","(2883.0, 1882.0)",78.816
"(6186.0, 6028.0)","(6121.0, 6077.0)",81.4
"(3834.0, 3799.0)","(3916.0, 3822.0)",85.165
"(4772.0, 5454.0)","(4853.0, 5483.0)",86.035
"(2077.0, 1053.0)","(2015.0, 1114.0)",86.977
"(2678.0, 1963.0)","(2746.0, 1908.0)",87.459
"(4242.0, 3885.0)","(4187.0, 3817.0)",87.459
"(3120.0, 3783.0)","(3100.0, 3871.0)",90.244
"(2864.0, 3049.0)","(2854.0, 3140.0)",91.548
"(5803.0, 6074.0)","(5829.0, 6163.0)",92.72
"(5585.0, 5843.0)","(5619.0, 5756.0)",93.408
"(7458.0, 7232.0)","(7462.0, 7132.0)",100.08
"(7069.0, 6468.0)","(7139.0, 6540.0)",100.419
"(6567.0, 7028.0)","(6529.0, 6934.0)",101.39
"(7662.0, 7462.0)","(7573.0, 7511.0)",101.597
"(7136.0, 7123.0)","(7073.0, 7038.0)",105.802
"(1928.0, 561.0)","(1819.0, 535.0)",112.058
"(6836.0, 6638.0)","(6738.0, 6698.0)",114.909
"(6018.0, 6024.0)","(6121.0, 6077.0)",115.836
"(4679.0, 4542.0)","(4692.0, 4658.0)",116.726
"(4990.0, 4933.0)","(4926.0, 4835.0)",117.047
"(2962.0, 2570.0)","(3029.0, 2667.0)",117.89
"(7581.0, 7387.0)","(7573.0, 7511.0)",124.258
"(2458.0, 1629.0)","(2336.0, 1592.0)",127.487
"(3783.0, 3317.0)","(3660.0, 3357.0)",129.341
"(2660.0, 2073.0)","(2539.0, 2027.0)",129.449
"(2710.0, 1495.0)","(2611.0, 1586.0)",134.469
"(6663.0, 6922.0)","(6529.0, 6934.0)",134.536
"(3814.0, 3922.0)","(3916.0, 3822.0)",142.843
"(3389.0, 2899.0)","(3462.0, 3036.0)",155.235
"(2590.0, 2174.0)","(2539.0, 2027.0)",155.596
"(6715.0, 6514.0)","(6601.0, 6408.0)",155.666
"(1798.0, 1249.0)","(1706.0, 1116.0)",161.719
"(5768.0, 5645.0)","(5607.0, 5629.0)",161.793
"(2931.0, 2362.0)","(3038.0, 2239.0)",163.028
"(5051.0, 4729.0)","(4926.0, 4835.0)",163.893
"(7568.0, 6713.0)","(7661.0, 6849.0)",164.757
"(2374.0, 2653.0)","(2472.0, 2520.0)",165.206
"(2177.0, 1328.0)","(2296.0, 1455.0)",174.04
"(6910.0, 6968.0)","(7073.0, 7038.0)",177.395
"(2431.0, 2279.0)","(2423.0, 2096.0)",183.175
"(3089.0, 2489.0)","(3029.0, 2667.0)",187.84
"(2816.0, 2953.0)","(2854.0, 3140.0)",190.822
"(6000.0, 6320.0)","(5830.0, 6212.0)",201.405
"(2300.0, 2409.0)","(2472.0, 2520.0)",204.707
"(3690.0, 3154.0)","(3660.0, 3357.0)",205.205
"(6395.0, 6509.0)","(6555.0, 6658.0)",218.634
"(4468.0, 4651.0)","(4692.0, 4658.0)",224.109
"(6658.0, 6005.0)","(6522.0, 5825.0)",225.601
"(5000.0, 5655.0)","(4853.0, 5483.0)",226.259
"(2466.0, 1781.0)","(2336.0, 1592.0)",229.393
"(6303.0, 6873.0)","(6529.0, 6934.0)",234.088
"(2068.0, 1561.0)","(2304.0, 1546.0)",236.476
"(6304.0, 5666.0)","(6538.0, 5776.0)",258.565
"(3318.0, 3632.0)","(3576.0, 3563.0)",267.067
"(2159.0, 1794.0)","(2336.0, 1592.0)",268.576
"(6246.0, 5826.0)","(6522.0, 5825.0)",276.002
"(1564.0, 646.0)","(1819.0, 535.0)",278.111
"(6117.0, 5776.0)","(6121.0, 6077.0)",301.027
"(4960.0, 4516.0)","(4692.0, 4658.0)",303.295
"(5950.0, 5655.0)","(5832.0, 5355.0)",322.372
"(5951.0, 5749.0)","(5619.0, 5756.0)",332.074
"(3380.0, 2073.0)","(3038.0, 2239.0)",380.158
"(4644.0, 4278.0)","(4692.0, 4658.0)",383.02
"(3173.0, 3398.0)","(2854.0, 3140.0)",410.274
