og_centroid,closest_centroid,dist,cluster_id
"(2816.5, 4473.5)","(2813.0, 4540.5)",67.091,178
"(2813.0, 4540.5)","(2816.5, 4473.5)",67.091,80
"(3891.0, 2987.0)","(3960.333, 3012.333)",73.817,174
"(3960.333, 3012.333)","(3891.0, 2987.0)",73.817,43
"(856.333, 9201.667)","(850.0, 9128.0)",73.938,64
"(850.0, 9128.0)","(856.333, 9201.667)",73.938,20
"(2845.0, 4970.5)","(2773.5, 4944.5)",76.081,82
"(2773.5, 4944.5)","(2845.0, 4970.5)",76.081,164
"(3093.0, 3704.0)","(3077.333, 3622.0)",83.483,17
"(3077.333, 3622.0)","(3093.0, 3704.0)",83.483,53
"(3835.5, 2784.0)","(3760.5, 2733.0)",90.697,7
"(3760.5, 2733.0)","(3835.5, 2784.0)",90.697,128
"(3374.333, 3552.0)","(3421.75, 3632.75)",93.642,35
"(3421.75, 3632.75)","(3374.333, 3552.0)",93.642,350
"(3468.5, 3714.5)","(3421.75, 3632.75)",94.173,78
"(2790.4, 4847.6)","(2773.5, 4944.5)",98.363,33
"(4505.5, 2275.0)","(4403.5, 2298.0)",104.561,152
"(4403.5, 2298.0)","(4505.5, 2275.0)",104.561,77
"(955.0, 9161.5)","(856.333, 9201.667)",106.529,27
"(2894.0, 4610.5)","(2813.0, 4540.5)",107.056,116
"(976.5, 9626.0)","(911.5, 9712.0)",107.801,37
"(911.5, 9712.0)","(976.5, 9626.0)",107.801,76
"(2711.333, 4500.667)","(2816.5, 4473.5)",108.619,16
"(3947.5, 2755.5)","(3835.5, 2784.0)",115.569,29
"(3544.5, 3075.5)","(3659.0, 3097.0)",116.501,14
"(3659.0, 3097.0)","(3544.5, 3075.5)",116.501,31
"(1242.667, 9972.667)","(1194.5, 10085.5)",122.684,169
"(1194.5, 10085.5)","(1242.667, 9972.667)",122.684,34
"(2961.0, 3667.667)","(3077.333, 3622.0)",124.976,92
"(1265.5, 8344.0)","(1341.0, 8241.5)",127.305,24
"(1341.0, 8241.5)","(1265.5, 8344.0)",127.305,71
"(3693.333, 2843.0)","(3760.5, 2733.0)",128.885,63
"(3058.0, 3487.5)","(3077.333, 3622.0)",135.882,15
"(1272.0, 7895.0)","(1165.75, 7984.25)",138.761,69
"(1165.75, 7984.25)","(1272.0, 7895.0)",138.761,0
"(1463.0, 8312.5)","(1341.0, 8241.5)",141.156,18
"(3050.5, 5176.0)","(2943.0, 5082.0)",142.801,23
"(2943.0, 5082.0)","(3050.5, 5176.0)",142.801,50
"(3805.5, 3115.75)","(3659.0, 3097.0)",147.695,151
"(1075.5, 9066.5)","(955.0, 9161.5)",153.445,2
"(3234.0, 3620.5)","(3374.333, 3552.0)",156.159,115
