og_centroid,closest_centroid,dist,cluster_id
"(1.651, 1.186)","(1.533, 1.22)",0.123,70
"(1.533, 1.22)","(1.651, 1.186)",0.123,9
"(1.725, 1.088)","(1.651, 1.186)",0.123,28
"(1.509, 2.365)","(1.41, 2.265)",0.141,1
"(1.41, 2.265)","(1.509, 2.365)",0.141,50
"(1.805, 1.784)","(1.923, 1.865)",0.143,69
"(1.923, 1.865)","(1.805, 1.784)",0.143,18
"(3.377, 3.743)","(3.279, 3.636)",0.146,32
"(3.279, 3.636)","(3.377, 3.743)",0.146,25
"(1.359, 2.571)","(1.244, 2.464)",0.157,2
"(1.244, 2.464)","(1.359, 2.571)",0.157,34
"(1.803, 1.566)","(1.891, 1.431)",0.161,20
"(1.891, 1.431)","(1.803, 1.566)",0.161,80
"(1.388, 1.996)","(1.317, 1.851)",0.162,22
"(1.317, 1.851)","(1.388, 1.996)",0.162,13
"(1.25, 1.679)","(1.317, 1.851)",0.184,30
"(1.847, 2.122)","(2.032, 2.115)",0.185,26
"(2.032, 2.115)","(1.847, 2.122)",0.185,39
"(0.404, 1.073)","(0.563, 1.17)",0.186,5
"(0.563, 1.17)","(0.404, 1.073)",0.186,36
"(2.296, 1.838)","(2.26, 1.643)",0.199,3
"(2.26, 1.643)","(2.296, 1.838)",0.199,6
"(1.335, 1.257)","(1.533, 1.22)",0.202,35
"(0.941, 0.723)","(0.881, 0.933)",0.218,40
"(0.881, 0.933)","(0.941, 0.723)",0.218,38
"(1.019, 2.356)","(1.244, 2.464)",0.249,12
"(2.315, 2.534)","(2.062, 2.679)",0.292,51
"(2.062, 2.679)","(2.315, 2.534)",0.292,4
"(0.706, 1.555)","(0.563, 1.17)",0.41,79
"(2.49, 3.178)","(2.541, 3.588)",0.413,41
"(2.541, 3.588)","(2.49, 3.178)",0.413,72
"(2.367, 1.239)","(2.26, 1.643)",0.417,19
"(3.058, 4.201)","(3.377, 3.743)",0.559,14
"(0.471, 2.59)","(1.019, 2.356)",0.596,8
