og_coord,goldstar_coord,dist
"(1525.0, 3109.0)","(1554.0, 3102.0)",29.833
"(2926.0, 3424.0)","(2994.0, 3426.0)",68.029
"(1627.0, 3102.0)","(1554.0, 3102.0)",73.0
"(3503.0, 2509.0)","(3432.0, 2526.0)",73.007
"(2411.0, 741.0)","(2478.0, 774.0)",74.686
"(2975.0, 1399.0)","(3024.0, 1338.0)",78.243
"(1600.0, 3173.0)","(1554.0, 3102.0)",84.599
"(3608.0, 1155.0)","(3540.0, 1098.0)",88.73
"(3598.0, 2447.0)","(3684.0, 2472.0)",89.56
"(2328.0, 3512.0)","(2304.0, 3600.0)",91.214
"(2550.0, 4010.0)","(2508.0, 3918.0)",101.134
"(2244.0, 3517.0)","(2304.0, 3600.0)",102.416
"(2440.0, 3996.0)","(2508.0, 3918.0)",103.479
"(3834.0, 1851.0)","(3900.0, 1932.0)",104.484
"(3789.0, 2489.0)","(3684.0, 2472.0)",106.367
"(3060.0, 3335.0)","(2994.0, 3426.0)",112.414
"(2491.0, 4032.0)","(2508.0, 3918.0)",115.261
"(2948.0, 1248.0)","(3024.0, 1338.0)",117.796
"(3419.0, 2645.0)","(3432.0, 2526.0)",119.708
"(3698.0, 2592.0)","(3684.0, 2472.0)",120.814
"(2143.0, 2585.0)","(2254.0, 2534.0)",122.156
"(3552.0, 1221.0)","(3540.0, 1098.0)",123.584
"(2884.0, 3368.0)","(2994.0, 3426.0)",124.354
"(2867.0, 3434.0)","(2994.0, 3426.0)",127.252
"(2414.0, 884.0)","(2478.0, 774.0)",127.264
"(4019.0, 1883.0)","(3900.0, 1932.0)",128.693
"(1444.0, 3034.0)","(1554.0, 3102.0)",129.321
"(3103.0, 3356.0)","(2994.0, 3426.0)",129.541
"(3555.0, 2455.0)","(3684.0, 2472.0)",130.115
"(4010.0, 2004.0)","(3900.0, 1932.0)",131.469
"(1587.0, 2974.0)","(1554.0, 3102.0)",132.185
"(2259.0, 2671.0)","(2254.0, 2534.0)",137.091
"(1686.0, 3059.0)","(1554.0, 3102.0)",138.827
"(3644.0, 1195.0)","(3540.0, 1098.0)",142.215
"(2938.0, 1452.0)","(3024.0, 1338.0)",142.801
"(2244.0, 3469.0)","(2304.0, 3600.0)",144.087
"(2971.0, 3064.0)","(3030.0, 2928.0)",148.246
"(2951.0, 1208.0)","(3024.0, 1338.0)",149.094
"(3776.0, 2015.0)","(3900.0, 1932.0)",149.215
"(2242.0, 3738.0)","(2304.0, 3600.0)",151.288
"(1492.0, 3241.0)","(1554.0, 3102.0)",152.201
"(2347.0, 855.0)","(2478.0, 774.0)",154.019
"(2314.0, 3754.0)","(2304.0, 3600.0)",154.324
"(3306.0, 2431.0)","(3432.0, 2526.0)",157.801
"(3740.0, 1955.0)","(3900.0, 1932.0)",161.645
"(3846.0, 2479.0)","(3684.0, 2472.0)",162.151
"(2916.0, 1649.0)","(3006.0, 1788.0)",165.593
"(3679.0, 2638.0)","(3684.0, 2472.0)",166.075
"(2887.0, 1434.0)","(3024.0, 1338.0)",167.287
"(1561.0, 3270.0)","(1554.0, 3102.0)",168.146
"(1389.0, 3171.0)","(1554.0, 3102.0)",178.846
"(2852.0, 3539.0)","(2994.0, 3426.0)",181.475
"(2472.0, 956.0)","(2478.0, 774.0)",182.099
"(2378.0, 3767.0)","(2304.0, 3600.0)",182.661
"(2824.0, 3502.0)","(2994.0, 3426.0)",186.215
"(2422.0, 3453.0)","(2304.0, 3600.0)",188.502
"(2849.0, 2871.0)","(3030.0, 2928.0)",189.763
"(2443.0, 961.0)","(2478.0, 774.0)",190.247
"(2840.0, 2947.0)","(3030.0, 2928.0)",190.948
"(2646.0, 3785.0)","(2508.0, 3918.0)",191.659
"(2226.0, 3776.0)","(2304.0, 3600.0)",192.51
"(3095.0, 3590.0)","(2994.0, 3426.0)",192.606
"(3697.0, 2665.0)","(3684.0, 2472.0)",193.437
"(3108.0, 3583.0)","(2994.0, 3426.0)",194.023
"(4066.0, 1830.0)","(3900.0, 1932.0)",194.833
"(3960.0, 1743.0)","(3900.0, 1932.0)",198.295
"(1370.0, 3179.0)","(1554.0, 3102.0)",199.462
