og_coord,starfish_coord,dist
"(5150, 5299)","(5172.6, 5310.24)",25.241
"(6169, 5680)","(6141.408, 5685.864)",28.208
"(6900, 6044)","(6943.272, 6067.704)",49.339
"(7262, 7334)","(7237.2, 7281.6)",57.972
"(3954, 5267)","(3922.296, 5215.224)",60.712
"(6786, 6223)","(6713.28, 6199.128)",76.538
"(6215, 6541)","(6238.2, 6623.592)",85.789
"(5037, 4944)","(5119.32, 4979.904)",89.809
"(7879, 7137)","(7787.76, 7112.88)",94.374
"(6242, 6529)","(6238.2, 6623.592)",94.668
"(5187, 5078)","(5139.744, 4990.56)",99.393
"(5067, 4884)","(5128.2, 4966.584)",102.789
"(4150, 4878)","(4187.808, 4779.216)",105.772
"(5262, 5441)","(5214.336, 5338.656)",112.899
"(5293, 5207)","(5245.416, 5310.24)",113.678
"(1520, 998)","(1408.368, 1056.72)",126.134
"(4031, 4204)","(4081.248, 4085.688)",128.54
"(4625, 5252)","(4715.28, 5350.2)",133.393
"(6242, 6757)","(6238.2, 6623.592)",133.462
"(2572, 1382)","(2682.648, 1458.096)",134.289
"(6247, 5775)","(6141.408, 5685.864)",138.184
"(4637, 4928)","(4677.096, 5065.152)",142.893
"(2718, 1988)","(2710.176, 2140.08)",152.281
"(3748, 3933)","(3889.44, 3993.336)",153.772
"(6441, 6093)","(6551.664, 5976.24)",160.871
"(3893, 4176)","(3919.632, 4009.32)",168.794
"(4898, 5284)","(4755.24, 5380.392)",172.255
"(7969, 6884)","(7890.768, 7040.064)",174.574
"(5984, 5783)","(6141.408, 5685.864)",184.967
"(3962, 3777)","(3908.088, 3958.704)",189.533
"(7427, 7369)","(7238.088, 7387.272)",189.794
"(3969, 3663)","(3866.352, 3502.272)",190.709
"(5946, 5718)","(6141.408, 5685.864)",198.033
"(6807, 6374)","(6713.28, 6199.128)",198.403
"(2417, 2481)","(2411.808, 2272.392)",208.673
"(7721, 7313)","(7787.76, 7112.88)",210.962
"(7255, 7070)","(7237.2, 7281.6)",212.347
"(4838, 5583)","(4755.24, 5380.392)",218.859
"(3059, 3390)","(3126.648, 3599.952)",220.581
"(3799, 3127)","(3885.888, 3348.648)",238.07
"(2962, 2496)","(2746.584, 2391.384)",239.476
"(3045, 3131)","(2804.304, 3115.992)",241.163
"(4395, 5090)","(4407.144, 4847.592)",242.712
"(2750, 1858)","(2559.216, 2013.096)",245.873
"(2725, 1830)","(2559.216, 2013.096)",246.999
"(2478, 2513)","(2411.808, 2272.392)",249.547
"(7372, 7070)","(7237.2, 7281.6)",250.89
"(5971, 5872)","(6141.408, 5685.864)",252.36
"(2798, 2656)","(2746.584, 2391.384)",269.565
"(7646, 7343)","(7787.76, 7112.88)",270.28
"(3510, 3512)","(3769.56, 3591.96)",271.597
"(7512, 7114)","(7787.76, 7112.88)",275.762
"(6270, 6345)","(6238.2, 6623.592)",280.401
"(6277, 6343)","(6238.2, 6623.592)",283.262
"(2733, 1783)","(2559.216, 2013.096)",288.349
"(3649, 3160)","(3885.888, 3348.648)",302.827
"(6359, 6212)","(6551.664, 5976.24)",304.47
"(6575, 7029)","(6673.32, 6740.808)",304.502
"(7609, 7371)","(7787.76, 7112.88)",313.976
"(3880, 4341)","(4081.248, 4085.688)",325.092
"(1745, 1077)","(1416.36, 1094.016)",329.08
"(1697, 1266)","(1416.36, 1094.016)",329.146
"(2129, 1367)","(2233.32, 1040.736)",342.536
"(7042, 6994)","(7237.2, 7281.6)",347.587
"(7006, 6636)","(6673.32, 6740.808)",348.799
"(5824, 6130)","(5629.032, 5827.056)",360.26
"(7065, 6430)","(6938.832, 6080.136)",371.918
"(1794, 1113)","(1416.36, 1094.016)",378.117
"(1994, 1342)","(2213.784, 1030.08)",381.574
"(1830, 1166)","(2213.784, 1030.08)",407.142
"(6168, 6117)","(6551.664, 5976.24)",408.67
"(7731, 7528)","(8095.896, 7325.112)",417.508
"(3498, 3146)","(3885.888, 3348.648)",437.634
"(5627, 4969)","(5160.168, 4963.92)",466.86
"(2125, 1507)","(2233.32, 1040.736)",478.681
"(7279, 6428)","(6938.832, 6080.136)",486.543
"(1577, 596)","(1408.368, 1056.72)",490.612
"(7202, 6532)","(6938.832, 6080.136)",522.913
"(3356, 2850)","(2848.704, 2978.352)",523.281
"(7330, 6483)","(6938.832, 6080.136)",561.526
"(7381, 6694)","(7787.76, 7112.88)",583.879
"(7289, 6583)","(6938.832, 6080.136)",612.772
