og_coord,starfish_coord,dist
"(4989, 4698)","(4980.0, 4672.0)",27.514
"(3820, 4119)","(3799.0, 4142.0)",31.145
"(4881, 5102)","(4869.0, 5066.0)",37.947
"(3816, 4031)","(3855.0, 4035.0)",39.205
"(3848, 4468)","(3823.0, 4499.0)",39.825
"(3895, 4040)","(3855.0, 4035.0)",40.311
"(7197, 7464)","(7222.0, 7497.0)",41.4
"(3994, 4461)","(4006.0, 4418.0)",44.643
"(5886, 5666)","(5923.0, 5696.0)",47.634
"(2210, 1197)","(2242.0, 1233.0)",48.166
"(4033, 4467)","(4006.0, 4418.0)",55.946
"(4820, 5103)","(4869.0, 5066.0)",61.4
"(3860, 3289)","(3797.0, 3305.0)",65.0
"(6364, 6676)","(6298.0, 6665.0)",66.91
"(4592, 4409)","(4637.0, 4469.0)",75.0
"(2782, 2013)","(2790.0, 1934.0)",79.404
"(3867, 4195)","(3799.0, 4142.0)",86.215
"(4231, 4800)","(4290.0, 4863.0)",86.313
"(2135, 1947)","(2191.0, 1872.0)",93.6
"(2841, 2628)","(2791.0, 2708.0)",94.34
"(6464, 6650)","(6425.0, 6739.0)",97.17
"(5630, 6029)","(5726.0, 6052.0)",98.717
"(1835, 1022)","(1896.0, 1101.0)",99.81
"(4216, 3987)","(4116.0, 3960.0)",103.581
"(3206, 3414)","(3122.0, 3343.0)",109.986
"(7012, 6327)","(7123.0, 6341.0)",111.879
"(3217, 2065)","(3315.0, 2009.0)",112.872
"(3510, 3544)","(3468.0, 3655.0)",118.68
"(3247, 2768)","(3220.0, 2889.0)",123.976
"(7262, 7217)","(7221.0, 7099.0)",124.92
"(5809, 5639)","(5923.0, 5696.0)",127.456
"(4632, 4341)","(4637.0, 4469.0)",128.098
"(2562, 1721)","(2434.0, 1695.0)",130.614
"(3669, 3270)","(3797.0, 3305.0)",132.699
"(4525, 4149)","(4429.0, 4055.0)",134.358
"(3008, 3211)","(2876.0, 3184.0)",134.733
"(1776, 1386)","(1677.0, 1293.0)",135.831
"(5049, 4789)","(4980.0, 4672.0)",135.831
"(2804, 2844)","(2791.0, 2708.0)",136.62
"(5863, 6040)","(5726.0, 6052.0)",137.525
"(2995, 3256)","(2876.0, 3184.0)",139.086
"(6564, 6759)","(6425.0, 6739.0)",140.431
"(4245, 3899)","(4116.0, 3960.0)",142.695
"(3453, 4096)","(3577.0, 4170.0)",144.402
"(2419, 1844)","(2434.0, 1695.0)",149.753
"(2976, 3068)","(2876.0, 3184.0)",153.154
"(6258, 5697)","(6137.0, 5791.0)",153.222
"(4223, 3680)","(4084.0, 3601.0)",159.881
"(4507, 4565)","(4637.0, 4469.0)",161.604
"(3936, 3215)","(3797.0, 3305.0)",165.593
"(6230, 6819)","(6298.0, 6665.0)",168.345
"(6288, 6491)","(6298.0, 6665.0)",174.287
"(7258, 6454)","(7123.0, 6341.0)",176.051
"(2757, 2895)","(2791.0, 2708.0)",190.066
"(1893, 1325)","(1857.0, 1515.0)",193.38
"(7989, 6939)","(8012.0, 7136.0)",198.338
"(3469, 3997)","(3577.0, 4170.0)",203.944
"(2816, 2175)","(3020.0, 2196.0)",205.078
"(7077, 6951)","(7221.0, 7099.0)",206.495
"(2413, 2434)","(2399.0, 2227.0)",207.473
"(6531, 6130)","(6413.0, 5956.0)",210.238
"(6596, 6864)","(6425.0, 6739.0)",211.816
"(4445, 5273)","(4553.0, 5076.0)",224.662
"(4559, 4685)","(4637.0, 4469.0)",229.652
"(6069, 6048)","(5994.0, 6272.0)",236.222
"(3547, 3421)","(3468.0, 3655.0)",246.976
"(4389, 4453)","(4637.0, 4469.0)",248.516
"(5667, 5670)","(5923.0, 5696.0)",257.317
"(7863, 6883)","(7795.0, 7133.0)",259.083
"(4210, 4202)","(4116.0, 3960.0)",259.615
"(3282, 2279)","(3315.0, 2009.0)",272.009
"(4261, 4316)","(4006.0, 4418.0)",274.643
"(2725, 2351)","(2597.0, 2108.0)",274.651
"(3424, 2267)","(3315.0, 2009.0)",280.08
"(3307, 2289)","(3315.0, 2009.0)",280.114
"(6491, 6227)","(6413.0, 5956.0)",282.002
"(2091, 874)","(1896.0, 1101.0)",299.256
"(5582, 5784)","(5726.0, 6052.0)",304.237
"(7692, 7618)","(7544.0, 7324.0)",329.15
"(2135, 860)","(1896.0, 1101.0)",339.414
"(7443, 6549)","(7123.0, 6341.0)",381.66
"(7445, 6622)","(7052.0, 6524.0)",405.035
