og_coord,starfish_coord,dist
"(8095.896, 7325.112)","(8092.0, 7330.0)",6.251
"(4795.2, 4505.712)","(4806.0, 4513.0)",13.029
"(5065.152, 5329.776)","(5051.0, 5313.0)",21.948
"(7238.088, 7387.272)","(7251.0, 7406.0)",22.748
"(4668.216, 5100.672)","(4700.0, 5093.0)",32.697
"(4677.096, 5065.152)","(4700.0, 5093.0)",36.057
"(4662.0, 5089.128)","(4700.0, 5093.0)",38.197
"(5067.816, 5359.08)","(5051.0, 5313.0)",49.052
"(5106.0, 5352.864)","(5051.0, 5313.0)",67.927
"(5214.336, 5338.656)","(5216.0, 5409.0)",70.364
"(3889.44, 3993.336)","(3813.0, 3985.0)",76.893
"(4187.808, 4779.216)","(4156.0, 4701.0)",84.436
"(7237.2, 7281.6)","(7297.0, 7345.0)",87.153
"(1408.368, 1056.72)","(1438.0, 971.0)",90.697
"(7890.768, 7040.064)","(7816.0, 6988.0)",91.109
"(3908.088, 3958.704)","(3813.0, 3985.0)",98.657
"(5245.416, 5310.24)","(5216.0, 5409.0)",103.048
"(4407.144, 4847.592)","(4506.0, 4807.0)",106.865
"(5172.6, 5310.24)","(5216.0, 5409.0)",107.875
"(1403.928, 1073.592)","(1438.0, 971.0)",108.102
"(3921.408, 3991.56)","(3813.0, 3985.0)",108.606
"(3919.632, 4009.32)","(3813.0, 3985.0)",109.37
"(3927.624, 3979.128)","(3813.0, 3985.0)",114.774
"(4331.664, 4164.72)","(4217.0, 4118.0)",123.817
"(1416.36, 1094.016)","(1438.0, 971.0)",124.905
"(7787.76, 7112.88)","(7816.0, 6988.0)",128.033
"(1401.264, 1094.904)","(1438.0, 971.0)",129.235
"(5185.032, 5280.936)","(5216.0, 5409.0)",131.755
"(4335.216, 4193.136)","(4445.0, 4272.0)",135.174
"(4331.664, 4347.648)","(4445.0, 4272.0)",136.263
"(5128.2, 4966.584)","(5117.0, 4828.0)",139.036
"(4081.248, 4085.688)","(4217.0, 4118.0)",139.545
"(5160.168, 4963.92)","(5117.0, 4828.0)",142.61
"(3922.296, 5215.224)","(4021.0, 5110.0)",144.273
"(5139.744, 4990.56)","(5178.0, 5135.0)",149.42
"(4305.912, 4331.664)","(4445.0, 4272.0)",151.345
"(5119.32, 4979.904)","(5117.0, 4828.0)",151.922
"(2233.32, 1040.736)","(2309.0, 1180.0)",158.499
"(4308.576, 4352.976)","(4445.0, 4272.0)",158.646
"(3145.296, 3623.928)","(3272.0, 3525.0)",160.75
"(3126.648, 3599.952)","(3272.0, 3525.0)",163.539
"(3147.072, 3638.136)","(3272.0, 3525.0)",168.543
"(6673.32, 6740.808)","(6841.0, 6773.0)",170.742
"(5629.032, 5827.056)","(5463.0, 5786.0)",171.033
"(2213.784, 1030.08)","(2309.0, 1180.0)",177.601
"(2690.64, 2381.616)","(2598.0, 2538.0)",181.764
"(6650.232, 6724.824)","(6841.0, 6773.0)",196.757
"(3093.792, 3615.936)","(3272.0, 3525.0)",200.069
"(3769.56, 3591.96)","(3602.0, 3706.0)",202.686
"(3852.144, 3462.312)","(3663.0, 3376.0)",207.907
"(2746.584, 2391.384)","(2598.0, 2538.0)",208.743
"(3863.688, 3440.112)","(3663.0, 3376.0)",210.68
"(2559.216, 2013.096)","(2729.0, 1874.0)",219.486
"(3885.888, 3348.648)","(3663.0, 3376.0)",224.56
"(6141.408, 5685.864)","(6271.0, 5880.0)",233.416
"(6238.2, 6623.592)","(6386.0, 6440.0)",235.692
"(4993.224, 5758.68)","(4953.0, 5524.0)",238.102
"(3866.352, 3502.272)","(3663.0, 3376.0)",239.367
"(6588.072, 5962.032)","(6516.0, 5731.0)",242.013
"(4755.24, 5380.392)","(4953.0, 5524.0)",244.402
"(6551.664, 5976.24)","(6516.0, 5731.0)",247.82
"(2682.648, 1458.096)","(2441.0, 1396.0)",249.499
"(4953.264, 5779.104)","(4953.0, 5524.0)",255.104
"(6577.416, 5979.792)","(6516.0, 5731.0)",256.26
"(2529.912, 2037.072)","(2729.0, 1874.0)",257.349
"(4715.28, 5350.2)","(4700.0, 5093.0)",257.653
"(6198.24, 6628.032)","(6386.0, 6440.0)",265.725
"(2710.176, 2140.08)","(2729.0, 1874.0)",266.745
"(3044.064, 1924.296)","(2729.0, 1874.0)",319.053
"(6713.28, 6199.128)","(6426.0, 6339.0)",319.521
"(2411.808, 2272.392)","(2491.0, 2585.0)",322.483
"(6722.16, 6176.04)","(6426.0, 6339.0)",338.034
"(3060.936, 1942.056)","(2729.0, 1874.0)",338.841
"(2419.8, 2242.2)","(2598.0, 2538.0)",345.33
"(2848.704, 2978.352)","(2620.0, 2716.0)",348.043
"(3009.432, 2172.048)","(3363.0, 2115.0)",358.141
"(2996.112, 2148.96)","(3363.0, 2115.0)",368.456
"(6715.056, 6052.608)","(6516.0, 5731.0)",378.226
"(2804.304, 3115.992)","(2620.0, 2716.0)",440.411
"(6938.832, 6080.136)","(6836.0, 6517.0)",448.803
"(6943.272, 6067.704)","(6836.0, 6517.0)",461.924
