og_coord,starfish_coord,dist
"(3126.648, 3599.952)","(3125.0, 3597.0)",3.381
"(3922.296, 5215.224)","(3935.0, 5209.0)",14.147
"(7890.768, 7040.064)","(7871.0, 7043.0)",19.985
"(3145.296, 3623.928)","(3125.0, 3597.0)",33.72
"(3093.792, 3615.936)","(3125.0, 3597.0)",36.504
"(5160.168, 4963.92)","(5189.0, 4935.0)",40.837
"(2419.8, 2242.2)","(2413.0, 2199.0)",43.732
"(4677.096, 5065.152)","(4643.0, 5034.0)",46.184
"(3147.072, 3638.136)","(3125.0, 3597.0)",46.683
"(2848.704, 2978.352)","(2802.0, 2983.0)",46.935
"(6715.056, 6052.608)","(6670.0, 6067.0)",47.299
"(4335.216, 4193.136)","(4317.0, 4244.0)",54.027
"(4662.0, 5089.128)","(4643.0, 5034.0)",58.31
"(4187.808, 4779.216)","(4134.0, 4808.0)",61.023
"(5128.2, 4966.584)","(5189.0, 4935.0)",68.514
"(2529.912, 2037.072)","(2470.0, 2001.0)",69.933
"(4668.216, 5100.672)","(4643.0, 5034.0)",71.281
"(2411.808, 2272.392)","(2413.0, 2199.0)",73.402
"(5139.744, 4990.56)","(5189.0, 4935.0)",74.25
"(5214.336, 5338.656)","(5211.0, 5415.0)",76.417
"(4755.24, 5380.392)","(4805.0, 5318.0)",79.805
"(4331.664, 4164.72)","(4317.0, 4244.0)",80.625
"(5119.32, 4979.904)","(5189.0, 4935.0)",82.896
"(4305.912, 4331.664)","(4317.0, 4244.0)",88.362
"(8095.896, 7325.112)","(8097.0, 7236.0)",89.119
"(2559.216, 2013.096)","(2470.0, 2001.0)",90.032
"(3919.632, 4009.32)","(3970.0, 4087.0)",92.58
"(3885.888, 3348.648)","(3978.0, 3337.0)",92.846
"(4715.28, 5350.2)","(4805.0, 5318.0)",95.323
"(7237.2, 7281.6)","(7330.0, 7311.0)",97.346
"(5245.416, 5310.24)","(5343.0, 5288.0)",100.086
"(4331.664, 4347.648)","(4317.0, 4244.0)",104.68
"(2690.64, 2381.616)","(2599.0, 2329.0)",105.671
"(3921.408, 3991.56)","(3970.0, 4087.0)",107.098
"(7787.76, 7112.88)","(7871.0, 7043.0)",108.684
"(4308.576, 4352.976)","(4317.0, 4244.0)",109.301
"(6713.28, 6199.128)","(6816.0, 6240.0)",110.553
"(4081.248, 4085.688)","(3970.0, 4087.0)",111.256
"(5172.6, 5310.24)","(5211.0, 5415.0)",111.576
"(6722.16, 6176.04)","(6816.0, 6240.0)",113.564
"(3927.624, 3979.128)","(3970.0, 4087.0)",115.897
"(7238.088, 7387.272)","(7330.0, 7311.0)",119.437
"(5106.0, 5352.864)","(5211.0, 5415.0)",122.008
"(3889.44, 3993.336)","(3970.0, 4087.0)",123.543
"(6577.416, 5979.792)","(6670.0, 6067.0)",127.189
"(6198.24, 6628.032)","(6159.0, 6506.0)",128.186
"(2804.304, 3115.992)","(2802.0, 2983.0)",133.012
"(6588.072, 5962.032)","(6670.0, 6067.0)",133.156
"(5185.032, 5280.936)","(5211.0, 5415.0)",136.556
"(2746.584, 2391.384)","(2873.0, 2445.0)",137.316
"(6551.664, 5976.24)","(6489.0, 6101.0)",139.613
"(2682.648, 1458.096)","(2618.0, 1584.0)",141.532
"(6238.2, 6623.592)","(6159.0, 6506.0)",141.776
"(3908.088, 3958.704)","(3970.0, 4087.0)",142.453
"(6141.408, 5685.864)","(6284.0, 5652.0)",146.558
"(2996.112, 2148.96)","(2867.0, 2227.0)",150.865
"(3009.432, 2172.048)","(2867.0, 2227.0)",152.665
"(5067.816, 5359.08)","(5211.0, 5415.0)",153.716
"(3863.688, 3440.112)","(3978.0, 3337.0)",153.946
"(2710.176, 2140.08)","(2609.0, 2271.0)",165.459
"(5065.152, 5329.776)","(5211.0, 5415.0)",168.922
"(3852.144, 3462.312)","(3978.0, 3337.0)",177.603
"(3866.352, 3502.272)","(3978.0, 3337.0)",199.45
"(6938.832, 6080.136)","(6816.0, 6240.0)",201.604
"(3044.064, 1924.296)","(2848.0, 1980.0)",203.824
"(6943.272, 6067.704)","(6816.0, 6240.0)",214.206
"(3060.936, 1942.056)","(2848.0, 1980.0)",216.29
"(3769.56, 3591.96)","(3547.0, 3585.0)",222.669
"(1408.368, 1056.72)","(1558.0, 884.0)",228.521
"(1403.928, 1073.592)","(1558.0, 884.0)",244.302
"(1416.36, 1094.016)","(1558.0, 884.0)",253.315
"(1401.264, 1094.904)","(1558.0, 884.0)",262.767
"(4795.2, 4505.712)","(4730.0, 4764.0)",266.39
"(4407.144, 4847.592)","(4134.0, 4808.0)",275.998
"(2233.32, 1040.736)","(2415.0, 1286.0)",305.225
"(5629.032, 5827.056)","(5358.0, 5679.0)",308.835
"(2213.784, 1030.08)","(2415.0, 1286.0)",325.55
"(6650.232, 6724.824)","(6321.0, 6829.0)",345.321
"(6673.32, 6740.808)","(6321.0, 6829.0)",363.19
"(4993.224, 5758.68)","(5358.0, 5679.0)",373.377
"(4953.264, 5779.104)","(5358.0, 5679.0)",416.932
