og_coord,starfish_coord,dist
"(2794, 2731)","(2785.0, 2727.0)",9.849
"(1438, 796)","(1455.0, 785.0)",20.248
"(6299, 6816)","(6321.0, 6829.0)",25.554
"(6332, 6855)","(6321.0, 6829.0)",28.231
"(4647, 5068)","(4643.0, 5034.0)",34.234
"(7972, 6902)","(7936.0, 6893.0)",37.108
"(6314, 5629)","(6284.0, 5652.0)",37.802
"(7454, 7113)","(7495.0, 7128.0)",43.658
"(2647, 2845)","(2607.0, 2816.0)",49.406
"(1744, 1253)","(1741.0, 1200.0)",53.085
"(2793, 1975)","(2848.0, 1980.0)",55.227
"(3036, 2697)","(3060.0, 2756.0)",63.695
"(2807, 2196)","(2867.0, 2227.0)",67.535
"(7542, 6694)","(7465.0, 6685.0)",77.524
"(4307, 4465)","(4350.0, 4532.0)",79.612
"(4345, 4320)","(4317.0, 4244.0)",80.994
"(6276, 5831)","(6190.0, 5826.0)",86.145
"(2450, 1917)","(2470.0, 2001.0)",86.348
"(5225, 5166)","(5140.0, 5125.0)",94.372
"(5427, 5243)","(5343.0, 5288.0)",95.294
"(3472, 4140)","(3556.0, 4093.0)",96.255
"(2647, 1490)","(2618.0, 1584.0)",98.372
"(2545, 1652)","(2618.0, 1584.0)",99.765
"(6079, 6169)","(6072.0, 6067.0)",102.24
"(6111, 5895)","(6190.0, 5826.0)",104.89
"(2859, 2802)","(2785.0, 2727.0)",105.361
"(2550, 1413)","(2463.0, 1345.0)",110.422
"(4856, 5417)","(4805.0, 5318.0)",111.364
"(5163, 5234)","(5140.0, 5125.0)",111.4
"(2083, 1291)","(2136.0, 1389.0)",111.414
"(3110, 3779)","(3197.0, 3856.0)",116.181
"(6001, 6160)","(6072.0, 6067.0)",117.004
"(6087, 5888)","(6190.0, 5826.0)",120.221
"(4068, 4157)","(3970.0, 4087.0)",120.433
"(7988, 7093)","(7871.0, 7043.0)",127.236
"(3101, 2312)","(3003.0, 2395.0)",128.425
"(6415, 5692)","(6284.0, 5652.0)",136.971
"(2903, 2579)","(2873.0, 2445.0)",137.317
"(5354, 4881)","(5491.0, 4868.0)",137.615
"(7354, 7132)","(7495.0, 7128.0)",141.057
"(2484, 1488)","(2463.0, 1345.0)",144.534
"(4150, 4661)","(4134.0, 4808.0)",147.868
"(3502, 3443)","(3547.0, 3585.0)",148.96
"(4829, 5164)","(4805.0, 5318.0)",155.859
"(3139, 2480)","(3003.0, 2395.0)",160.378
"(2082, 1833)","(2248.0, 1838.0)",166.075
"(1900, 1131)","(1741.0, 1200.0)",173.326
"(5509, 5234)","(5343.0, 5288.0)",174.562
"(4304, 4767)","(4134.0, 4808.0)",174.874
"(7441, 6859)","(7465.0, 6685.0)",175.647
"(4814, 4983)","(4643.0, 5034.0)",178.443
"(2224, 1549)","(2136.0, 1389.0)",182.603
"(7253, 6484)","(7428.0, 6538.0)",183.142
"(6018, 5755)","(6190.0, 5826.0)",186.078
"(3972, 4710)","(4134.0, 4808.0)",189.336
"(4697, 4570)","(4730.0, 4764.0)",196.787
"(1279, 693)","(1455.0, 785.0)",198.595
"(7299, 7074)","(7495.0, 7128.0)",203.303
"(3199, 2911)","(3060.0, 2756.0)",208.197
"(4477, 5162)","(4643.0, 5034.0)",209.619
"(2404, 1630)","(2618.0, 1584.0)",218.888
"(5018, 4798)","(5189.0, 4935.0)",219.112
"(7704, 7302)","(7606.0, 7100.0)",224.517
"(5848, 6130)","(6072.0, 6067.0)",232.691
"(6806, 6679)","(6928.0, 6472.0)",240.277
"(2070, 1621)","(2136.0, 1389.0)",241.205
"(3874, 3863)","(4115.0, 3849.0)",241.406
"(6529, 5761)","(6361.0, 5953.0)",255.123
"(1564, 1395)","(1741.0, 1200.0)",263.351
"(4205, 5235)","(3935.0, 5209.0)",271.249
"(6955, 6749)","(6928.0, 6472.0)",278.313
"(5013, 4715)","(5189.0, 4935.0)",281.737
"(7179, 7065)","(7330.0, 7311.0)",288.647
"(4221, 5318)","(3935.0, 5209.0)",306.067
"(5815, 5104)","(5851.0, 5408.0)",306.124
"(4945, 5627)","(4805.0, 5318.0)",339.236
"(5702, 6051)","(6072.0, 6067.0)",370.346
"(2051, 997)","(1741.0, 1200.0)",370.552
"(4783, 4396)","(4730.0, 4764.0)",371.797
"(4956, 4433)","(4730.0, 4764.0)",400.795
"(2069, 909)","(1741.0, 1200.0)",438.48
"(2095, 871)","(1741.0, 1200.0)",483.277
