og_centroid,closest_centroid,dist,cluster_id
"(1.161, 0.752)","(1.121, 0.684)",0.079,100
"(1.121, 0.684)","(1.161, 0.752)",0.079,19
"(2.107, 2.63)","(2.058, 2.553)",0.091,92
"(2.058, 2.553)","(2.107, 2.63)",0.091,28
"(1.536, 1.101)","(1.45, 1.136)",0.093,0
"(1.45, 1.136)","(1.536, 1.101)",0.093,51
"(1.241, 1.953)","(1.231, 1.86)",0.094,178
"(1.231, 1.86)","(1.241, 1.953)",0.094,83
"(1.981, 2.499)","(2.058, 2.553)",0.095,10
"(1.601, 1.268)","(1.515, 1.335)",0.109,88
"(1.515, 1.335)","(1.601, 1.268)",0.109,17
"(1.844, 2.059)","(1.951, 2.081)",0.109,18
"(1.951, 2.081)","(1.844, 2.059)",0.109,30
"(1.543, 2.166)","(1.615, 2.08)",0.113,45
"(1.615, 2.08)","(1.543, 2.166)",0.113,39
"(2.017, 1.377)","(1.925, 1.31)",0.114,53
"(1.925, 1.31)","(2.017, 1.377)",0.114,42
"(2.898, 3.713)","(3.012, 3.733)",0.116,90
"(3.012, 3.733)","(2.898, 3.713)",0.116,104
"(2.478, 3.564)","(2.559, 3.482)",0.116,43
"(2.559, 3.482)","(2.478, 3.564)",0.116,38
"(3.058, 3.582)","(2.989, 3.487)",0.118,16
"(2.989, 3.487)","(3.058, 3.582)",0.118,136
"(2.782, 3.67)","(2.898, 3.713)",0.123,25
"(1.908, 2.206)","(1.951, 2.081)",0.133,75
"(1.578, 1.851)","(1.706, 1.901)",0.137,2
"(1.706, 1.901)","(1.578, 1.851)",0.137,35
"(2.295, 0.926)","(2.412, 0.847)",0.141,67
"(2.412, 0.847)","(2.295, 0.926)",0.141,61
"(1.285, 2.411)","(1.172, 2.504)",0.147,6
"(1.172, 2.504)","(1.285, 2.411)",0.147,4
"(2.166, 1.946)","(2.261, 1.825)",0.154,20
"(2.261, 1.825)","(2.166, 1.946)",0.154,49
"(2.222, 2.519)","(2.107, 2.63)",0.16,5
"(2.376, 2.467)","(2.222, 2.519)",0.162,86
"(1.348, 1.341)","(1.515, 1.335)",0.167,24
"(0.538, 1.208)","(0.643, 1.077)",0.168,15
"(0.643, 1.077)","(0.538, 1.208)",0.168,13
"(2.329, 2.807)","(2.498, 2.803)",0.169,37
"(2.498, 2.803)","(2.329, 2.807)",0.169,22
"(1.69, 1.416)","(1.601, 1.268)",0.172,14
"(1.904, 1.638)","(1.726, 1.655)",0.179,41
"(1.726, 1.655)","(1.904, 1.638)",0.179,11
"(0.682, 0.897)","(0.643, 1.077)",0.185,3
"(1.914, 2.674)","(1.981, 2.499)",0.187,71
"(2.076, 1.713)","(1.904, 1.638)",0.187,102
"(2.076, 1.19)","(1.925, 1.31)",0.193,99
"(1.277, 1.037)","(1.45, 1.136)",0.199,26
"(1.397, 2.586)","(1.285, 2.411)",0.208,33
"(1.366, 2.793)","(1.397, 2.586)",0.209,23
"(1.701, 2.666)","(1.914, 2.674)",0.213,48
"(2.286, 3.017)","(2.329, 2.807)",0.214,8
"(0.449, 0.984)","(0.643, 1.077)",0.215,44
"(2.285, 2.141)","(2.166, 1.946)",0.228,21
"(0.76, 1.291)","(0.538, 1.208)",0.237,78
"(2.602, 2.585)","(2.498, 2.803)",0.241,31
"(3.262, 3.985)","(3.314, 3.75)",0.241,1
"(3.314, 3.75)","(3.262, 3.985)",0.241,7
"(2.6, 1.584)","(2.69, 1.359)",0.243,47
"(2.69, 1.359)","(2.6, 1.584)",0.243,32
"(3.242, 3.319)","(3.028, 3.175)",0.258,46
"(3.028, 3.175)","(3.242, 3.319)",0.258,64
"(2.292, 3.337)","(2.478, 3.564)",0.293,12
"(2.593, 3.189)","(2.559, 3.482)",0.295,50
"(1.078, 1.535)","(1.348, 1.341)",0.332,9
"(2.536, 4.195)","(2.782, 3.67)",0.58,101
"(0.468, 2.594)","(1.172, 2.504)",0.709,65
