og_coord,closest_coord,dist,avg_dist
"(0.533, 0.683)","(0.536, 0.686)",0.004,0.021
"(0.536, 0.686)","(0.533, 0.683)",0.004,0.0
"(0.445, 0.46)","(0.445, 0.464)",0.004,0.0
"(0.445, 0.464)","(0.445, 0.46)",0.004,0.0
"(0.526, 0.569)","(0.527, 0.565)",0.005,0.0
"(0.527, 0.565)","(0.526, 0.569)",0.005,0.0
"(0.54, 0.43)","(0.545, 0.427)",0.006,0.0
"(0.545, 0.427)","(0.54, 0.43)",0.006,0.0
"(0.518, 0.789)","(0.513, 0.786)",0.006,0.0
"(0.513, 0.786)","(0.518, 0.789)",0.006,0.0
"(0.539, 0.436)","(0.54, 0.43)",0.006,0.0
"(0.578, 0.431)","(0.57, 0.43)",0.008,0.0
"(0.57, 0.43)","(0.578, 0.431)",0.008,0.0
"(0.465, 0.548)","(0.459, 0.555)",0.01,0.0
"(0.459, 0.555)","(0.465, 0.548)",0.01,0.0
"(0.497, 0.801)","(0.508, 0.799)",0.01,0.0
"(0.508, 0.799)","(0.497, 0.801)",0.01,0.0
"(0.468, 0.676)","(0.47, 0.665)",0.011,0.0
"(0.47, 0.665)","(0.468, 0.676)",0.011,0.0
"(0.441, 0.79)","(0.439, 0.802)",0.012,0.0
"(0.439, 0.802)","(0.441, 0.79)",0.012,0.0
"(0.595, 0.562)","(0.582, 0.557)",0.014,0.0
"(0.582, 0.557)","(0.595, 0.562)",0.014,0.0
"(0.549, 0.692)","(0.536, 0.686)",0.014,0.0
"(0.363, 0.629)","(0.378, 0.627)",0.015,0.0
"(0.378, 0.627)","(0.363, 0.629)",0.015,0.0
"(0.343, 0.692)","(0.345, 0.709)",0.017,0.0
"(0.345, 0.709)","(0.343, 0.692)",0.017,0.0
"(0.362, 0.706)","(0.345, 0.709)",0.017,0.0
"(0.533, 0.453)","(0.539, 0.436)",0.017,0.0
"(0.458, 0.445)","(0.445, 0.46)",0.02,0.0
"(0.454, 0.652)","(0.47, 0.665)",0.02,0.0
"(0.562, 0.565)","(0.582, 0.557)",0.02,0.0
"(0.662, 0.718)","(0.642, 0.722)",0.021,0.0
"(0.642, 0.722)","(0.662, 0.718)",0.021,0.0
"(0.51, 0.446)","(0.489, 0.449)",0.021,0.0
"(0.489, 0.449)","(0.51, 0.446)",0.021,0.0
"(0.513, 0.498)","(0.51, 0.476)",0.022,0.0
"(0.51, 0.476)","(0.513, 0.498)",0.022,0.0
"(0.384, 0.693)","(0.362, 0.706)",0.025,0.0
"(0.477, 0.574)","(0.459, 0.555)",0.026,0.0
"(0.501, 0.561)","(0.526, 0.569)",0.026,0.0
"(0.428, 0.767)","(0.441, 0.79)",0.027,0.0
"(0.486, 0.502)","(0.513, 0.498)",0.027,0.0
"(0.671, 0.644)","(0.681, 0.668)",0.027,0.0
"(0.681, 0.668)","(0.671, 0.644)",0.027,0.0
"(0.51, 0.759)","(0.513, 0.786)",0.027,0.0
"(0.539, 0.613)","(0.516, 0.596)",0.028,0.0
"(0.516, 0.596)","(0.539, 0.613)",0.028,0.0
"(0.366, 0.658)","(0.363, 0.629)",0.029,0.0
"(0.435, 0.832)","(0.439, 0.802)",0.031,0.0
"(0.475, 0.778)","(0.497, 0.801)",0.032,0.0
"(0.64, 0.655)","(0.671, 0.644)",0.033,0.0
"(0.402, 0.664)","(0.384, 0.693)",0.034,0.0
"(0.551, 0.799)","(0.518, 0.789)",0.034,0.0
"(0.478, 0.608)","(0.477, 0.574)",0.035,0.0
"(0.502, 0.699)","(0.533, 0.683)",0.035,0.0
"(0.505, 0.659)","(0.47, 0.665)",0.035,0.0
"(0.436, 0.525)","(0.465, 0.548)",0.036,0.0
"(0.597, 0.775)","(0.564, 0.754)",0.039,0.0
"(0.564, 0.754)","(0.597, 0.775)",0.039,0.0
"(0.471, 0.729)","(0.502, 0.699)",0.043,0.0
"(0.627, 0.596)","(0.595, 0.562)",0.047,0.0
"(0.429, 0.599)","(0.478, 0.608)",0.05,0.0
"(0.585, 0.64)","(0.539, 0.613)",0.053,0.0
"(0.505, 0.38)","(0.54, 0.43)",0.061,0.0
