og_coord,closest_coord,dist
"(3145, 2154)","(2.824, 1.891)",0.038
"(3180, 2129)","(2.793, 1.913)",0.038
"(7612, 6793)","(6.761, 5.981)",0.052
"(7614, 6735)","(6.759, 6.032)",0.052
"(6564, 5895)","(5.833, 5.288)",0.053
"(6569, 5955)","(5.829, 5.235)",0.053
"(1281, 809)","(1.191, 0.71)",0.054
"(1341, 799)","(1.138, 0.718)",0.054
"(5533, 5210)","(4.907, 4.681)",0.055
"(5526, 5271)","(4.913, 4.626)",0.055
"(4151, 3838)","(3.63, 3.406)",0.056
"(4088, 3836)","(3.686, 3.408)",0.056
"(7207, 6654)","(6.334, 5.915)",0.066
"(7133, 6661)","(6.4, 5.909)",0.066
"(3538, 3654)","(3.177, 3.307)",0.072
"(3578, 3724)","(3.142, 3.245)",0.072
"(1870, 1353)","(1.612, 1.257)",0.074
"(1815, 1415)","(1.661, 1.201)",0.074
"(3180, 2766)","(2.818, 2.532)",0.076
"(3173, 2851)","(2.824, 2.456)",0.076
"(2021, 1531)","(1.858, 1.404)",0.077
"(2092, 1581)","(1.795, 1.36)",0.077
"(7202, 6561)","(6.4, 5.909)",0.083
"(7110, 6541)","(6.395, 5.826)",0.084
"(7684, 7596)","(6.785, 6.668)",0.086
"(7641, 7509)","(6.823, 6.745)",0.086
"(4952, 5366)","(4.393, 4.676)",0.089
"(4947, 5266)","(4.397, 4.765)",0.089
"(1601, 1009)","(1.518, 0.86)",0.103
"(1709, 968)","(1.422, 0.896)",0.103
"(7764, 7221)","(6.947, 6.502)",0.104
"(7823, 7322)","(6.894, 6.412)",0.104
"(2912, 1964)","(2.661, 1.67)",0.105
"(2997, 1881)","(2.586, 1.744)",0.105
"(3692, 3001)","(3.214, 2.748)",0.106
"(3619, 3095)","(3.278, 2.665)",0.106
"(7926, 6876)","(7.035, 6.22)",0.114
"(7922, 7004)","(7.038, 6.106)",0.114
"(3462, 3808)","(3.177, 3.307)",0.127
"(6708, 6660)","(5.97, 6.044)",0.13
"(6723, 6806)","(5.957, 5.914)",0.13
"(2037, 1815)","(1.729, 1.506)",0.132
"(1947, 1696)","(1.809, 1.612)",0.132
"(3285, 2022)","(2.824, 1.891)",0.133
"(3071, 2659)","(2.824, 2.456)",0.136
"(2449, 1830)","(2.274, 1.72)",0.138
"(2561, 1937)","(2.175, 1.625)",0.138
"(6868, 6993)","(6.228, 6.132)",0.151
"(7013, 6905)","(6.099, 6.21)",0.151
"(3297, 2632)","(2.824, 2.456)",0.158
"(6175, 6067)","(5.326, 5.414)",0.159
"(5998, 6097)","(5.483, 5.387)",0.159
"(1852, 1080)","(1.518, 0.86)",0.161
"(2880, 2699)","(2.727, 2.361)",0.173
"(5036, 5746)","(4.588, 4.972)",0.175
"(5167, 5599)","(4.472, 5.102)",0.175
"(5102, 5138)","(4.393, 4.676)",0.179
"(2958, 2241)","(2.793, 1.913)",0.183
"(6637, 6994)","(5.97, 6.044)",0.184
"(2764, 2162)","(2.627, 1.99)",0.186
"(5803, 6178)","(5.326, 5.414)",0.188
"(2310, 1654)","(2.175, 1.625)",0.199
"(2073, 1123)","(1.645, 0.959)",0.2
"(6962, 6371)","(6.314, 5.808)",0.2
"(8078, 7213)","(7.035, 6.22)",0.232
"(6073, 6362)","(5.326, 5.414)",0.245
"(5780, 5385)","(4.907, 4.681)",0.247
"(2712, 1548)","(2.215, 1.217)",0.25
"(2494, 1370)","(2.408, 1.375)",0.25
"(7479, 7227)","(6.894, 6.412)",0.253
"(6591, 6397)","(5.957, 5.914)",0.256
"(4386, 4061)","(3.686, 3.408)",0.288
"(4620, 5242)","(4.393, 4.676)",0.291
"(6332, 5663)","(5.829, 5.235)",0.291
"(3937, 3301)","(3.214, 2.748)",0.336
"(4125, 4816)","(3.826, 3.96)",0.355
"(4308, 4460)","(3.663, 4.277)",0.355
"(2248, 2189)","(2.274, 1.72)",0.357
"(6234, 6745)","(5.393, 5.649)",0.369
"(3898, 4209)","(3.63, 3.406)",0.372
"(4180, 5382)","(4.103, 4.655)",0.41
