og_coord,starfish_coord,dist
"(4312.0, 1333.0)","(4287.645, 1341.5)",25.796
"(4337.0, 1329.0)","(4287.645, 1341.5)",50.913
"(3816.0, 2820.0)","(3827.143, 2871.468)",52.66
"(4284.0, 1396.0)","(4287.645, 1341.5)",54.622
"(3782.0, 2920.0)","(3827.143, 2871.468)",66.282
"(4303.0, 1271.0)","(4287.645, 1341.5)",72.153
"(4829.0, 2288.0)","(4900.165, 2270.505)",73.284
"(1697.0, 6086.0)","(1737.105, 6010.526)",85.468
"(4813.0, 2264.0)","(4900.165, 2270.505)",87.407
"(1946.0, 5858.0)","(1897.125, 5782.942)",89.568
"(3412.0, 4965.0)","(3339.082, 5025.514)",94.757
"(4359.0, 1279.0)","(4287.645, 1341.5)",94.857
"(2629.0, 4406.0)","(2645.663, 4312.537)",94.937
"(3909.0, 3289.0)","(3995.164, 3247.515)",95.631
"(3742.0, 2821.0)","(3827.143, 2871.468)",98.977
"(3921.0, 3316.0)","(3995.164, 3247.515)",100.948
"(3888.0, 3234.0)","(3995.164, 3247.515)",108.013
"(3784.0, 2771.0)","(3827.143, 2871.468)",109.34
"(2011.0, 5798.0)","(1897.125, 5782.942)",114.866
"(5014.0, 2253.0)","(4900.165, 2270.505)",115.173
"(1253.0, 9516.0)","(1337.944, 9437.619)",115.581
"(1860.0, 6093.0)","(1897.125, 5982.967)",116.127
"(1781.0, 6119.0)","(1737.105, 6010.526)",117.019
"(3818.0, 2751.0)","(3827.143, 2871.468)",120.814
"(5023.0, 2282.0)","(4900.165, 2270.505)",123.372
"(4343.0, 1452.0)","(4287.645, 1341.5)",123.59
"(4802.0, 2193.0)","(4900.165, 2270.505)",125.074
"(1213.0, 9450.0)","(1337.944, 9437.619)",125.556
"(4863.0, 2150.0)","(4900.165, 2270.505)",126.106
"(2023.0, 5771.0)","(1897.125, 5782.942)",126.44
"(3466.0, 5031.0)","(3339.082, 5025.514)",127.037
"(4059.0, 3358.0)","(3995.164, 3247.515)",127.601
"(4967.0, 2161.0)","(4900.165, 2270.505)",128.29
"(4412.0, 1377.0)","(4287.645, 1341.5)",129.323
"(3732.0, 2963.0)","(3827.143, 2871.468)",132.024
"(1719.0, 6142.0)","(1737.105, 6010.526)",132.715
"(4180.0, 1263.0)","(4287.645, 1341.5)",133.228
"(1142.0, 9860.0)","(1085.468, 9733.656)",138.415
"(3409.0, 4905.0)","(3339.082, 5025.514)",139.327
"(2658.0, 4452.0)","(2645.663, 4312.537)",140.008
"(3471.0, 4977.0)","(3339.082, 5025.514)",140.556
"(3472.0, 5072.0)","(3339.082, 5025.514)",140.812
"(1045.0, 9869.0)","(1085.468, 9733.656)",141.264
"(3916.0, 3367.0)","(3995.164, 3247.515)",143.33
"(851.0, 9461.0)","(724.535, 9530.075)",144.1
"(2041.0, 6005.0)","(1897.125, 5982.967)",145.552
"(3467.0, 5095.0)","(3339.082, 5025.514)",145.572
"(1307.0, 9295.0)","(1337.944, 9437.619)",145.937
"(1201.0, 9491.0)","(1337.944, 9437.619)",146.98
"(1061.0, 9587.0)","(1085.468, 9733.656)",148.683
"(3215.0, 4943.0)","(3339.082, 5025.514)",149.013
"(3191.0, 5045.0)","(3339.082, 5025.514)",149.359
"(2012.0, 6083.0)","(1897.125, 5982.967)",152.325
"(1696.0, 6158.0)","(1737.105, 6010.526)",153.095
"(5053.0, 2300.0)","(4900.165, 2270.505)",155.655
"(2054.0, 5995.0)","(1897.125, 5982.967)",157.336
"(4399.0, 1453.0)","(4287.645, 1341.5)",157.582
"(1348.0, 9280.0)","(1337.944, 9437.619)",157.939
"(969.0, 8180.0)","(884.555, 8045.446)",158.858
"(1745.0, 6171.0)","(1737.105, 6010.526)",160.668
"(1071.0, 9895.0)","(1085.468, 9733.656)",161.991
"(4178.0, 1461.0)","(4287.645, 1341.5)",162.18
"(2059.0, 5794.0)","(1897.125, 5782.942)",162.252
"(3970.0, 2949.0)","(3827.143, 2871.468)",162.54
"(992.0, 8170.0)","(884.555, 8045.446)",164.494
"(2061.0, 5804.0)","(1897.125, 5782.942)",165.222
"(1788.0, 6447.0)","(1657.095, 6549.259)",166.111
"(4120.0, 1351.0)","(4287.645, 1341.5)",167.914
"(1951.0, 6145.0)","(1897.125, 5982.967)",170.755
"(3871.0, 3365.0)","(3995.164, 3247.515)",170.937
"(1158.0, 9891.0)","(1085.468, 9733.656)",173.257
"(3972.0, 3420.0)","(3995.164, 3247.515)",174.033
"(1819.0, 6484.0)","(1657.095, 6549.259)",174.562
