cluster_id,cluster_size,cluster_area
0,2,5.562
1,1,1.964
2,2,4.884
3,1,1.964
4,1,1.964
5,1,1.964
6,1,1.964
7,1,1.964
8,1,1.964
9,1,1.964
10,1,1.964
11,1,1.964
12,1,1.964
13,1,1.964
14,1,1.964
15,1,1.964
16,1,1.964
17,1,1.964
18,1,1.964
19,1,1.964
20,1,1.964
21,1,1.964
22,1,1.964
23,1,1.964
24,1,1.964
25,1,1.964
26,1,1.964
27,1,1.964
28,1,1.964
29,1,1.964
30,1,1.964
31,1,1.964
32,1,1.964
33,1,1.964
34,1,1.964
35,1,1.964
36,1,1.964
37,1,1.964
38,1,1.964
39,1,1.964
40,1,1.964
41,1,1.964
42,1,1.964
43,1,1.964
44,1,1.964
45,1,1.964
46,1,1.964
47,1,1.964
48,1,1.964
49,1,1.964
50,1,1.964
51,1,1.964
52,1,1.964
53,1,1.964
54,1,1.964
55,1,1.964
56,1,1.964
57,1,1.964
58,1,1.964
59,1,1.964
60,1,1.964
61,1,1.964
62,1,1.964
63,1,1.964
64,1,1.964
65,1,1.964
66,1,1.964
67,1,1.964
68,1,1.964
69,1,1.964
70,1,1.964
71,1,1.964
72,1,1.964
73,1,1.964
74,1,1.964
75,1,1.964
76,1,1.964
77,1,1.964
78,1,1.964
