cluster_id,cluster_size,cluster_area
0,4,17.782
1,2,5.761
2,2,5.859
3,2,5.625
4,3,10.532
5,2,5.232
6,5,22.148
7,2,5.187
8,4,14.865
9,3,10.197
10,2,5.303
11,3,8.324
12,1,1.964
13,1,1.964
14,2,5.158
15,4,12.431
16,1,1.964
17,3,8.781
18,4,14.727
19,2,4.579
20,2,5.565
21,1,1.964
22,1,1.964
23,2,4.951
24,3,9.177
25,1,1.964
26,1,1.964
27,1,1.964
28,1,1.964
29,1,1.964
30,2,5.027
31,1,1.964
32,1,1.964
33,1,1.964
34,1,1.964
35,1,1.964
36,1,1.964
37,1,1.964
38,2,5.049
39,1,1.964
40,1,1.964
41,1,1.964
42,1,1.964
