og_coord,closest_coord,dist
"(3625, 4263)","(3452, 4003)",312.296
"(7847, 7108)","(7777, 7198)",114.018
"(2799, 2799)","(2727, 2710)",114.477
"(3801, 3404)","(3941, 3557)",207.386
"(5107, 5424)","(4949, 5161)",306.811
"(6104, 5721)","(5945, 5712)",159.255
"(7480, 6761)","(7724, 6926)",294.552
"(6890, 6566)","(6837, 6698)",142.243
"(2899, 3091)","(2898, 2993)",98.005
"(6032, 6144)","(6047, 6118)",30.017
"(2619, 2269)","(2659, 2239)",50.0
"(2490, 2412)","(2513, 2472)",64.257
"(2055, 1807)","(2335, 1589)",354.858
"(5729, 5085)","(5667, 5314)",237.245
"(5926, 6123)","(6032, 6144)",108.06
"(5945, 5712)","(6104, 5721)",159.255
"(3452, 4003)","(3364, 3832)",192.315
"(5171, 5764)","(5450, 5864)",296.38
"(1479, 1266)","(1479, 971)",295.0
"(6666, 6838)","(6837, 6698)",221.0
"(7155, 6430)","(7239, 6582)",173.666
"(5488, 4928)","(5384, 4953)",106.963
"(3977, 3870)","(3803, 3750)",211.367
"(4949, 5161)","(4776, 5203)",178.025
"(3285, 2171)","(2995, 2187)",290.441
"(2659, 2239)","(2619, 2269)",50.0
"(3041, 2370)","(2995, 2187)",188.693
"(4019, 5336)","(3966, 5350)",54.818
"(5384, 4953)","(5488, 4928)",106.963
"(4716, 5095)","(4776, 5203)",123.548
"(4211, 3789)","(3977, 3870)",247.623
"(4487, 4330)","(4539, 4117)",219.256
"(2062, 1421)","(2335, 1589)",320.551
"(4436, 4838)","(4271, 4537)",343.258
"(7777, 7198)","(7847, 7108)",114.018
"(6249, 6671)","(6217, 6755)",89.889
"(1479, 971)","(1479, 1266)",295.0
"(6383, 5775)","(6318, 5717)",87.115
"(1434, 679)","(1479, 971)",295.447
"(2800, 1785)","(2837, 2084)",301.281
"(3364, 3832)","(3349, 3810)",26.627
"(3966, 5350)","(4019, 5336)",54.818
"(7280, 7300)","(7221, 6972)",333.264
"(2727, 2710)","(2634, 2722)",93.771
"(4271, 4537)","(4094, 4459)",193.424
"(3349, 3810)","(3364, 3832)",26.627
"(2634, 2722)","(2727, 2710)",93.771
"(7532, 7564)","(7280, 7300)",364.966
"(4539, 4117)","(4487, 4330)",219.256
"(5450, 5864)","(5171, 5764)",296.38
"(6280, 5745)","(6318, 5717)",47.202
"(6419, 6330)","(6587, 6280)",175.283
"(7854, 6960)","(7724, 6926)",134.373
"(2837, 2084)","(2904, 2116)",74.25
"(7680, 6986)","(7724, 6926)",74.404
"(5434, 5380)","(5580, 5502)",190.263
"(7239, 6582)","(7228, 6603)",23.707
"(3574, 3153)","(3801, 3404)",338.423
"(5667, 5314)","(5580, 5502)",207.155
"(6617, 5931)","(6640, 5965)",41.049
"(3149, 3459)","(3349, 3810)",403.981
"(6318, 5717)","(6280, 5745)",47.202
"(6446, 6114)","(6419, 6330)",217.681
"(2513, 2472)","(2490, 2412)",64.257
"(6640, 5965)","(6617, 5931)",41.049
"(3803, 3750)","(3977, 3870)",211.367
"(7221, 6972)","(7280, 7300)",333.264
"(5580, 5502)","(5434, 5380)",190.263
"(3941, 3557)","(3801, 3404)",207.386
"(2898, 2993)","(2899, 3091)",98.005
"(2995, 2187)","(2904, 2116)",115.421
"(2904, 2116)","(2837, 2084)",74.25
"(6047, 6118)","(6032, 6144)",30.017
"(6837, 6698)","(6890, 6566)",142.243
"(2765, 2940)","(2898, 2993)",143.171
"(7228, 6603)","(7239, 6582)",23.707
"(2335, 1589)","(2062, 1421)",320.551
"(7724, 6926)","(7680, 6986)",74.404
"(6217, 6755)","(6249, 6671)",89.889
"(4776, 5203)","(4716, 5095)",123.548
"(6587, 6280)","(6419, 6330)",175.283
"(4094, 4459)","(4271, 4537)",193.424
