cluster_id,cluster_size,cluster_area
0,44,0.8828
1,19,0.23
2,2,0.0052
3,16,0.1322
4,2,0.0052
5,25,0.4137
6,15,0.1294
7,5,0.024
8,6,0.03
9,5,0.0189
10,13,0.0756
11,2,0.0052
12,3,0.0082
13,15,0.1495
14,3,0.0097
15,8,0.0376
16,2,0.005
17,5,0.0217
18,19,0.1908
19,4,0.0149
20,3,0.0094
21,10,0.0617
22,7,0.0386
23,15,0.1618
24,2,0.0051
25,15,0.1715
26,8,0.0533
27,11,0.0849
28,17,0.1859
29,14,0.1421
30,6,0.0319
31,2,0.0048
32,4,0.0131
33,5,0.0213
34,2,0.0047
35,3,0.0076
36,13,0.127
37,4,0.0132
38,6,0.0246
39,5,0.021
40,2,0.0049
41,2,0.0051
42,4,0.012
43,8,0.0435
44,2,0.0047
45,5,0.0169
46,3,0.0075
47,5,0.0206
48,15,0.1399
49,2,0.0048
50,3,0.0086
51,3,0.0091
52,4,0.0116
53,17,0.176
54,5,0.0184
55,3,0.0091
56,4,0.0143
57,3,0.0084
58,24,0.3257
59,6,0.0245
60,10,0.0572
61,3,0.0084
62,2,0.0049
63,2,0.0045
64,1,0.0017
65,4,0.012
66,2,0.0041
67,2,0.0045
68,1,0.0017
69,2,0.0045
70,1,0.0017
71,2,0.0045
72,3,0.0084
73,2,0.0042
74,2,0.0045
75,1,0.0017
76,1,0.0017
77,8,0.0349
78,3,0.0097
79,1,0.0017
80,12,0.0745
81,1,0.0017
82,3,0.0077
83,13,0.1052
84,1,0.0017
85,2,0.0042
86,2,0.0045
87,1,0.0017
88,3,0.0088
89,1,0.0017
90,1,0.0017
91,1,0.0017
92,2,0.0043
93,1,0.0017
94,1,0.0017
95,1,0.0017
96,6,0.0246
97,1,0.0017
98,2,0.0041
99,1,0.0017
100,4,0.0126
101,4,0.0109
102,1,0.0017
103,1,0.0017
104,1,0.0017
105,1,0.0017
106,1,0.0017
107,3,0.0086
108,6,0.02
109,3,0.0075
110,6,0.0261
111,1,0.0017
112,10,0.0681
113,4,0.0132
114,6,0.0269
115,3,0.0074
116,1,0.0017
117,1,0.0017
118,4,0.0161
119,1,0.0017
120,28,0.4398
121,1,0.0017
122,2,0.0044
123,1,0.0017
124,1,0.0017
