og_coord,closest_coord,dist
"(1.456, 2.782)","(1.45, 2.789)",0.009
"(1.45, 2.789)","(1.456, 2.782)",0.009
"(3.208, 3.843)","(3.213, 3.834)",0.01
"(3.213, 3.834)","(3.208, 3.843)",0.01
"(1.66, 1.291)","(1.672, 1.295)",0.012
"(1.672, 1.295)","(1.66, 1.291)",0.012
"(2.04, 2.463)","(2.036, 2.452)",0.012
"(2.036, 2.452)","(2.04, 2.463)",0.012
"(2.247, 2.253)","(2.254, 2.263)",0.012
"(2.254, 2.263)","(2.247, 2.253)",0.012
"(1.371, 2.051)","(1.359, 2.043)",0.015
"(1.359, 2.043)","(1.371, 2.051)",0.015
"(3.112, 3.21)","(3.109, 3.196)",0.015
"(3.109, 3.196)","(3.112, 3.21)",0.015
"(2.784, 4.262)","(2.781, 4.277)",0.015
"(2.781, 4.277)","(2.784, 4.262)",0.015
"(1.927, 2.336)","(1.943, 2.33)",0.017
"(3.155, 3.75)","(3.162, 3.766)",0.017
"(3.162, 3.766)","(3.155, 3.75)",0.017
"(1.943, 2.33)","(1.927, 2.336)",0.017
"(2.045, 1.874)","(2.028, 1.87)",0.017
"(2.028, 1.87)","(2.045, 1.874)",0.017
"(2.118, 2.744)","(2.136, 2.749)",0.019
"(2.136, 2.749)","(2.118, 2.744)",0.019
"(1.301, 2.44)","(1.319, 2.447)",0.019
"(1.319, 2.447)","(1.301, 2.44)",0.019
"(2.295, 2.846)","(2.314, 2.844)",0.019
"(2.314, 2.844)","(2.295, 2.846)",0.019
"(1.558, 1.449)","(1.555, 1.468)",0.019
"(1.555, 1.468)","(1.558, 1.449)",0.019
"(1.549, 1.281)","(1.534, 1.268)",0.02
"(1.534, 1.268)","(1.549, 1.281)",0.02
"(2.289, 2.865)","(2.295, 2.846)",0.02
"(1.782, 2.553)","(1.771, 2.57)",0.02
"(2.325, 2.827)","(2.314, 2.844)",0.02
"(1.771, 2.57)","(1.782, 2.553)",0.02
"(3.045, 3.773)","(3.064, 3.764)",0.021
"(3.064, 3.764)","(3.045, 3.773)",0.021
"(1.246, 2.458)","(1.268, 2.461)",0.022
"(1.268, 2.461)","(1.246, 2.458)",0.022
"(1.457, 1.213)","(1.436, 1.205)",0.022
"(1.436, 1.205)","(1.457, 1.213)",0.022
"(2.656, 3.736)","(2.677, 3.742)",0.022
"(2.677, 3.742)","(2.656, 3.736)",0.022
"(2.297, 1.317)","(2.309, 1.298)",0.023
"(2.309, 1.298)","(2.297, 1.317)",0.023
"(1.654, 2.056)","(1.632, 2.066)",0.024
"(1.632, 2.066)","(1.654, 2.056)",0.024
"(2.884, 3.115)","(2.883, 3.09)",0.025
"(2.883, 3.09)","(2.884, 3.115)",0.025
"(2.157, 1.796)","(2.163, 1.772)",0.025
"(2.163, 1.772)","(2.157, 1.796)",0.025
"(1.189, 1.143)","(1.172, 1.162)",0.026
"(1.172, 1.162)","(1.189, 1.143)",0.026
"(1.424, 2.792)","(1.45, 2.789)",0.026
"(1.901, 2.33)","(1.927, 2.336)",0.027
"(2.238, 3.045)","(2.255, 3.024)",0.027
"(2.255, 3.024)","(2.238, 3.045)",0.027
"(2.961, 3.656)","(2.96, 3.628)",0.028
"(2.96, 3.628)","(2.961, 3.656)",0.028
"(0.913, 0.942)","(0.933, 0.963)",0.029
"(0.933, 0.963)","(0.913, 0.942)",0.029
"(2.008, 1.241)","(1.983, 1.226)",0.029
"(1.983, 1.226)","(2.008, 1.241)",0.029
"(1.216, 1.13)","(1.189, 1.143)",0.03
"(1.862, 2.102)","(1.856, 2.132)",0.03
"(1.856, 2.132)","(1.862, 2.102)",0.03
"(2.645, 4.19)","(2.651, 4.219)",0.03
"(2.651, 4.219)","(2.645, 4.19)",0.03
"(2.627, 2.609)","(2.613, 2.636)",0.03
"(2.613, 2.636)","(2.627, 2.609)",0.03
"(0.866, 1.253)","(0.859, 1.283)",0.031
"(0.859, 1.283)","(0.866, 1.253)",0.031
"(2.683, 4.219)","(2.651, 4.219)",0.031
"(1.935, 2.727)","(1.918, 2.7)",0.032
"(1.918, 2.7)","(1.935, 2.727)",0.032
"(1.634, 1.229)","(1.628, 1.261)",0.032
"(1.628, 1.261)","(1.634, 1.229)",0.032
"(2.333, 2.871)","(2.314, 2.844)",0.033
"(3.289, 3.541)","(3.256, 3.535)",0.033
"(3.256, 3.535)","(3.289, 3.541)",0.033
"(2.908, 3.669)","(2.876, 3.658)",0.033
"(2.876, 3.658)","(2.908, 3.669)",0.033
"(1.735, 1.588)","(1.755, 1.561)",0.034
"(1.755, 1.561)","(1.735, 1.588)",0.034
"(3.013, 3.758)","(3.045, 3.773)",0.035
"(1.16, 1.195)","(1.172, 1.162)",0.035
"(3.15, 3.595)","(3.115, 3.592)",0.035
"(3.115, 3.592)","(3.15, 3.595)",0.035
"(1.532, 2.216)","(1.567, 2.211)",0.035
"(1.567, 2.211)","(1.532, 2.216)",0.035
"(2.305, 2.993)","(2.318, 2.961)",0.035
"(1.522, 1.481)","(1.555, 1.468)",0.035
"(2.318, 2.961)","(2.305, 2.993)",0.035
"(2.445, 1.631)","(2.424, 1.659)",0.035
"(2.193, 1.935)","(2.188, 1.9)",0.035
"(2.188, 1.9)","(2.193, 1.935)",0.035
"(2.424, 1.659)","(2.445, 1.631)",0.035
"(1.147, 2.28)","(1.178, 2.299)",0.036
"(1.178, 2.299)","(1.147, 2.28)",0.036
"(1.54, 2.549)","(1.552, 2.515)",0.036
"(1.552, 2.515)","(1.54, 2.549)",0.036
"(1.003, 2.479)","(0.981, 2.508)",0.037
"(0.981, 2.508)","(1.003, 2.479)",0.037
"(2.92, 3.087)","(2.883, 3.09)",0.037
"(1.367, 1.631)","(1.334, 1.612)",0.038
"(1.334, 1.612)","(1.367, 1.631)",0.038
"(1.457, 2.384)","(1.42, 2.391)",0.038
"(1.42, 2.391)","(1.457, 2.384)",0.038
"(2.357, 2.558)","(2.328, 2.532)",0.038
"(2.328, 2.532)","(2.357, 2.558)",0.038
"(0.637, 2.497)","(0.638, 2.535)",0.038
"(0.638, 2.535)","(0.637, 2.497)",0.038
"(1.238, 1.162)","(1.216, 1.13)",0.039
"(3.283, 3.502)","(3.289, 3.541)",0.04
"(2.328, 2.25)","(2.367, 2.261)",0.04
"(2.367, 2.261)","(2.328, 2.25)",0.04
"(1.409, 2.064)","(1.371, 2.051)",0.041
"(1.868, 2.062)","(1.862, 2.102)",0.041
"(0.654, 0.991)","(0.694, 0.982)",0.041
"(0.694, 0.982)","(0.654, 0.991)",0.041
"(2.055, 2.042)","(2.022, 2.016)",0.042
"(2.022, 2.016)","(2.055, 2.042)",0.042
"(1.435, 1.249)","(1.457, 1.213)",0.042
"(0.829, 0.939)","(0.84, 0.899)",0.042
"(0.84, 0.899)","(0.829, 0.939)",0.042
"(2.007, 2.055)","(2.022, 2.016)",0.042
"(0.394, 1.07)","(0.363, 1.039)",0.043
"(0.363, 1.039)","(0.394, 1.07)",0.043
"(2.317, 1.817)","(2.313, 1.774)",0.043
"(2.313, 1.774)","(2.317, 1.817)",0.043
"(3.292, 3.706)","(3.262, 3.738)",0.044
"(3.262, 3.738)","(3.292, 3.706)",0.044
"(1.704, 1.265)","(1.672, 1.295)",0.044
"(2.465, 3.118)","(2.507, 3.107)",0.044
"(2.507, 3.107)","(2.465, 3.118)",0.044
"(1.368, 2.519)","(1.33, 2.496)",0.044
"(1.33, 2.496)","(1.368, 2.519)",0.044
"(1.232, 2.827)","(1.241, 2.871)",0.045
"(1.241, 2.871)","(1.232, 2.827)",0.045
"(0.668, 0.443)","(0.664, 0.488)",0.045
"(0.664, 0.488)","(0.668, 0.443)",0.045
"(1.367, 2.47)","(1.33, 2.496)",0.045
"(1.049, 0.751)","(1.093, 0.763)",0.045
"(1.093, 0.763)","(1.049, 0.751)",0.045
"(1.36, 2.407)","(1.398, 2.432)",0.046
