og_centroid,closest_centroid,dist,cluster_id
"(8006.0, 3203.333)","(7866.75, 3183.5)",140.655,71
"(7866.75, 3183.5)","(8006.0, 3203.333)",140.655,31
"(7508.333, 3344.667)","(7411.0, 3183.333)",188.42,125
"(7411.0, 3183.333)","(7508.333, 3344.667)",188.42,41
"(9950.333, 5584.0)","(10062.667, 5406.333)",210.2,1
"(10062.667, 5406.333)","(9950.333, 5584.0)",210.2,88
"(8187.667, 3077.667)","(8006.0, 3203.333)",220.896,32
"(8843.667, 4548.0)","(8872.333, 4326.667)",223.182,67
"(8872.333, 4326.667)","(8843.667, 4548.0)",223.182,175
"(9141.0, 3071.75)","(9054.667, 2795.667)",289.267,52
"(9054.667, 2795.667)","(9141.0, 3071.75)",289.267,44
"(7951.5, 3488.0)","(8006.0, 3203.333)",289.837,63
"(8518.75, 3243.75)","(8793.25, 3086.75)",316.227,13
"(8793.25, 3086.75)","(8518.75, 3243.75)",316.227,20
"(8705.667, 2348.333)","(8436.0, 2517.667)",318.424,27
"(8436.0, 2517.667)","(8705.667, 2348.333)",318.424,0
"(9721.0, 5189.75)","(9809.667, 4879.0)",323.152,30
"(9809.667, 4879.0)","(9721.0, 5189.75)",323.152,40
"(9596.667, 5514.333)","(9721.0, 5189.75)",347.582,3
"(10212.8, 5870.6)","(10565.667, 5949.333)",361.544,4
"(10565.667, 5949.333)","(10212.8, 5870.6)",361.544,19
"(8867.0, 2008.333)","(8705.667, 2348.333)",376.336,14
"(3122.333, 2156.667)","(3070.333, 1783.667)",376.607,7
"(3070.333, 1783.667)","(3122.333, 2156.667)",376.607,23
"(2739.25, 1505.5)","(2411.0, 1691.333)",377.203,66
"(2411.0, 1691.333)","(2739.25, 1505.5)",377.203,201
"(3218.667, 1349.667)","(3070.333, 1783.667)",458.649,111
"(8371.333, 4132.667)","(8872.333, 4326.667)",537.249,8
"(1855.0, 1934.0)","(2411.0, 1691.333)",606.649,213
"(7724.0, 4060.0)","(7951.5, 3488.0)",615.581,137
"(8668.667, 5270.333)","(8843.667, 4548.0)",743.23,28
"(1356.0, 1173.0)","(496.25, 1396.25)",888.263,24
"(496.25, 1396.25)","(1356.0, 1173.0)",888.263,99
"(6793.0, 4002.333)","(7724.0, 4060.0)",932.784,12
"(3894.667, 391.0)","(3218.667, 1349.667)",1173.038,134
