og_coord,closest_coord,dist
"(9.177, 3.363)","(9.186, 3.364)",0.009
"(9.186, 3.364)","(9.177, 3.363)",0.009
"(9.876, 3.834)","(9.882, 3.841)",0.009
"(9.882, 3.841)","(9.876, 3.834)",0.009
"(3.225, 1.82)","(3.227, 1.831)",0.011
"(3.227, 1.831)","(3.225, 1.82)",0.011
"(10.274, 6.641)","(10.263, 6.637)",0.012
"(10.263, 6.637)","(10.274, 6.641)",0.012
"(3.227, 1.966)","(3.235, 1.957)",0.012
"(3.235, 1.957)","(3.227, 1.966)",0.012
"(9.728, 6.138)","(9.717, 6.133)",0.012
"(9.717, 6.133)","(9.728, 6.138)",0.012
"(3.026, 1.271)","(3.029, 1.259)",0.012
"(3.029, 1.259)","(3.026, 1.271)",0.012
"(9.792, 6.127)","(9.784, 6.137)",0.013
"(9.784, 6.137)","(9.792, 6.127)",0.013
"(9.449, 2.73)","(9.459, 2.738)",0.013
"(9.459, 2.738)","(9.449, 2.73)",0.013
"(9.861, 1.795)","(9.853, 1.785)",0.013
"(9.853, 1.785)","(9.861, 1.795)",0.013
"(3.566, 1.324)","(3.559, 1.335)",0.013
"(3.559, 1.335)","(3.566, 1.324)",0.013
"(3.398, 2.07)","(3.399, 2.057)",0.013
"(3.399, 2.057)","(3.398, 2.07)",0.013
"(9.863, 3.837)","(9.876, 3.834)",0.013
"(3.49, 0.708)","(3.487, 0.721)",0.013
"(3.487, 0.721)","(3.49, 0.708)",0.013
"(10.107, 2.162)","(10.099, 2.151)",0.014
"(10.099, 2.151)","(10.107, 2.162)",0.014
"(2.919, 1.917)","(2.927, 1.928)",0.014
"(2.927, 1.928)","(2.919, 1.917)",0.014
"(10.223, 6.65)","(10.236, 6.646)",0.014
"(10.236, 6.646)","(10.223, 6.65)",0.014
"(3.574, 1.313)","(3.566, 1.324)",0.014
"(8.254, 3.459)","(8.265, 3.467)",0.014
"(8.265, 3.467)","(8.254, 3.459)",0.014
"(3.214, 1.961)","(3.227, 1.966)",0.014
"(3.198, 2.175)","(3.211, 2.18)",0.014
"(3.211, 2.18)","(3.198, 2.175)",0.014
"(10.398, 3.684)","(10.411, 3.679)",0.014
"(10.411, 3.679)","(10.398, 3.684)",0.014
"(10.025, 6.088)","(10.02, 6.101)",0.014
"(10.02, 6.101)","(10.025, 6.088)",0.014
"(3.593, 0.864)","(3.594, 0.85)",0.014
"(3.594, 0.85)","(3.593, 0.864)",0.014
"(9.829, 3.974)","(9.828, 3.96)",0.014
"(9.828, 3.96)","(9.829, 3.974)",0.014
"(2.88, 1.083)","(2.87, 1.093)",0.014
"(2.87, 1.093)","(2.88, 1.083)",0.014
"(3.117, 1.931)","(3.115, 1.945)",0.014
"(3.115, 1.945)","(3.117, 1.931)",0.014
"(3.237, 1.601)","(3.235, 1.587)",0.014
"(3.235, 1.587)","(3.237, 1.601)",0.014
"(9.404, 2.758)","(9.395, 2.769)",0.014
"(9.395, 2.769)","(9.404, 2.758)",0.014
"(3.162, 1.96)","(3.168, 1.947)",0.014
"(3.168, 1.947)","(3.162, 1.96)",0.014
"(9.38, 3.337)","(9.368, 3.345)",0.014
"(9.368, 3.345)","(9.38, 3.337)",0.014
"(10.366, 6.766)","(10.354, 6.774)",0.014
"(10.354, 6.774)","(10.366, 6.766)",0.014
"(9.386, 2.787)","(9.379, 2.774)",0.015
"(9.379, 2.774)","(9.386, 2.787)",0.015
"(2.969, 1.259)","(2.976, 1.272)",0.015
"(2.976, 1.272)","(2.969, 1.259)",0.015
"(9.791, 6.15)","(9.784, 6.137)",0.015
"(3.112, 1.49)","(3.117, 1.476)",0.015
"(3.117, 1.476)","(3.112, 1.49)",0.015
"(3.13, 1.912)","(3.144, 1.917)",0.015
"(3.144, 1.917)","(3.13, 1.912)",0.015
"(3.209, 1.6)","(3.209, 1.585)",0.015
"(3.209, 1.585)","(3.209, 1.6)",0.015
"(10.066, 2.159)","(10.051, 2.159)",0.015
"(10.051, 2.159)","(10.066, 2.159)",0.015
"(10.097, 3.072)","(10.112, 3.071)",0.015
"(10.112, 3.071)","(10.097, 3.072)",0.015
"(3.053, 1.378)","(3.066, 1.37)",0.015
"(3.066, 1.37)","(3.053, 1.378)",0.015
"(2.962, 1.156)","(2.975, 1.148)",0.015
"(2.975, 1.148)","(2.962, 1.156)",0.015
"(3.243, 1.944)","(3.235, 1.957)",0.015
"(2.969, 1.837)","(2.984, 1.834)",0.015
"(2.984, 1.834)","(2.969, 1.837)",0.015
"(3.009, 1.015)","(3.012, 1.03)",0.015
"(3.012, 1.03)","(3.009, 1.015)",0.015
"(2.965, 1.403)","(2.969, 1.418)",0.016
"(2.969, 1.418)","(2.965, 1.403)",0.016
"(3.538, 0.679)","(3.524, 0.686)",0.016
"(3.524, 0.686)","(3.538, 0.679)",0.016
"(9.868, 1.809)","(9.861, 1.795)",0.016
"(9.359, 5.493)","(9.366, 5.479)",0.016
"(9.366, 5.479)","(9.359, 5.493)",0.016
"(10.136, 6.08)","(10.127, 6.067)",0.016
"(10.127, 6.067)","(10.136, 6.08)",0.016
