og_centroid,closest_centroid,dist,cluster_id
"(3450.667, 685.667)","(3397.333, 540.333)",154.811,56.0
"(3397.333, 540.333)","(3450.667, 685.667)",154.811,37.0
"(511.333, 1662.0)","(734.0, 1575.667)",238.818,50.0
"(734.0, 1575.667)","(511.333, 1662.0)",238.818,172.0
"(3183.333, 1501.333)","(3418.667, 1407.0)",253.537,121.0
"(3418.667, 1407.0)","(3183.333, 1501.333)",253.537,26.0
"(83.333, 292.0)","(312.667, 448.667)",277.738,131.0
"(312.667, 448.667)","(83.333, 292.0)",277.738,20.0
"(1949.667, 645.0)","(1951.0, 351.333)",293.67,80.0
"(1951.0, 351.333)","(1949.667, 645.0)",293.67,18.0
"(1656.0, 370.333)","(1951.0, 351.333)",295.611,14.0
"(926.667, 1350.667)","(734.0, 1575.667)",296.219,68.0
"(95.0, 701.667)","(312.667, 448.667)",333.748,11.0
"(480.0, 156.0)","(312.667, 448.667)",337.127,39.0
"(1891.333, 2853.333)","(1987.667, 2525.0)",342.174,16.0
"(1987.667, 2525.0)","(1891.333, 2853.333)",342.174,51.0
"(895.75, 973.75)","(926.667, 1350.667)",378.183,86.0
"(2354.0, 2420.667)","(1987.667, 2525.0)",380.901,102.0
"(361.667, 2190.0)","(119.0, 1873.0)",399.22,12.0
"(119.0, 1873.0)","(361.667, 2190.0)",399.22,5.0
"(2001.667, 1061.0)","(1949.667, 645.0)",419.237,1.0
"(2184.667, 3164.333)","(1891.333, 2853.333)",427.511,83.0
"(429.6, 3062.6)","(758.0, 2785.333)",429.795,10.0
"(758.0, 2785.333)","(429.6, 3062.6)",429.795,82.0
"(2078.0, 2069.0)","(2354.0, 2420.667)",447.041,9.0
"(805.667, 2129.667)","(361.667, 2190.0)",448.08,6.0
"(331.667, 1095.667)","(95.0, 701.667)",459.616,45.0
"(2506.333, 1883.667)","(2078.0, 2069.0)",466.709,236.0
"(1272.4, 2954.8)","(758.0, 2785.333)",541.596,17.0
"(2894.333, 2521.0)","(2354.0, 2420.667)",549.569,25.0
"(1609.0, 1693.667)","(2078.0, 2069.0)",600.696,44.0
"(3747.333, 2350.333)","(2894.333, 2521.0)",869.906,75.0
"(3380.0, 3480.333)","(2894.333, 2521.0)",1075.264,71.0
