og_centroid,closest_centroid,dist,cluster_id
"(181.333, 2977.667)","(127.0, 2856.667)",132.639,79.0
"(127.0, 2856.667)","(181.333, 2977.667)",132.639,25.0
"(1119.0, 836.333)","(1025.333, 711.333)",156.2,68.0
"(1025.333, 711.333)","(1119.0, 836.333)",156.2,23.0
"(22.0, 681.667)","(61.667, 872.333)",194.749,52.0
"(61.667, 872.333)","(22.0, 681.667)",194.749,46.0
"(3009.333, 2617.333)","(3112.333, 2805.333)",214.367,34.0
"(3112.333, 2805.333)","(3009.333, 2617.333)",214.367,9.0
"(3696.0, 3256.75)","(3579.667, 3032.0)",253.073,42.0
"(3579.667, 3032.0)","(3696.0, 3256.75)",253.073,0.0
"(631.667, 1623.333)","(390.333, 1755.333)",275.075,11.0
"(390.333, 1755.333)","(631.667, 1623.333)",275.075,37.0
"(148.667, 1954.667)","(390.333, 1755.333)",313.267,10.0
"(2040.25, 2516.25)","(1787.333, 2311.667)",325.302,58.0
"(1787.333, 2311.667)","(2040.25, 2516.25)",325.302,14.0
"(1008.667, 1506.0)","(1224.0, 1236.5)",344.962,7.0
"(1224.0, 1236.5)","(1008.667, 1506.0)",344.962,16.0
"(1575.0, 2586.667)","(1787.333, 2311.667)",347.434,6.0
"(2573.0, 3721.333)","(2234.333, 3561.0)",374.703,2.0
"(2234.333, 3561.0)","(2573.0, 3721.333)",374.703,36.0
"(2239.0, 2845.667)","(2040.25, 2516.25)",384.73,80.0
"(95.0, 293.333)","(22.0, 681.667)",395.136,122.0
"(1626.667, 1215.333)","(1224.0, 1236.5)",403.223,39.0
"(3722.333, 1809.333)","(3324.333, 1927.333)",415.124,131.0
"(3324.333, 1927.333)","(3722.333, 1809.333)",415.124,35.0
"(461.0, 1022.333)","(61.667, 872.333)",426.576,24.0
"(1540.333, 728.0)","(1119.0, 836.333)",435.037,26.0
"(1133.667, 2530.667)","(1575.0, 2586.667)",444.872,31.0
"(1634.0, 1885.667)","(1787.333, 2311.667)",452.755,30.0
"(2990.0, 454.333)","(2541.667, 261.667)",487.978,118.0
"(2541.667, 261.667)","(2990.0, 454.333)",487.978,29.0
"(3795.75, 2585.5)","(3579.667, 3032.0)",496.038,71.0
"(593.0, 294.5)","(95.0, 293.333)",498.001,13.0
"(1674.667, 3416.0)","(2234.333, 3561.0)",578.144,99.0
"(2468.667, 2115.0)","(2040.25, 2516.25)",586.978,82.0
"(835.0, 3058.0)","(1133.667, 2530.667)",606.038,43.0
"(1722.667, 71.333)","(1540.333, 728.0)",681.511,104.0
