X,Y,cluster_id,avg,avg_no_1s
1639.526,3229.07,0,4.0,5.0
1622.727,3256.17,0,0.0,0.0
1597.712,3303.288,0,0.0,0.0
1642.0,3179.0,0,0.0,0.0
1591.97,3180.97,0,0.0,0.0
1556.581,3157.151,0,0.0,0.0
905.576,4975.864,1,0.0,0.0
931.043,4960.745,1,0.0,0.0
854.703,4964.681,1,0.0,0.0
879.329,4926.671,1,0.0,0.0
2134.303,2885.776,2,0.0,0.0
2070.793,2973.172,2,0.0,0.0
2035.586,2946.414,2,0.0,0.0
2071.044,2887.25,2,0.0,0.0
2102.138,2818.5,2,0.0,0.0
2063.921,2914.303,2,0.0,0.0
2095.87,2829.704,2,0.0,0.0
2117.081,2829.595,2,0.0,0.0
2084.0,2898.5,2,0.0,0.0
2132.646,2833.354,2,0.0,0.0
5253.88,499.5,3,0.0,0.0
5250.714,482.5,3,0.0,0.0
5172.061,467.091,3,0.0,0.0
5195.289,466.133,3,0.0,0.0
5229.5,536.708,3,0.0,0.0
5197.172,496.094,3,0.0,0.0
5251.4,520.171,3,0.0,0.0
1909.5,2932.0,4,0.0,0.0
1882.175,2945.561,4,0.0,0.0
1880.673,2934.429,4,0.0,0.0
1948.686,2901.486,4,0.0,0.0
3069.061,1925.909,5,0.0,0.0
3041.625,1908.05,5,0.0,0.0
3113.655,1898.836,5,0.0,0.0
3033.529,1951.129,5,0.0,0.0
3025.279,1916.93,5,0.0,0.0
3056.0,1923.0,5,0.0,0.0
3075.667,1940.281,5,0.0,0.0
6117.838,882.912,6,0.0,0.0
6161.642,933.321,6,0.0,0.0
6145.016,841.656,6,0.0,0.0
6155.217,868.957,6,0.0,0.0
6106.429,920.673,6,0.0,0.0
6191.017,907.069,6,0.0,0.0
908.709,5325.436,7,0.0,0.0
884.674,5335.82,7,0.0,0.0
853.439,5263.895,7,0.0,0.0
847.762,5231.931,7,0.0,0.0
901.728,5353.099,7,0.0,0.0
834.241,5240.517,7,0.0,0.0
870.884,5270.791,7,0.0,0.0
909.989,5343.168,7,0.0,0.0
863.697,5208.056,7,0.0,0.0
857.848,5238.939,7,0.0,0.0
905.0,5308.895,7,0.0,0.0
2534.609,3212.469,8,0.0,0.0
2506.872,3187.17,8,0.0,0.0
2523.924,3150.712,8,0.0,0.0
2552.047,3185.234,8,0.0,0.0
2551.697,3139.263,8,0.0,0.0
1472.741,4944.824,9,0.0,0.0
1526.273,4955.26,9,0.0,0.0
1485.948,4981.468,9,0.0,0.0
1505.609,4919.977,9,0.0,0.0
1547.689,4917.378,9,0.0,0.0
1502.291,4998.506,9,0.0,0.0
1537.018,4998.327,9,0.0,0.0
1584.193,4919.0,9,0.0,0.0
1520.89,4928.362,9,0.0,0.0
1529.01,4876.553,9,0.0,0.0
1572.586,4855.839,9,0.0,0.0
3138.208,2315.833,10,0.0,0.0
3073.113,2337.403,10,0.0,0.0
3088.94,2310.373,10,0.0,0.0
1558.108,4761.2,11,0.0,0.0
1573.935,4737.377,11,0.0,0.0
1649.049,4623.35,11,0.0,0.0
1535.415,4718.679,11,0.0,0.0
1654.0,4662.0,11,0.0,0.0
1625.98,4627.842,11,0.0,0.0
1588.0,4620.0,11,0.0,0.0
1630.349,4587.651,11,0.0,0.0
1585.062,4666.99,11,0.0,0.0
1603.441,4653.542,11,0.0,0.0
1586.37,4691.507,11,0.0,0.0
1533.614,4769.193,11,0.0,0.0
2820.176,3083.265,12,0.0,0.0
2853.348,2991.0,12,0.0,0.0
2845.743,3056.029,12,0.0,0.0
2940.078,3054.766,12,0.0,0.0
2803.013,3104.385,12,0.0,0.0
2884.649,3099.0,12,0.0,0.0
2914.069,3147.562,12,0.0,0.0
2726.065,3004.913,12,0.0,0.0
2879.277,3001.149,12,0.0,0.0
2790.873,3121.636,12,0.0,0.0
2974.0,3100.0,12,0.0,0.0
2992.0,3087.0,12,0.0,0.0
2817.524,3024.951,12,0.0,0.0
2807.741,3116.224,12,0.0,0.0
2944.742,3136.419,12,0.0,0.0
2920.074,3100.968,12,0.0,0.0
2745.084,3113.526,12,0.0,0.0
2754.833,3022.302,12,0.0,0.0
2849.338,3087.05,12,0.0,0.0
2791.57,3010.081,12,0.0,0.0
1486.155,3996.216,13,0.0,0.0
1511.315,4049.348,13,0.0,0.0
1545.029,4035.059,13,0.0,0.0
1539.756,4053.689,13,0.0,0.0
1530.411,4011.316,13,0.0,0.0
1496.03,4049.18,13,0.0,0.0
1025.716,6198.593,14,0.0,0.0
1003.633,6192.633,14,0.0,0.0
1004.464,6146.112,14,0.0,0.0
3052.0,2129.0,15,0.0,0.0
3058.25,2150.795,15,0.0,0.0
3032.618,2141.309,15,0.0,0.0
3020.158,2207.632,15,0.0,0.0
3020.833,2095.815,15,0.0,0.0
3013.107,2128.464,15,0.0,0.0
2985.526,2121.07,15,0.0,0.0
3067.5,2189.5,15,0.0,0.0
2958.566,2148.547,15,0.0,0.0
709.072,6369.514,16,0.0,0.0
686.875,6412.362,16,0.0,0.0
4478.815,1372.519,17,0.0,0.0
4509.74,1347.16,17,0.0,0.0
1318.535,4284.141,18,0.0,0.0
1309.09,4251.09,18,0.0,0.0
1344.0,4301.881,18,0.0,0.0
1297.615,4225.872,18,0.0,0.0
969.15,5061.29,19,0.0,0.0
934.267,5085.656,19,0.0,0.0
1796.0,4333.756,20,0.0,0.0
1779.84,4334.416,20,0.0,0.0
1750.652,4359.13,20,0.0,0.0
3944.295,1493.066,21,0.0,0.0
3935.268,1430.146,21,0.0,0.0
3979.304,1419.232,21,0.0,0.0
3914.763,1440.671,21,0.0,0.0
3984.917,1451.267,21,0.0,0.0
4023.377,1432.18,21,0.0,0.0
4024.119,1420.0,21,0.0,0.0
3976.5,1492.75,21,0.0,0.0
4052.234,1434.953,21,0.0,0.0
3959.44,1474.667,21,0.0,0.0
4006.095,1392.703,21,0.0,0.0
2648.5,2402.714,22,0.0,0.0
2729.659,2391.341,22,0.0,0.0
2768.0,2385.5,22,0.0,0.0
2684.0,2404.75,22,0.0,0.0
2680.583,2385.75,22,0.0,0.0
731.824,5797.078,23,0.0,0.0
713.703,5831.782,23,0.0,0.0
682.472,5796.016,23,0.0,0.0
758.5,5787.881,23,0.0,0.0
730.758,5834.615,23,0.0,0.0
772.541,5829.5,23,0.0,0.0
1788.0,4405.0,24,0.0,0.0
1813.0,4429.0,24,0.0,0.0
1492.462,4428.788,25,0.0,0.0
1488.714,4382.78,25,0.0,0.0
3380.057,2639.547,26,0.0,0.0
3399.353,2655.882,26,0.0,0.0
3353.196,2671.569,26,0.0,0.0
3295.308,2583.092,26,0.0,0.0
3377.07,2673.474,26,0.0,0.0
3350.245,2657.918,26,0.0,0.0
3388.044,2629.25,26,0.0,0.0
3302.0,2620.0,26,0.0,0.0
3425.833,2581.264,26,0.0,0.0
3347.67,2682.299,26,0.0,0.0
3476.0,2609.881,26,0.0,0.0
3471.667,2576.0,26,0.0,0.0
3506.878,2628.024,26,0.0,0.0
3425.452,2622.849,26,0.0,0.0
3346.43,2639.38,26,0.0,0.0
3797.611,1906.306,27,0.0,0.0
3780.794,1884.838,27,0.0,0.0
3811.531,1863.429,27,0.0,0.0
3763.063,1915.302,27,0.0,0.0
3336.113,1984.648,28,0.0,0.0
3345.0,1929.0,28,0.0,0.0
3321.638,1879.534,28,0.0,0.0
3317.0,1985.5,28,0.0,0.0
3336.0,1899.0,28,0.0,0.0
3307.588,1883.279,28,0.0,0.0
3338.5,1943.315,28,0.0,0.0
4770.0,1077.5,29,0.0,0.0
4786.434,1004.547,29,0.0,0.0
4696.867,1022.667,29,0.0,0.0
4664.591,1070.818,29,0.0,0.0
4758.091,1056.0,29,0.0,0.0
4726.184,1106.684,29,0.0,0.0
4612.232,1098.012,29,0.0,0.0
4743.422,1046.044,29,0.0,0.0
4639.435,988.507,29,0.0,0.0
4676.642,934.321,29,0.0,0.0
4671.783,945.565,29,0.0,0.0
4678.342,999.605,29,0.0,0.0
4684.317,959.417,29,0.0,0.0
4775.0,1110.0,29,0.0,0.0
4638.559,1046.186,29,0.0,0.0
4763.527,1013.218,29,0.0,0.0
4669.068,1032.525,29,0.0,0.0
4746.619,1018.905,29,0.0,0.0
4789.585,1025.976,29,0.0,0.0
4680.225,1048.875,29,0.0,0.0
4803.154,1068.0,29,0.0,0.0
4662.224,962.362,29,0.0,0.0
4641.719,1078.421,29,0.0,0.0
4847.175,1040.561,29,0.0,0.0
4727.703,927.095,29,0.0,0.0
4628.421,1073.719,29,0.0,0.0
4867.4,1017.75,29,0.0,0.0
4745.672,999.015,29,0.0,0.0
4671.316,1091.816,29,0.0,0.0
4663.368,1017.263,29,0.0,0.0
4695.984,1006.355,29,0.0,0.0
4724.185,1141.0,29,0.0,0.0
4754.469,956.429,29,0.0,0.0
4685.889,921.667,29,0.0,0.0
4778.898,966.776,29,0.0,0.0
4807.5,1057.208,29,0.0,0.0
4671.4,1109.4,29,0.0,0.0
4728.905,965.905,29,0.0,0.0
4807.273,1018.273,29,0.0,0.0
4685.24,951.18,29,0.0,0.0
4730.065,1071.032,29,0.0,0.0
4728.957,941.681,29,0.0,0.0
4676.0,968.0,29,0.0,0.0
4703.956,946.067,29,0.0,0.0
6041.375,534.078,30,0.0,0.0
6015.0,571.185,30,0.0,0.0
5979.0,523.5,30,0.0,0.0
6028.463,601.444,30,0.0,0.0
5994.048,588.929,30,0.0,0.0
5995.431,645.549,30,0.0,0.0
5975.189,556.566,30,0.0,0.0
6027.55,615.225,30,0.0,0.0
5988.621,629.061,30,0.0,0.0
6035.26,576.52,30,0.0,0.0
1256.539,3967.171,31,0.0,0.0
1261.875,3996.344,31,0.0,0.0
1212.463,3935.085,31,0.0,0.0
1209.297,3952.27,31,0.0,0.0
1250.891,3980.594,31,0.0,0.0
4984.014,826.689,32,0.0,0.0
5004.642,783.597,32,0.0,0.0
4985.443,788.049,32,0.0,0.0
4968.985,812.318,32,0.0,0.0
442.117,6500.733,33,0.0,0.0
492.874,6486.054,33,0.0,0.0
471.631,6466.049,33,0.0,0.0
1029.067,5426.966,34,0.0,0.0
1027.45,5456.225,34,0.0,0.0
1096.233,4876.0,35,0.0,0.0
1138.308,4889.205,35,0.0,0.0
1093.5,4910.0,35,0.0,0.0
1092.874,4922.147,35,0.0,0.0
