og_coord,closest_coord,dist
"(1.38, 0.667)","(1.391, 0.624)",0.044
"(1.391, 0.624)","(1.38, 0.667)",0.044
"(2.033, 1.051)","(2.057, 1.011)",0.046
"(2.057, 1.011)","(2.033, 1.051)",0.046
"(2.0, 1.018)","(2.033, 1.051)",0.046
"(6.275, 5.92)","(6.233, 5.95)",0.052
"(6.233, 5.95)","(6.275, 5.92)",0.052
"(2.059, 0.958)","(2.057, 1.011)",0.053
"(4.757, 4.434)","(4.8, 4.399)",0.055
"(4.8, 4.399)","(4.757, 4.434)",0.055
"(5.623, 5.279)","(5.66, 5.237)",0.056
"(5.66, 5.237)","(5.623, 5.279)",0.056
"(2.153, 2.341)","(2.156, 2.398)",0.058
"(2.156, 2.398)","(2.153, 2.341)",0.058
"(4.699, 4.464)","(4.757, 4.434)",0.065
"(3.818, 4.575)","(3.774, 4.624)",0.065
"(3.774, 4.624)","(3.818, 4.575)",0.065
"(3.758, 4.527)","(3.818, 4.575)",0.076
"(2.606, 2.353)","(2.656, 2.287)",0.083
"(2.656, 2.287)","(2.606, 2.353)",0.083
"(6.834, 6.712)","(6.913, 6.683)",0.084
"(6.913, 6.683)","(6.834, 6.712)",0.084
"(6.941, 6.113)","(6.866, 6.071)",0.086
"(6.866, 6.071)","(6.941, 6.113)",0.086
"(5.607, 5.158)","(5.66, 5.237)",0.095
"(5.718, 5.403)","(5.815, 5.34)",0.116
"(5.815, 5.34)","(5.718, 5.403)",0.116
"(4.966, 4.454)","(4.926, 4.565)",0.118
"(4.926, 4.565)","(4.966, 4.454)",0.118
"(2.038, 1.909)","(1.995, 1.797)",0.12
"(1.995, 1.797)","(2.038, 1.909)",0.12
"(3.937, 4.093)","(3.833, 4.16)",0.125
"(3.833, 4.16)","(3.937, 4.093)",0.125
"(5.816, 5.495)","(5.718, 5.403)",0.135
"(3.919, 4.354)","(4.048, 4.304)",0.138
"(4.048, 4.304)","(3.919, 4.354)",0.138
"(3.713, 3.498)","(3.647, 3.62)",0.139
"(3.647, 3.62)","(3.713, 3.498)",0.139
"(4.435, 4.56)","(4.498, 4.684)",0.139
"(4.498, 4.684)","(4.435, 4.56)",0.139
"(1.763, 1.249)","(1.915, 1.278)",0.155
"(1.915, 1.278)","(1.763, 1.249)",0.155
"(5.808, 5.65)","(5.816, 5.495)",0.156
"(5.429, 5.345)","(5.269, 5.328)",0.162
"(5.269, 5.328)","(5.429, 5.345)",0.162
"(5.712, 5.926)","(5.876, 5.906)",0.165
"(5.876, 5.906)","(5.712, 5.926)",0.165
"(6.036, 5.846)","(5.876, 5.906)",0.171
"(5.549, 5.846)","(5.712, 5.926)",0.181
"(3.725, 4.349)","(3.758, 4.527)",0.181
"(5.708, 6.109)","(5.712, 5.926)",0.183
"(1.773, 1.505)","(1.932, 1.598)",0.184
"(1.932, 1.598)","(1.773, 1.505)",0.184
"(4.309, 4.711)","(4.498, 4.684)",0.19
"(3.382, 3.117)","(3.561, 3.186)",0.191
"(3.561, 3.186)","(3.382, 3.117)",0.191
"(3.756, 3.31)","(3.713, 3.498)",0.193
"(1.324, 0.861)","(1.38, 0.667)",0.202
"(5.08, 4.698)","(4.926, 4.565)",0.204
"(1.656, 1.06)","(1.461, 1.135)",0.209
"(1.461, 1.135)","(1.656, 1.06)",0.209
"(4.269, 4.008)","(4.101, 3.883)",0.209
"(4.101, 3.883)","(4.269, 4.008)",0.209
"(2.363, 2.343)","(2.153, 2.341)",0.21
"(2.053, 2.152)","(2.153, 2.341)",0.214
"(4.099, 4.517)","(4.048, 4.304)",0.219
"(3.103, 2.08)","(2.899, 1.98)",0.226
"(2.899, 1.98)","(3.103, 2.08)",0.226
"(6.642, 6.034)","(6.866, 6.071)",0.227
"(5.259, 4.847)","(5.08, 4.698)",0.232
"(3.188, 3.482)","(2.987, 3.36)",0.235
"(2.987, 3.36)","(3.188, 3.482)",0.235
"(5.264, 5.082)","(5.259, 4.847)",0.235
"(4.499, 4.315)","(4.699, 4.464)",0.25
"(4.974, 5.253)","(4.843, 5.035)",0.254
"(4.843, 5.035)","(4.974, 5.253)",0.254
"(6.532, 5.799)","(6.642, 6.034)",0.26
"(6.645, 6.449)","(6.834, 6.712)",0.324
"(2.374, 1.839)","(2.038, 1.909)",0.343
"(3.498, 3.932)","(3.647, 3.62)",0.346
"(3.021, 2.571)","(2.656, 2.287)",0.463
