og_coord,starfish_coord,dist
"(1456, 836)","(1446.0, 826.0)",14.142
"(1414, 888)","(1432.0, 926.0)",42.048
"(2461, 2591)","(2487.0, 2552.0)",46.872
"(5334, 5034)","(5317.0, 4983.0)",53.759
"(6513, 6305)","(6528.0, 6233.0)",73.546
"(5881, 5511)","(5949.0, 5543.0)",75.153
"(6159, 5778)","(6115.0, 5715.0)",76.844
"(4376, 4320)","(4367.0, 4238.0)",82.492
"(4911, 5089)","(4923.0, 5173.0)",84.853
"(5372, 5485)","(5290.0, 5511.0)",86.023
"(3146, 2385)","(3094.0, 2455.0)",87.201
"(2903, 2753)","(2926.0, 2666.0)",89.989
"(4920, 5083)","(4923.0, 5173.0)",90.05
"(4276, 4216)","(4367.0, 4238.0)",93.622
"(5612, 5082)","(5667.0, 5163.0)",97.908
"(7206, 6690)","(7304.0, 6695.0)",98.127
"(6126, 6250)","(6072.0, 6166.0)",99.86
"(6574, 6326)","(6528.0, 6233.0)",103.755
"(5430, 5375)","(5446.0, 5271.0)",105.224
"(5378, 5153)","(5452.0, 5230.0)",106.794
"(3466, 3692)","(3363.0, 3636.0)",117.239
"(5520, 5134)","(5452.0, 5230.0)",117.644
"(7509, 7109)","(7573.0, 7211.0)",120.416
"(2503, 1911)","(2564.0, 1807.0)",120.569
"(2442, 2437)","(2487.0, 2552.0)",123.491
"(5362, 5616)","(5290.0, 5511.0)",127.315
"(6237, 5753)","(6115.0, 5715.0)",127.781
"(2137, 1897)","(2223.0, 1800.0)",129.634
"(3099, 2325)","(3094.0, 2455.0)",130.096
"(4840, 5072)","(4923.0, 5173.0)",130.729
"(5402, 5441)","(5290.0, 5511.0)",132.076
"(5058, 5268)","(4959.0, 5172.0)",137.902
"(4251, 4320)","(4367.0, 4238.0)",142.056
"(2155, 1199)","(2045.0, 1290.0)",142.762
"(4966, 5681)","(5096.0, 5616.0)",145.344
"(3907, 3947)","(3832.0, 4077.0)",150.083
"(4620, 4401)","(4486.0, 4331.0)",151.182
"(2677, 2682)","(2749.0, 2549.0)",151.238
"(3390, 2263)","(3267.0, 2354.0)",153.003
"(7889, 7204)","(8032.0, 7264.0)",155.077
"(2435, 1616)","(2459.0, 1461.0)",156.847
"(8188, 7244)","(8032.0, 7264.0)",157.277
"(3321, 2203)","(3267.0, 2354.0)",160.365
"(3145, 2609)","(3094.0, 2455.0)",162.225
"(2565, 2403)","(2702.0, 2310.0)",165.584
"(2280, 1486)","(2459.0, 1461.0)",180.737
"(2809, 1816)","(2744.0, 1988.0)",183.872
"(2302, 2549)","(2487.0, 2552.0)",185.024
"(7134, 6612)","(7304.0, 6695.0)",189.18
"(6138, 6346)","(6072.0, 6166.0)",191.719
"(6257, 6997)","(6418.0, 6886.0)",195.556
"(4685, 4317)","(4486.0, 4331.0)",199.492
"(2100, 1628)","(2223.0, 1800.0)",211.454
"(7093, 6715)","(7304.0, 6695.0)",211.946
"(6252, 6746)","(6418.0, 6886.0)",217.154
"(6199, 6887)","(6418.0, 6886.0)",219.002
"(6427, 6655)","(6418.0, 6886.0)",231.175
"(6898, 6797)","(6668.0, 6752.0)",234.361
"(3107, 3371)","(3117.0, 3613.0)",242.207
"(7064, 6736)","(7304.0, 6695.0)",243.477
"(6381, 6639)","(6418.0, 6886.0)",249.756
"(6922, 6735)","(6668.0, 6752.0)",254.568
"(5684, 5651)","(5781.0, 5404.0)",265.364
"(6379, 5746)","(6115.0, 5715.0)",265.814
"(4741, 5378)","(4923.0, 5173.0)",274.133
"(7989, 6990)","(8032.0, 7264.0)",277.354
"(5526, 5658)","(5290.0, 5511.0)",278.038
"(3811, 3422)","(3531.0, 3421.0)",280.002
"(7251, 6419)","(7304.0, 6695.0)",281.043
"(4373, 4592)","(4486.0, 4331.0)",284.412
"(3993, 3721)","(4136.0, 3982.0)",297.607
"(2224, 2100)","(2223.0, 1800.0)",300.002
"(7759, 7520)","(7467.0, 7442.0)",302.238
"(4135, 4529)","(3885.0, 4328.0)",320.782
"(7717, 7644)","(7467.0, 7442.0)",321.409
"(4227, 4862)","(4190.0, 5187.0)",327.099
"(4712, 4922)","(4923.0, 5173.0)",327.905
"(2433, 2122)","(2702.0, 2310.0)",328.184
"(3808, 3644)","(3642.0, 3944.0)",342.864
"(4543, 4713)","(4486.0, 4331.0)",386.229
"(4875, 4450)","(4486.0, 4331.0)",406.795
"(3925, 3599)","(3531.0, 3421.0)",432.342
