og_coord,closest_coord,dist
"(3.294, 3.814)","(3.289, 3.811)",0.006
"(3.289, 3.811)","(3.294, 3.814)",0.006
"(3.893, 2.578)","(3.89, 2.571)",0.008
"(3.89, 2.571)","(3.893, 2.578)",0.008
"(3.136, 4.196)","(3.132, 4.189)",0.008
"(1.906, 5.578)","(1.91, 5.571)",0.008
"(3.132, 4.189)","(3.136, 4.196)",0.008
"(1.91, 5.571)","(1.906, 5.578)",0.008
"(2.826, 5.228)","(2.825, 5.238)",0.01
"(2.825, 5.238)","(2.826, 5.228)",0.01
"(4.679, 1.489)","(4.669, 1.485)",0.011
"(4.669, 1.485)","(4.679, 1.489)",0.011
"(2.943, 5.252)","(2.94, 5.263)",0.011
"(2.94, 5.263)","(2.943, 5.252)",0.011
"(4.37, 3.861)","(4.375, 3.872)",0.012
"(4.375, 3.872)","(4.37, 3.861)",0.012
"(4.29, 4.502)","(4.297, 4.513)",0.013
"(4.297, 4.513)","(4.29, 4.502)",0.013
"(3.236, 5.55)","(3.223, 5.548)",0.014
"(3.223, 5.548)","(3.236, 5.55)",0.014
"(4.108, 2.481)","(4.094, 2.487)",0.015
"(4.094, 2.487)","(4.108, 2.481)",0.015
"(4.784, 2.565)","(4.772, 2.557)",0.015
"(4.772, 2.557)","(4.784, 2.565)",0.015
"(3.303, 3.829)","(3.294, 3.814)",0.017
"(4.063, 4.652)","(4.046, 4.643)",0.019
"(4.046, 4.643)","(4.063, 4.652)",0.019
"(1.056, 10.19)","(1.071, 10.202)",0.019
"(1.071, 10.202)","(1.056, 10.19)",0.019
"(3.639, 5.89)","(3.658, 5.888)",0.019
"(3.658, 5.888)","(3.639, 5.89)",0.019
"(2.021, 7.969)","(2.04, 7.965)",0.019
"(2.04, 7.965)","(2.021, 7.969)",0.019
"(5.759, 2.295)","(5.742, 2.305)",0.02
"(5.742, 2.305)","(5.759, 2.295)",0.02
"(2.528, 5.453)","(2.517, 5.471)",0.021
"(2.517, 5.471)","(2.528, 5.453)",0.021
"(5.388, 2.305)","(5.368, 2.31)",0.021
"(5.368, 2.31)","(5.388, 2.305)",0.021
"(3.026, 6.241)","(3.029, 6.262)",0.022
"(3.029, 6.262)","(3.026, 6.241)",0.022
"(3.129, 5.243)","(3.111, 5.231)",0.022
