og_coord,closest_coord,dist
"(2101, 1357)","(2127.0, 1333.0)",35.384
"(2127, 1333)","(2101.0, 1357.0)",35.384
"(2476, 2228)","(2455.0, 2191.0)",42.544
"(2455, 2191)","(2476.0, 2228.0)",42.544
"(6539, 7024)","(6545.0, 6981.0)",43.417
"(6545, 6981)","(6539.0, 7024.0)",43.417
"(7539, 7338)","(7583.0, 7299.0)",58.796
"(7583, 7299)","(7539.0, 7338.0)",58.796
"(5894, 6260)","(5842.0, 6216.0)",68.118
"(5842, 6216)","(5894.0, 6260.0)",68.118
"(1850, 1482)","(1921.0, 1483.0)",71.007
"(1921, 1483)","(1850.0, 1482.0)",71.007
"(4933, 4592)","(4904.0, 4527.0)",71.176
"(4904, 4527)","(4933.0, 4592.0)",71.176
"(4739, 5500)","(4811.0, 5535.0)",80.056
"(4811, 5535)","(4739.0, 5500.0)",80.056
"(6028, 5950)","(6113.0, 5928.0)",87.801
"(6113, 5928)","(6028.0, 5950.0)",87.801
"(6843, 6482)","(6800.0, 6562.0)",90.824
"(6800, 6562)","(6843.0, 6482.0)",90.824
"(5271, 5735)","(5279.0, 5643.0)",92.347
"(5279, 5643)","(5271.0, 5735.0)",92.347
"(5876, 6123)","(5842.0, 6216.0)",99.02
"(2012, 1427)","(1921.0, 1483.0)",106.85
"(6324, 6419)","(6216.0, 6469.0)",119.013
"(6216, 6469)","(6324.0, 6419.0)",119.013
"(1435, 779)","(1458.0, 662.0)",119.239
"(1458, 662)","(1435.0, 779.0)",119.239
"(2413, 2044)","(2468.0, 1937.0)",120.308
"(2468, 1937)","(2413.0, 2044.0)",120.308
"(6010, 5829)","(6028.0, 5950.0)",122.332
"(4123, 5313)","(4192.0, 5209.0)",124.808
"(4192, 5209)","(4123.0, 5313.0)",124.808
"(6214, 5839)","(6113.0, 5928.0)",134.618
"(6638, 6551)","(6800.0, 6562.0)",162.373
"(6310, 6602)","(6216.0, 6469.0)",162.865
"(4030, 5175)","(4192.0, 5209.0)",165.529
"(6630, 6833)","(6545.0, 6981.0)",170.672
"(6728, 6101)","(6791.0, 6260.0)",171.026
"(6791, 6260)","(6728.0, 6101.0)",171.026
"(7177, 7036)","(7009.0, 7074.0)",172.244
"(7009, 7074)","(7177.0, 7036.0)",172.244
"(2351, 1448)","(2409.0, 1282.0)",175.841
"(2409, 1282)","(2351.0, 1448.0)",175.841
"(3935, 3691)","(3804.0, 3573.0)",176.309
"(3804, 3573)","(3935.0, 3691.0)",176.309
"(6904, 6058)","(6728.0, 6101.0)",181.177
"(4699, 5248)","(4622.0, 5073.0)",191.191
"(4622, 5073)","(4699.0, 5248.0)",191.191
"(6594, 5953)","(6728.0, 6101.0)",199.65
"(3923, 4581)","(4107.0, 4503.0)",199.85
"(4107, 4503)","(3923.0, 4581.0)",199.85
"(4124, 4944)","(4170.0, 4749.0)",200.352
"(4170, 4749)","(4124.0, 4944.0)",200.352
"(2654, 2327)","(2476.0, 2228.0)",203.679
"(2341, 2390)","(2476.0, 2228.0)",210.877
"(4691, 4496)","(4904.0, 4527.0)",215.244
"(4364, 4843)","(4170.0, 4749.0)",215.574
"(7386, 6664)","(7194.0, 6559.0)",218.836
"(7194, 6559)","(7386.0, 6664.0)",218.836
"(2618, 1351)","(2409.0, 1282.0)",220.095
"(7010, 6283)","(6791.0, 6260.0)",220.204
"(7322, 6371)","(7194.0, 6559.0)",227.438
"(3040, 2768)","(2984.0, 2547.0)",227.985
"(2984, 2547)","(3040.0, 2768.0)",227.985
"(6346, 6190)","(6324.0, 6419.0)",230.054
"(5044, 5651)","(5279.0, 5643.0)",235.136
"(1565, 985)","(1435.0, 779.0)",243.59
"(2727, 1955)","(2468.0, 1937.0)",259.625
"(7660, 6784)","(7386.0, 6664.0)",299.125
"(7968, 6859)","(7660.0, 6784.0)",317.0
"(5846, 5557)","(6010.0, 5829.0)",317.616
"(5565, 5877)","(5271.0, 5735.0)",326.497
"(3487, 3479)","(3804.0, 3573.0)",330.643
"(8076, 7175)","(7968.0, 6859.0)",333.946
"(4513, 4212)","(4691.0, 4496.0)",335.172
"(2046, 1795)","(1921.0, 1483.0)",336.109
"(2670, 2812)","(3040.0, 2768.0)",372.607
"(1902, 628)","(1458.0, 662.0)",445.3
"(5494, 5224)","(5279.0, 5643.0)",470.942
"(3119, 3939)","(3534.0, 4177.0)",478.403
"(3534, 4177)","(3119.0, 3939.0)",478.403
