og_centroid,closest_centroid,dist,cluster_id
"(4840.0, 2756.5)","(4893.5, 2787.0)",61.583,1
"(4893.5, 2787.0)","(4840.0, 2756.5)",61.583,71
"(2749.5, 2971.0)","(2700.5, 3009.0)",62.008,21
"(2700.5, 3009.0)","(2749.5, 2971.0)",62.008,87
"(4183.5, 2922.0)","(4110.5, 2928.5)",73.289,114
"(4110.5, 2928.5)","(4183.5, 2922.0)",73.289,90
"(5147.5, 1645.5)","(5083.0, 1594.667)",82.124,168
"(5083.0, 1594.667)","(5147.5, 1645.5)",82.124,33
"(4101.667, 3016.333)","(4110.5, 2928.5)",88.276,44
"(2601.5, 3264.5)","(2610.5, 3363.5)",99.408,165
"(2610.5, 3363.5)","(2601.5, 3264.5)",99.408,9
"(2893.0, 3413.0)","(2825.5, 3337.5)",101.274,7
"(2825.5, 3337.5)","(2893.0, 3413.0)",101.274,61
"(1399.5, 3178.0)","(1501.0, 3155.5)",103.964,85
"(1501.0, 3155.5)","(1399.5, 3178.0)",103.964,20
"(2539.5, 2555.0)","(2634.333, 2505.667)",106.898,31
"(2634.333, 2505.667)","(2539.5, 2555.0)",106.898,49
"(3223.5, 3779.0)","(3243.5, 3672.0)",108.853,23
"(3243.5, 3672.0)","(3223.5, 3779.0)",108.853,19
"(939.5, 3104.0)","(1030.0, 3031.5)",115.959,84
"(1030.0, 3031.5)","(939.5, 3104.0)",115.959,30
"(4992.0, 1335.333)","(5014.25, 1454.5)",121.226,42
"(5014.25, 1454.5)","(4992.0, 1335.333)",121.226,3
"(2428.0, 3807.0)","(2546.5, 3777.0)",122.238,32
"(2546.5, 3777.0)","(2428.0, 3807.0)",122.238,6
"(3351.333, 2849.667)","(3366.0, 2725.0)",125.526,83
"(3366.0, 2725.0)","(3351.333, 2849.667)",125.526,36
"(1104.0, 3133.333)","(1030.0, 3031.5)",125.881,12
"(2299.333, 2774.0)","(2170.5, 2753.5)",130.454,34
"(2170.5, 2753.5)","(2299.333, 2774.0)",130.454,167
"(1888.5, 3793.5)","(2018.5, 3813.0)",131.454,74
"(2018.5, 3813.0)","(1888.5, 3793.5)",131.454,46
"(2724.5, 4205.5)","(2627.0, 4115.667)",132.576,10
"(2627.0, 4115.667)","(2724.5, 4205.5)",132.576,51
"(3095.0, 3725.333)","(3023.0, 3839.5)",134.974,5
"(3023.0, 3839.5)","(3095.0, 3725.333)",134.974,67
"(3251.0, 2943.5)","(3351.333, 2849.667)",137.373,40
"(3045.0, 3981.0)","(3023.0, 3839.5)",143.2,24
"(2281.333, 3286.0)","(2283.333, 3429.333)",143.347,17
"(2283.333, 3429.333)","(2281.333, 3286.0)",143.347,8
"(4016.0, 2231.0)","(3951.5, 2096.5)",149.166,100
"(3951.5, 2096.5)","(4016.0, 2231.0)",149.166,60
"(3210.75, 2085.0)","(3178.333, 1937.333)",151.183,59
"(3178.333, 1937.333)","(3210.75, 2085.0)",151.183,25
"(2674.5, 3875.5)","(2806.0, 3798.5)",152.385,58
"(2806.0, 3798.5)","(2674.5, 3875.5)",152.385,86
"(4336.667, 2934.667)","(4183.5, 2922.0)",153.69,56
"(3260.0, 2505.0)","(3385.0, 2412.5)",155.503,72
"(3385.0, 2412.5)","(3260.0, 2505.0)",155.503,80
"(2466.5, 3429.0)","(2610.5, 3363.5)",158.197,14
"(5293.5, 1708.0)","(5147.5, 1645.5)",158.815,164
"(2636.0, 3645.5)","(2546.5, 3777.0)",159.068,53
"(835.75, 2982.0)","(939.5, 3104.0)",160.15,28
"(718.5, 3093.5)","(835.75, 2982.0)",161.802,66
"(2346.0, 2614.8)","(2299.333, 2774.0)",165.899,11
"(1302.0, 3036.5)","(1399.5, 3178.0)",171.839,43
"(3572.0, 1347.333)","(3403.5, 1291.0)",177.667,177
"(3403.5, 1291.0)","(3572.0, 1347.333)",177.667,117
"(3387.0, 2056.0)","(3210.75, 2085.0)",178.62,81
"(3635.5, 1177.0)","(3572.0, 1347.333)",181.785,73
"(3767.5, 2626.5)","(3786.333, 2814.667)",189.107,93
"(3786.333, 2814.667)","(3767.5, 2626.5)",189.107,18
"(4039.4, 1543.8)","(3914.0, 1394.5)",194.976,0
"(3914.0, 1394.5)","(4039.4, 1543.8)",194.976,37
"(4729.0, 1648.0)","(4526.667, 1627.0)",203.42,16
"(4526.667, 1627.0)","(4729.0, 1648.0)",203.42,147
"(3308.667, 1109.667)","(3403.5, 1291.0)",204.634,148
"(2433.5, 4192.0)","(2627.0, 4115.667)",208.012,88
"(3104.0, 2266.0)","(3210.75, 2085.0)",210.135,22
"(2683.5, 1085.0)","(2865.5, 975.0)",212.659,63
"(2865.5, 975.0)","(2683.5, 1085.0)",212.659,26
