og_centroid,closest_centroid,dist,cluster_id
"(1164.0, 3186.667)","(1216.0, 3330.667)",153.101,7.0
"(1216.0, 3330.667)","(1164.0, 3186.667)",153.101,62.0
"(1175.667, 1626.333)","(1137.0, 1472.667)",158.456,99.0
"(1137.0, 1472.667)","(1175.667, 1626.333)",158.456,31.0
"(2546.667, 1818.0)","(2460.333, 1971.0)",175.677,14.0
"(2460.333, 1971.0)","(2546.667, 1818.0)",175.677,35.0
"(1023.667, 2601.667)","(1012.25, 2784.5)",183.189,10.0
"(1012.25, 2784.5)","(1023.667, 2601.667)",183.189,65.0
"(1428.0, 2827.0)","(1543.0, 2681.333)",185.591,21.0
"(1543.0, 2681.333)","(1428.0, 2827.0)",185.591,26.0
"(406.333, 1990.333)","(539.0, 2131.333)",193.601,93.0
"(539.0, 2131.333)","(406.333, 1990.333)",193.601,37.0
"(2709.0, 1929.333)","(2546.667, 1818.0)",196.843,174.0
"(3377.333, 3338.667)","(3410.667, 3119.667)",221.522,3.0
"(3410.667, 3119.667)","(3377.333, 3338.667)",221.522,11.0
"(1345.0, 1777.667)","(1175.667, 1626.333)",227.103,1.0
"(800.667, 2653.333)","(1023.667, 2601.667)",228.907,97.0
"(3592.0, 2957.0)","(3410.667, 3119.667)",243.603,53.0
"(634.25, 1884.25)","(406.333, 1990.333)",251.396,9.0
"(1892.333, 104.333)","(1930.667, 355.667)",254.241,76.0
"(1930.667, 355.667)","(1892.333, 104.333)",254.241,59.0
"(1267.5, 1235.0)","(1137.0, 1472.667)",271.138,52.0
"(547.667, 3240.333)","(772.0, 3087.0)",271.728,17.0
"(772.0, 3087.0)","(547.667, 3240.333)",271.728,84.0
"(1626.667, 1134.333)","(1804.0, 895.333)",297.604,32.0
"(1804.0, 895.333)","(1626.667, 1134.333)",297.604,120.0
"(307.0, 3438.667)","(547.667, 3240.333)",311.861,22.0
"(3706.25, 3443.0)","(3377.333, 3338.667)",345.068,25.0
"(65.333, 2106.0)","(406.333, 1990.333)",360.083,220.0
"(2265.6, 183.6)","(1930.667, 355.667)",376.546,13.0
"(2050.0, 1779.667)","(2460.333, 1971.0)",452.749,6.0
"(1827.667, 3120.667)","(1645.75, 3539.5)",456.634,16.0
"(1645.75, 3539.5)","(1827.667, 3120.667)",456.634,85.0
"(1875.667, 2308.667)","(1543.0, 2681.333)",499.547,95.0
"(2633.0, 2453.667)","(2460.333, 1971.0)",512.622,102.0
"(2492.333, 761.667)","(2265.6, 183.6)",620.942,86.0
"(3130.333, 598.667)","(2492.333, 761.667)",658.493,60.0
"(3624.667, 1501.0)","(2709.0, 1929.333)",1010.898,48.0
"(628.667, 122.0)","(1892.333, 104.333)",1263.789,127.0
