og_coord,starfish_coord,dist
"(4329.0, 1359.0)","(4287.645, 1341.5)",44.905
"(4942.0, 2245.0)","(4900.165, 2270.505)",48.997
"(4250.0, 1400.0)","(4287.645, 1341.5)",69.566
"(3853.0, 2804.0)","(3827.143, 2871.468)",72.253
"(3752.0, 2882.0)","(3827.143, 2871.468)",75.877
"(3931.0, 3290.0)","(3995.164, 3247.515)",76.954
"(4208.0, 1366.0)","(4287.645, 1341.5)",83.328
"(4928.0, 2187.0)","(4900.165, 2270.505)",88.022
"(4086.0, 3256.0)","(3995.164, 3247.515)",91.231
"(1735.0, 6605.0)","(1657.095, 6549.259)",95.793
"(4370.0, 1290.0)","(4287.645, 1341.5)",97.132
"(3424.0, 5073.0)","(3339.082, 5025.514)",97.293
"(1987.0, 5938.0)","(1897.125, 5982.967)",100.497
"(3768.0, 2790.0)","(3827.143, 2871.468)",100.672
"(3813.0, 2974.0)","(3827.143, 2871.468)",103.503
"(3842.0, 2767.0)","(3827.143, 2871.468)",105.519
"(3432.0, 4975.0)","(3339.082, 5025.514)",105.761
"(1004.0, 9804.0)","(1085.468, 9733.656)",107.635
"(4094.0, 3309.0)","(3995.164, 3247.515)",116.4
"(928.0, 8154.0)","(884.555, 8045.446)",116.925
"(1035.0, 9625.0)","(1085.468, 9733.656)",119.805
"(706.0, 9883.0)","(768.985, 9986.132)",120.844
"(3874.0, 2758.0)","(3827.143, 2871.468)",122.762
"(813.0, 9434.0)","(724.535, 9530.075)",130.6
"(2026.0, 5960.0)","(1897.125, 5982.967)",130.905
"(4970.0, 2153.0)","(4900.165, 2270.505)",136.691
"(1067.0, 9598.0)","(1085.468, 9733.656)",136.907
"(1203.0, 9810.0)","(1085.468, 9733.656)",140.151
"(1213.0, 9802.0)","(1085.468, 9733.656)",144.69
"(1106.0, 9877.0)","(1085.468, 9733.656)",144.807
"(3961.0, 2931.0)","(3827.143, 2871.468)",146.498
"(3896.0, 2742.0)","(3827.143, 2871.468)",146.64
"(2016.0, 5894.0)","(1897.125, 5982.967)",148.48
"(1695.0, 6155.0)","(1737.105, 6010.526)",150.484
"(977.0, 9629.0)","(1085.468, 9733.656)",150.726
"(1251.0, 8466.0)","(1105.026, 8421.492)",152.609
"(1203.0, 9636.0)","(1085.468, 9733.656)",152.809
"(3672.0, 2880.0)","(3827.143, 2871.468)",155.377
"(1004.0, 8302.0)","(1105.026, 8421.492)",156.476
"(3340.0, 4869.0)","(3339.082, 5025.514)",156.517
"(4994.0, 2138.0)","(4900.165, 2270.505)",162.366
"(992.0, 8170.0)","(884.555, 8045.446)",164.494
"(3855.0, 3156.0)","(3995.164, 3247.515)",167.395
"(3466.0, 5135.0)","(3339.082, 5025.514)",167.617
"(3385.0, 5187.0)","(3339.082, 5025.514)",167.887
"(1869.0, 6150.0)","(1897.125, 5982.967)",169.384
"(1805.0, 6166.0)","(1737.105, 6010.526)",169.652
"(1050.0, 8087.0)","(884.555, 8045.446)",170.584
"(941.0, 9982.0)","(768.985, 9986.132)",172.065
"(3489.0, 4941.0)","(3339.082, 5025.514)",172.099
"(4408.0, 1469.0)","(4287.645, 1341.5)",175.333
"(1833.0, 6557.0)","(1657.095, 6549.259)",176.075
"(1282.0, 8435.0)","(1105.026, 8421.492)",177.489
"(1268.0, 8349.0)","(1105.026, 8421.492)",178.369
"(1402.0, 9271.0)","(1337.944, 9437.619)",178.508
"(880.0, 9441.0)","(724.535, 9530.075)",179.175
"(3872.0, 3047.0)","(3827.143, 2871.468)",181.173
"(863.0, 9647.0)","(724.535, 9530.075)",181.229
"(4106.0, 1342.0)","(4287.645, 1341.5)",181.646
"(4732.0, 2341.0)","(4900.165, 2270.505)",182.343
"(3500.0, 4937.0)","(3339.082, 5025.514)",183.655
"(904.0, 9483.0)","(724.535, 9530.075)",185.536
"(3245.0, 5189.0)","(3339.082, 5025.514)",188.624
"(1073.0, 8056.0)","(884.555, 8045.446)",188.74
"(1391.0, 9256.0)","(1337.944, 9437.619)",189.21
"(2080.0, 5731.0)","(1897.125, 5782.942)",190.108
"(4944.0, 2084.0)","(4900.165, 2270.505)",191.587
"(1312.0, 9246.0)","(1337.944, 9437.619)",193.367
"(921.0, 9866.0)","(768.985, 9986.132)",193.753
"(1825.0, 6647.0)","(1657.095, 6549.259)",194.282
"(3959.0, 3440.0)","(3995.164, 3247.515)",195.853
"(1297.0, 8380.0)","(1105.026, 8421.492)",196.407
"(3996.0, 2978.0)","(3827.143, 2871.468)",199.654
"(1858.0, 6557.0)","(1657.095, 6549.259)",201.054
"(1102.0, 8623.0)","(1105.026, 8421.492)",201.531
"(884.0, 9747.0)","(1085.468, 9733.656)",201.909
"(3885.0, 3078.0)","(3995.164, 3247.515)",202.167
"(1245.0, 8274.0)","(1105.026, 8421.492)",203.339
"(3855.0, 3100.0)","(3995.164, 3247.515)",203.486
"(2578.0, 4505.0)","(2645.663, 4312.537)",204.011
"(816.0, 9785.0)","(768.985, 9986.132)",206.554
