og_coord,starfish_coord,dist
"(3889.44, 3993.336)","(3885.0, 3993.0)",4.453
"(8095.896, 7325.112)","(8113.0, 7335.0)",19.757
"(1416.36, 1094.016)","(1428.0, 1119.0)",27.562
"(2411.808, 2272.392)","(2395.0, 2296.0)",28.98
"(4407.144, 4847.592)","(4383.0, 4874.0)",35.781
"(1401.264, 1094.904)","(1428.0, 1119.0)",35.992
"(3921.408, 3991.56)","(3885.0, 3993.0)",36.436
"(2233.32, 1040.736)","(2267.0, 1055.0)",36.576
"(3919.632, 4009.32)","(3885.0, 3993.0)",38.285
"(3908.088, 3958.704)","(3885.0, 3993.0)",41.343
"(2682.648, 1458.096)","(2720.0, 1476.0)",41.421
"(6577.416, 5979.792)","(6564.0, 6021.0)",43.337
"(3927.624, 3979.128)","(3885.0, 3993.0)",44.825
"(4331.664, 4164.72)","(4292.0, 4141.0)",46.215
"(6551.664, 5976.24)","(6564.0, 6021.0)",46.429
"(1403.928, 1073.592)","(1428.0, 1119.0)",51.394
"(6650.232, 6724.824)","(6595.0, 6734.0)",55.989
"(2213.784, 1030.08)","(2267.0, 1055.0)",58.762
"(2419.8, 2242.2)","(2395.0, 2296.0)",59.241
"(4993.224, 5758.68)","(5043.0, 5723.0)",61.243
"(6588.072, 5962.032)","(6564.0, 6021.0)",63.692
"(1408.368, 1056.72)","(1428.0, 1119.0)",65.301
"(4335.216, 4193.136)","(4292.0, 4141.0)",67.718
"(4305.912, 4331.664)","(4323.0, 4263.0)",70.758
"(5139.744, 4990.56)","(5116.0, 5058.0)",71.498
"(2710.176, 2140.08)","(2740.0, 2069.0)",77.083
"(5119.32, 4979.904)","(5116.0, 5058.0)",78.167
"(6673.32, 6740.808)","(6595.0, 6734.0)",78.615
"(6238.2, 6623.592)","(6235.0, 6703.0)",79.472
"(6198.24, 6628.032)","(6235.0, 6703.0)",83.496
"(4331.664, 4347.648)","(4323.0, 4263.0)",85.09
"(7787.76, 7112.88)","(7868.0, 7144.0)",86.063
"(4081.248, 4085.688)","(4121.0, 4004.0)",90.847
"(4308.576, 4352.976)","(4323.0, 4263.0)",91.125
"(5128.2, 4966.584)","(5116.0, 5058.0)",92.226
"(6713.28, 6199.128)","(6624.0, 6168.0)",94.551
"(6722.16, 6176.04)","(6624.0, 6168.0)",98.489
"(5160.168, 4963.92)","(5116.0, 5058.0)",103.932
"(4953.264, 5779.104)","(5043.0, 5723.0)",105.831
"(3126.648, 3599.952)","(3123.0, 3494.0)",106.015
"(7890.768, 7040.064)","(7868.0, 7144.0)",106.401
"(3009.432, 2172.048)","(2919.0, 2242.0)",114.329
"(2996.112, 2148.96)","(2919.0, 2242.0)",120.842
"(3044.064, 1924.296)","(2926.0, 1958.0)",122.781
"(3093.792, 3615.936)","(3123.0, 3494.0)",125.385
"(3145.296, 3623.928)","(3123.0, 3494.0)",131.827
"(3060.936, 1942.056)","(2926.0, 1958.0)",135.875
"(4187.808, 4779.216)","(4117.0, 4661.0)",137.8
"(6938.832, 6080.136)","(6830.0, 6167.0)",139.247
"(7237.2, 7281.6)","(7310.0, 7159.0)",142.585
"(3147.072, 3638.136)","(3123.0, 3494.0)",146.132
"(6715.056, 6052.608)","(6624.0, 6168.0)",146.992
"(6943.272, 6067.704)","(6830.0, 6167.0)",150.633
"(5629.032, 5827.056)","(5542.0, 5694.0)",158.992
"(2559.216, 2013.096)","(2722.0, 2007.0)",162.898
"(5065.152, 5329.776)","(5014.0, 5170.0)",167.764
"(4795.2, 4505.712)","(4637.0, 4449.0)",168.058
"(2746.584, 2391.384)","(2899.0, 2473.0)",172.892
"(2690.64, 2381.616)","(2558.0, 2257.0)",181.996
"(5067.816, 5359.08)","(4941.0, 5504.0)",192.572
"(2529.912, 2037.072)","(2722.0, 2007.0)",194.428
"(2848.704, 2978.352)","(2814.0, 2787.0)",194.474
"(5185.032, 5280.936)","(5014.0, 5170.0)",203.86
"(5106.0, 5352.864)","(5014.0, 5170.0)",204.703
"(5172.6, 5310.24)","(5014.0, 5170.0)",211.71
"(5214.336, 5338.656)","(5191.0, 5551.0)",213.622
"(4755.24, 5380.392)","(4941.0, 5504.0)",223.127
"(6141.408, 5685.864)","(5904.0, 5715.0)",239.189
"(7238.088, 7387.272)","(7310.0, 7159.0)",239.331
"(5245.416, 5310.24)","(5191.0, 5551.0)",246.833
"(3885.888, 3348.648)","(3681.0, 3197.0)",254.904
"(4715.28, 5350.2)","(4941.0, 5504.0)",273.137
"(3922.296, 5215.224)","(4151.0, 5397.0)",292.144
"(3863.688, 3440.112)","(3681.0, 3197.0)",304.103
"(3852.144, 3462.312)","(3681.0, 3197.0)",315.723
"(3769.56, 3591.96)","(3457.0, 3651.0)",318.087
"(2804.304, 3115.992)","(2814.0, 2787.0)",329.135
"(4677.096, 5065.152)","(4383.0, 4874.0)",350.759
"(4662.0, 5089.128)","(4383.0, 4874.0)",352.308
"(4668.216, 5100.672)","(5014.0, 5170.0)",352.665
"(3866.352, 3502.272)","(3681.0, 3197.0)",357.136
