og_coord,starfish_coord,dist
"(8176, 7218)","(8189.0, 7247.0)",31.78
"(8182, 7212)","(8189.0, 7247.0)",35.693
"(3429, 3780)","(3417.0, 3814.0)",36.056
"(2249, 1787)","(2211.0, 1791.0)",38.21
"(3462, 3690)","(3457.0, 3651.0)",39.319
"(5927, 5760)","(5904.0, 5715.0)",50.537
"(6251, 6753)","(6235.0, 6703.0)",52.498
"(2237, 1011)","(2267.0, 1055.0)",53.254
"(3722, 4241)","(3673.0, 4212.0)",56.939
"(6321, 6810)","(6286.0, 6859.0)",60.216
"(3917, 4568)","(3871.0, 4529.0)",60.308
"(4496, 4208)","(4519.0, 4268.0)",64.257
"(2610, 2218)","(2558.0, 2257.0)",65.0
"(6177, 6741)","(6235.0, 6703.0)",69.34
"(4582, 4235)","(4519.0, 4268.0)",71.12
"(3861, 4296)","(3831.0, 4230.0)",72.498
"(4880, 5461)","(4941.0, 5504.0)",74.632
"(2428, 1683)","(2391.0, 1617.0)",75.664
"(1984, 1630)","(2023.0, 1700.0)",80.131
"(5088, 4974)","(5116.0, 5058.0)",88.544
"(7816, 7219)","(7868.0, 7144.0)",91.263
"(3534, 3601)","(3457.0, 3651.0)",91.81
"(6326, 5905)","(6343.0, 5999.0)",95.525
"(6376, 5909)","(6343.0, 5999.0)",95.859
"(4035, 3948)","(4121.0, 4004.0)",102.626
"(6455, 6033)","(6564.0, 6021.0)",109.659
"(4182, 4096)","(4121.0, 4004.0)",110.386
"(4986, 5626)","(5043.0, 5723.0)",112.508
"(5496, 5589)","(5542.0, 5694.0)",114.634
"(6177, 6604)","(6235.0, 6703.0)",114.739
"(6749, 6764)","(6657.0, 6837.0)",117.444
"(4466, 4405)","(4580.0, 4372.0)",118.68
"(3302, 3849)","(3417.0, 3814.0)",120.208
"(2997, 2548)","(2899.0, 2473.0)",123.406
"(5500, 4930)","(5377.0, 4895.0)",127.883
"(5606, 5154)","(5731.0, 5182.0)",128.098
"(3768, 3934)","(3885.0, 3993.0)",131.034
"(7225, 7260)","(7310.0, 7159.0)",132.008
"(7071, 6399)","(6971.0, 6486.0)",132.548
"(4428, 4141)","(4292.0, 4141.0)",136.0
"(7627, 7370)","(7756.0, 7424.0)",139.846
"(5468, 5819)","(5542.0, 5694.0)",145.262
"(6732, 6678)","(6595.0, 6734.0)",148.003
"(7151, 7060)","(7002.0, 7053.0)",149.164
"(2984, 2098)","(2926.0, 1958.0)",151.539
"(1489, 979)","(1428.0, 1119.0)",152.712
"(7114, 6422)","(6971.0, 6486.0)",156.668
"(7096, 6390)","(6971.0, 6486.0)",157.61
"(3929, 3707)","(4062.0, 3804.0)",164.615
"(6332, 6568)","(6235.0, 6703.0)",166.235
"(5290, 5066)","(5116.0, 5058.0)",174.184
"(5578, 5098)","(5731.0, 5182.0)",174.542
"(2751, 1834)","(2722.0, 2007.0)",175.414
"(3698, 3385)","(3681.0, 3197.0)",188.767
"(5372, 5092)","(5377.0, 4895.0)",197.063
"(2356, 2624)","(2318.0, 2425.0)",202.596
"(5514, 5897)","(5542.0, 5694.0)",204.922
"(4449, 5069)","(4383.0, 4874.0)",205.866
"(6453, 6288)","(6624.0, 6168.0)",208.904
"(2540, 1899)","(2722.0, 2007.0)",211.632
"(3813, 3380)","(3681.0, 3197.0)",225.639
"(6483, 5807)","(6564.0, 6021.0)",228.817
"(3379, 4043)","(3417.0, 3814.0)",232.131
"(6446, 5783)","(6343.0, 5999.0)",239.301
"(3888, 3319)","(3681.0, 3197.0)",240.277
"(5604, 5947)","(5542.0, 5694.0)",260.486
"(3326, 2349)","(3093.0, 2468.0)",261.63
"(6065, 6004)","(5973.0, 6254.0)",266.391
"(5480, 5292)","(5731.0, 5182.0)",274.046
"(1717, 1135)","(1428.0, 1119.0)",289.443
"(6255, 5715)","(6343.0, 5999.0)",297.321
"(7275, 6526)","(6971.0, 6486.0)",306.62
"(1633, 879)","(1428.0, 1119.0)",315.634
"(3795, 3510)","(3681.0, 3197.0)",333.114
"(7457, 7577)","(7756.0, 7424.0)",335.872
"(7389, 6817)","(7310.0, 7159.0)",351.006
"(7641, 6864)","(7868.0, 7144.0)",360.457
"(1897, 1011)","(2267.0, 1055.0)",372.607
"(6389, 5616)","(6343.0, 5999.0)",385.753
"(7383, 6519)","(6971.0, 6486.0)",413.319
"(1930, 633)","(2267.0, 1055.0)",540.049
"(1867, 504)","(1272.0, 795.0)",662.349
