og_coord,starfish_coord,dist
"(2000, 885)","(2002.0, 889.0)",4.472
"(3058, 309)","(3058.0, 304.0)",5.0
"(2525, 2256)","(2521.0, 2259.0)",5.0
"(2950, 1240)","(2952.0, 1245.0)",5.385
"(2658, 217)","(2656.0, 210.0)",7.28
"(1757, 377)","(1754.0, 386.0)",9.487
"(2954, 3390)","(2961.0, 3397.0)",9.899
"(1851, 310)","(1853.0, 320.0)",10.198
"(2133, 3654)","(2134.0, 3665.0)",11.045
"(1726, 1093)","(1718.0, 1085.0)",11.314
"(3340, 2252)","(3352.0, 2255.0)",12.369
"(387, 517)","(374.0, 514.0)",13.342
"(2593, 265)","(2606.0, 269.0)",13.601
"(1778, 366)","(1792.0, 368.0)",14.142
"(2796, 1007)","(2785.0, 1016.0)",14.213
"(2216, 262)","(2216.0, 247.0)",15.0
"(1724, 768)","(1728.0, 752.0)",16.492
"(3207, 2570)","(3221.0, 2561.0)",16.643
"(908, 2459)","(892.0, 2464.0)",16.763
"(2450, 2037)","(2439.0, 2024.0)",17.029
"(2220, 3670)","(2204.0, 3663.0)",17.464
"(3482, 1325)","(3486.0, 1342.0)",17.464
"(2375, 110)","(2386.0, 124.0)",17.804
"(530, 1606)","(521.0, 1590.0)",18.358
"(3268, 2271)","(3264.0, 2289.0)",18.439
"(2634, 1545)","(2644.0, 1529.0)",18.868
"(2824, 1044)","(2811.0, 1030.0)",19.105
"(380, 538)","(366.0, 553.0)",20.518
"(1400, 2185)","(1383.0, 2199.0)",22.023
"(3130, 679)","(3152.0, 682.0)",22.204
"(1946, 76)","(1936.0, 56.0)",22.361
"(2003, 524)","(2024.0, 516.0)",22.472
"(2985, 3130)","(3007.0, 3135.0)",22.561
"(3059, 1477)","(3065.0, 1455.0)",22.804
"(2946, 1222)","(2952.0, 1245.0)",23.77
"(3473, 2317)","(3479.0, 2340.0)",23.77
"(2477, 1011)","(2479.0, 987.0)",24.083
"(472, 1923)","(448.0, 1919.0)",24.331
"(1759, 35)","(1764.0, 10.0)",25.495
"(2655, 3347)","(2676.0, 3331.0)",26.401
"(2497, 1074)","(2511.0, 1097.0)",26.926
"(3097, 3269)","(3072.0, 3279.0)",26.926
"(1180, 1960)","(1198.0, 1981.0)",27.659
"(2809, 1681)","(2793.0, 1704.0)",28.018
"(1829, 779)","(1827.0, 751.0)",28.071
"(1313, 3232)","(1319.0, 3203.0)",29.614
"(2635, 278)","(2606.0, 269.0)",30.364
"(491, 2171)","(481.0, 2200.0)",30.676
"(2673, 3362)","(2676.0, 3331.0)",31.145
"(2766, 1445)","(2746.0, 1469.0)",31.241
"(1655, 2119)","(1664.0, 2149.0)",31.321
"(1853, 580)","(1822.0, 586.0)",31.575
"(2072, 2982)","(2087.0, 3010.0)",31.765
"(1955, 1579)","(1926.0, 1566.0)",31.78
"(1701, 934)","(1681.0, 909.0)",32.016
"(2951, 2387)","(2983.0, 2390.0)",32.14
"(332, 1811)","(344.0, 1781.0)",32.311
"(2992, 2971)","(3002.0, 3002.0)",32.573
"(729, 875)","(701.0, 857.0)",33.287
"(172, 2221)","(140.0, 2211.0)",33.526
"(2055, 3037)","(2024.0, 3024.0)",33.615
"(2117, 3636)","(2134.0, 3665.0)",33.615
"(1136, 1618)","(1138.0, 1584.0)",34.059
"(2612, 1490)","(2638.0, 1513.0)",34.713
"(2261, 1401)","(2288.0, 1423.0)",34.828
"(2506, 2227)","(2521.0, 2259.0)",35.341
"(104, 2213)","(140.0, 2211.0)",36.056
"(507, 2316)","(524.0, 2348.0)",36.235
"(3098, 472)","(3115.0, 440.0)",36.235
"(2623, 225)","(2656.0, 210.0)",36.249
"(2204, 3271)","(2188.0, 3238.0)",36.674
"(2493, 3104)","(2463.0, 3126.0)",37.202
"(1862, 3287)","(1888.0, 3314.0)",37.483
"(313, 2213)","(335.0, 2244.0)",38.013
"(542, 2824)","(573.0, 2846.0)",38.013
"(1603, 3115)","(1624.0, 3083.0)",38.275
"(1784, 592)","(1822.0, 586.0)",38.471
"(561, 2983)","(581.0, 2950.0)",38.588
"(3076, 2196)","(3047.0, 2222.0)",38.949
"(388, 3143)","(403.0, 3179.0)",39.0
"(362, 2380)","(398.0, 2397.0)",39.812
"(3149, 1332)","(3162.0, 1294.0)",40.162
"(1813, 2257)","(1825.0, 2218.0)",40.804
"(1667, 161)","(1688.0, 126.0)",40.817
"(741, 1767)","(700.0, 1767.0)",41.0
"(1079, 3248)","(1091.0, 3288.0)",41.761
"(3573, 1238)","(3531.0, 1240.0)",42.048
"(680, 364)","(656.0, 399.0)",42.438
"(3552, 3724)","(3569.0, 3685.0)",42.544
"(1358, 1519)","(1331.0, 1552.0)",42.638
"(2601, 1012)","(2623.0, 1050.0)",43.909
"(2849, 1106)","(2806.0, 1095.0)",44.385
"(2237, 1520)","(2203.0, 1491.0)",44.688
"(2772, 1124)","(2806.0, 1095.0)",44.688
"(2422, 151)","(2386.0, 124.0)",45.0
"(489, 2853)","(486.0, 2898.0)",45.1
"(1841, 3197)","(1838.0, 3152.0)",45.1
"(2267, 2507)","(2286.0, 2548.0)",45.188
"(1285, 434)","(1290.0, 479.0)",45.277
"(1725, 69)","(1681.0, 80.0)",45.354
"(1713, 1340)","(1748.0, 1311.0)",45.453
"(79, 2335)","(116.0, 2308.0)",45.804
"(2451, 3081)","(2463.0, 3126.0)",46.573
"(2282, 1848)","(2270.0, 1893.0)",46.573
"(630, 1003)","(622.0, 957.0)",46.69
"(2225, 742)","(2227.0, 695.0)",47.043
"(226, 91)","(179.0, 88.0)",47.096
"(2627, 2431)","(2667.0, 2456.0)",47.17
"(78, 2630)","(37.0, 2606.0)",47.508
"(3445, 1309)","(3490.0, 1293.0)",47.76
"(920, 865)","(926.0, 817.0)",48.374
"(1711, 573)","(1673.0, 603.0)",48.415
"(1670, 3099)","(1624.0, 3083.0)",48.703
"(117, 1421)","(84.0, 1385.0)",48.836
"(2747, 3430)","(2785.0, 3461.0)",49.041
"(256, 1672)","(218.0, 1640.0)",49.679
"(1341, 2172)","(1383.0, 2199.0)",49.93
"(604, 1132)","(577.0, 1090.0)",49.93
"(1856, 407)","(1906.0, 401.0)",50.359
"(2856, 2407)","(2808.0, 2388.0)",51.624
"(2888, 23)","(2848.0, 56.0)",51.856
"(2337, 1440)","(2288.0, 1423.0)",51.865
"(1148, 3411)","(1097.0, 3422.0)",52.173
"(2694, 548)","(2745.0, 537.0)",52.173
"(1214, 3336)","(1245.0, 3378.0)",52.202
"(2652, 1189)","(2645.0, 1137.0)",52.469
"(2700, 1904)","(2727.0, 1949.0)",52.479
"(1633, 58)","(1681.0, 80.0)",52.802
"(1643, 1527)","(1671.0, 1572.0)",53.0
"(1064, 2498)","(1112.0, 2474.0)",53.666
"(389, 2450)","(398.0, 2397.0)",53.759
"(3055, 1867)","(3015.0, 1903.0)",53.814
"(626, 171)","(598.0, 125.0)",53.852
"(970, 1348)","(1024.0, 1353.0)",54.231
"(1937, 2953)","(1959.0, 3003.0)",54.626
"(2893, 2149)","(2843.0, 2127.0)",54.626
"(2392, 1467)","(2423.0, 1422.0)",54.644
"(413, 1877)","(448.0, 1919.0)",54.672
"(655, 827)","(701.0, 857.0)",54.918
"(124, 82)","(179.0, 88.0)",55.326
"(3477, 1225)","(3531.0, 1240.0)",56.045
"(2633, 621)","(2604.0, 573.0)",56.08
"(3245, 2236)","(3264.0, 2289.0)",56.303
