og_centroid,closest_centroid,dist,cluster_id
"(181.0, 643.333)","(322.0, 620.667)",142.81,8.0
"(322.0, 620.667)","(181.0, 643.333)",142.81,93.0
"(1379.667, 2868.333)","(1215.333, 2909.0)",169.291,60.0
"(1215.333, 2909.0)","(1379.667, 2868.333)",169.291,17.0
"(588.75, 2611.5)","(738.333, 2482.0)",197.852,98.0
"(738.333, 2482.0)","(588.75, 2611.5)",197.852,48.0
"(479.0, 483.667)","(322.0, 620.667)",208.37,1.0
"(560.667, 2365.333)","(738.333, 2482.0)",212.547,65.0
"(1543.5, 3547.0)","(1742.333, 3470.0)",213.222,92.0
"(1742.333, 3470.0)","(1543.5, 3547.0)",213.222,164.0
"(3208.75, 2843.0)","(3383.667, 2977.0)",220.345,11.0
"(3383.667, 2977.0)","(3208.75, 2843.0)",220.345,21.0
"(1129.667, 1416.0)","(1079.0, 1199.333)",222.512,7.0
"(1079.0, 1199.333)","(1129.667, 1416.0)",222.512,19.0
"(1080.0, 2708.333)","(855.667, 2771.0)",232.922,49.0
"(855.667, 2771.0)","(1080.0, 2708.333)",232.922,20.0
"(2337.6, 3412.2)","(2566.0, 3463.429)",234.075,44.0
"(2566.0, 3463.429)","(2337.6, 3412.2)",234.075,12.0
"(1151.0, 3139.333)","(1215.333, 2909.0)",239.149,103.0
"(3610.667, 788.667)","(3481.0, 546.667)",274.55,32.0
"(3481.0, 546.667)","(3610.667, 788.667)",274.55,57.0
"(1345.333, 3353.0)","(1543.5, 3547.0)",277.32,54.0
"(926.0, 1617.333)","(1129.667, 1416.0)",286.383,27.0
"(1574.667, 3151.0)","(1865.5, 3170.75)",291.503,13.0
"(1865.5, 3170.75)","(1574.667, 3151.0)",291.503,66.0
"(2372.75, 3102.25)","(2337.6, 3412.2)",311.937,30.0
"(1038.0, 2370.5)","(738.333, 2482.0)",319.738,51.0
"(505.333, 887.667)","(322.0, 620.667)",323.883,38.0
"(1000.333, 1943.667)","(926.0, 1617.333)",334.693,10.0
"(603.0, 1382.0)","(926.0, 1617.333)",399.638,117.0
"(2158.0, 2108.667)","(1830.667, 1871.667)",404.124,23.0
"(1830.667, 1871.667)","(2158.0, 2108.667)",404.124,14.0
"(582.0, 1831.75)","(926.0, 1617.333)",405.353,2.0
"(127.25, 1469.5)","(603.0, 1382.0)",483.73,61.0
"(1763.0, 2464.333)","(2158.0, 2108.667)",531.529,56.0
"(2978.0, 351.0)","(3481.0, 546.667)",539.717,9.0
"(2434.0, 373.667)","(2978.0, 351.0)",544.472,95.0
"(1025.0, 654.0)","(1079.0, 1199.333)",548.0,52.0
"(341.0, 3327.0)","(588.75, 2611.5)",757.179,125.0
"(2388.333, 1145.333)","(2434.0, 373.667)",773.016,94.0
"(3228.667, 2000.667)","(3208.75, 2843.0)",842.568,47.0
