og_coord,starfish_coord,dist
"(6427, 6571)","(6418.0, 6566.0)",10.296
"(4137, 3995)","(4136.0, 3967.0)",28.018
"(2888, 1877)","(2922.0, 1874.0)",34.132
"(1482, 1130)","(1473.0, 1097.0)",34.205
"(7578, 6759)","(7542.0, 6772.0)",38.275
"(3918, 3722)","(3880.0, 3715.0)",38.639
"(4104, 5039)","(4127.0, 5076.0)",43.566
"(7571, 7136)","(7528.0, 7160.0)",49.244
"(2992, 2073)","(3002.0, 2125.0)",52.953
"(2366, 1568)","(2416.0, 1544.0)",55.462
"(6751, 6173)","(6699.0, 6150.0)",56.859
"(2830, 2995)","(2860.0, 3050.0)",62.65
"(7873, 7114)","(7906.0, 7168.0)",63.285
"(2597, 2748)","(2636.0, 2698.0)",63.411
"(1339, 846)","(1266.0, 817.0)",78.549
"(3313, 2725)","(3233.0, 2750.0)",83.815
"(6089, 5579)","(6170.0, 5608.0)",86.035
"(4044, 4638)","(4004.0, 4716.0)",87.658
"(7110, 6615)","(7024.0, 6639.0)",89.286
"(2664, 2813)","(2739.0, 2758.0)",93.005
"(2864, 2130)","(2903.0, 2045.0)",93.52
"(6110, 5680)","(6170.0, 5608.0)",93.723
"(7373, 6638)","(7390.0, 6738.0)",101.435
"(6597, 6181)","(6699.0, 6150.0)",106.607
"(4098, 4656)","(4004.0, 4716.0)",111.517
"(7311, 6653)","(7390.0, 6738.0)",116.043
"(4292, 4176)","(4341.0, 4284.0)",118.596
"(7648, 7169)","(7528.0, 7160.0)",120.337
"(7075, 6749)","(7024.0, 6639.0)",121.248
"(7488, 7275)","(7528.0, 7160.0)",121.758
"(2918, 3176)","(2880.0, 3060.0)",122.066
"(7522, 7300)","(7513.0, 7423.0)",123.329
"(4869, 4495)","(4745.0, 4482.0)",124.68
"(2859, 2406)","(2880.0, 2531.0)",126.752
"(4270, 3812)","(4150.0, 3855.0)",127.472
"(6993, 6510)","(7024.0, 6639.0)",132.673
"(2616, 1934)","(2742.0, 1976.0)",132.816
"(2238, 1458)","(2310.0, 1346.0)",133.147
"(4886, 4519)","(4789.0, 4612.0)",134.38
"(3911, 4308)","(3955.0, 4174.0)",141.039
"(2827, 2164)","(2903.0, 2045.0)",141.198
"(5418, 5317)","(5295.0, 5246.0)",142.021
"(3463, 3521)","(3582.0, 3425.0)",152.895
"(2117, 1693)","(2120.0, 1848.0)",155.029
"(2834, 2317)","(2687.0, 2257.0)",158.773
"(4971, 4528)","(4951.0, 4690.0)",163.23
"(6262, 6619)","(6418.0, 6566.0)",164.757
"(3561, 3589)","(3582.0, 3425.0)",165.339
"(4291, 5123)","(4127.0, 5076.0)",170.602
"(4809, 5277)","(4824.0, 5104.0)",173.649
"(1633, 1017)","(1473.0, 1097.0)",178.885
"(7699, 7442)","(7514.0, 7458.0)",185.691
"(3826, 3917)","(3639.0, 3939.0)",188.29
"(5224, 5786)","(5072.0, 5672.0)",190.0
"(2609, 1556)","(2416.0, 1544.0)",193.373
"(5252, 5752)","(5072.0, 5672.0)",196.977
"(4199, 5261)","(4127.0, 5076.0)",198.517
"(5551, 5169)","(5687.0, 5014.0)",206.206
"(6280, 6083)","(6070.0, 6096.0)",210.402
"(6493, 6924)","(6611.0, 6746.0)",213.56
"(5059, 4901)","(4951.0, 4690.0)",237.034
"(7057, 6383)","(7024.0, 6639.0)",258.118
"(5604, 5469)","(5776.0, 5662.0)",258.521
"(5341, 5679)","(5072.0, 5672.0)",269.091
"(3501, 4183)","(3639.0, 3939.0)",280.321
"(4452, 4743)","(4726.0, 4804.0)",280.708
"(6751, 6495)","(6611.0, 6746.0)",287.404
"(7182, 6993)","(7449.0, 7111.0)",291.913
"(6071, 6388)","(6070.0, 6096.0)",292.002
"(3345, 3955)","(3639.0, 3939.0)",294.435
"(6456, 5681)","(6170.0, 5608.0)",295.169
"(3166, 2448)","(2880.0, 2531.0)",297.8
"(2122, 997)","(2339.0, 1210.0)",304.069
"(6344, 5882)","(6170.0, 5608.0)",324.58
"(3097, 3445)","(3051.0, 3109.0)",339.134
"(6216, 6840)","(6418.0, 6566.0)",340.412
"(4480, 5124)","(4824.0, 5104.0)",344.581
"(4494, 5226)","(4824.0, 5104.0)",351.83
"(3233, 3599)","(3582.0, 3425.0)",389.971
"(3418, 2364)","(3233.0, 2750.0)",428.043
"(2031, 812)","(1807.0, 1250.0)",491.955
"(2011, 759)","(1807.0, 1250.0)",531.693
