og_coord,starfish_coord,dist
"(3801.0, 2914.0)","(3827.143, 2871.468)",49.924
"(4888.0, 2331.0)","(4900.165, 2270.505)",61.706
"(1704.0, 6593.0)","(1657.095, 6549.259)",64.135
"(3405.0, 5010.0)","(3339.082, 5025.514)",67.719
"(4280.0, 1415.0)","(4287.645, 1341.5)",73.897
"(4224.0, 1380.0)","(4287.645, 1341.5)",74.384
"(2702.0, 4370.0)","(2645.663, 4312.537)",80.473
"(4019.0, 3325.0)","(3995.164, 3247.515)",81.068
"(4373.0, 1349.0)","(4287.645, 1341.5)",85.684
"(3361.0, 5110.0)","(3339.082, 5025.514)",87.283
"(3855.0, 2787.0)","(3827.143, 2871.468)",88.943
"(3316.0, 5113.0)","(3339.082, 5025.514)",90.48
"(3246.0, 5016.0)","(3339.082, 5025.514)",93.567
"(4279.0, 1435.0)","(4287.645, 1341.5)",93.899
"(4907.0, 2367.0)","(4900.165, 2270.505)",96.737
"(3925.0, 2861.0)","(3827.143, 2871.468)",98.415
"(4921.0, 2369.0)","(4900.165, 2270.505)",100.675
"(5000.0, 2299.0)","(4900.165, 2270.505)",103.822
"(911.0, 8148.0)","(884.555, 8045.446)",105.909
"(3831.0, 2980.0)","(3827.143, 2871.468)",108.601
"(1957.0, 5874.0)","(1897.125, 5782.942)",108.98
"(3790.0, 2976.0)","(3827.143, 2871.468)",110.935
"(1228.0, 9417.0)","(1337.944, 9437.619)",111.861
"(3902.0, 2788.0)","(3827.143, 2871.468)",112.118
"(1991.0, 5845.0)","(1897.125, 5782.942)",112.533
"(3227.0, 5047.0)","(3339.082, 5025.514)",114.123
"(3294.0, 5132.0)","(3339.082, 5025.514)",115.636
"(1995.0, 6045.0)","(1897.125, 5982.967)",115.878
"(3916.0, 2797.0)","(3827.143, 2871.468)",115.936
"(1012.0, 9641.0)","(1085.468, 9733.656)",118.248
"(3456.0, 5062.0)","(3339.082, 5025.514)",122.479
"(3939.0, 2819.0)","(3827.143, 2871.468)",123.551
"(1988.0, 5897.0)","(1897.125, 5982.967)",125.094
"(1845.0, 6098.0)","(1897.125, 5982.967)",126.292
"(1733.0, 6654.0)","(1657.095, 6549.259)",129.353
"(1215.0, 9729.0)","(1085.468, 9733.656)",129.616
"(1193.0, 9810.0)","(1085.468, 9733.656)",131.877
"(3215.0, 4979.0)","(3339.082, 5025.514)",132.514
"(1880.0, 6115.0)","(1897.125, 5982.967)",133.139
"(5034.0, 2276.0)","(4900.165, 2270.505)",133.948
"(1025.0, 8314.0)","(1105.026, 8421.492)",134.01
"(4327.0, 1470.0)","(4287.645, 1341.5)",134.391
"(778.0, 9852.0)","(768.985, 9986.132)",134.435
"(832.0, 9448.0)","(724.535, 9530.075)",135.222
"(3371.0, 4894.0)","(3339.082, 5025.514)",135.332
"(4156.0, 1284.0)","(4287.645, 1341.5)",143.655
