og_coord,closest_coord,dist
"(4.289, 3.974)","(4.277, 3.984)",0.016
"(4.277, 3.984)","(4.289, 3.974)",0.016
"(3.879, 3.905)","(3.876, 3.929)",0.025
"(3.876, 3.929)","(3.879, 3.905)",0.025
"(5.975, 5.866)","(5.999, 5.887)",0.031
"(5.999, 5.887)","(5.975, 5.866)",0.031
"(2.457, 2.318)","(2.422, 2.332)",0.038
"(2.422, 2.332)","(2.457, 2.318)",0.038
"(3.869, 3.981)","(3.876, 3.929)",0.052
"(3.419, 3.684)","(3.475, 3.717)",0.065
"(3.475, 3.717)","(3.419, 3.684)",0.065
"(5.719, 5.768)","(5.762, 5.711)",0.072
"(5.762, 5.711)","(5.719, 5.768)",0.072
"(2.127, 1.807)","(2.137, 1.728)",0.08
"(2.137, 1.728)","(2.127, 1.807)",0.08
"(5.467, 5.855)","(5.55, 5.855)",0.083
"(5.55, 5.855)","(5.467, 5.855)",0.083
"(4.449, 4.677)","(4.464, 4.595)",0.084
"(4.464, 4.595)","(4.449, 4.677)",0.084
"(3.604, 3.677)","(3.664, 3.742)",0.088
"(3.664, 3.742)","(3.604, 3.677)",0.088
"(1.436, 0.569)","(1.344, 0.551)",0.093
"(1.344, 0.551)","(1.436, 0.569)",0.093
"(5.377, 5.819)","(5.467, 5.855)",0.097
"(2.235, 1.728)","(2.137, 1.728)",0.098
"(1.345, 1.026)","(1.443, 0.991)",0.104
"(1.443, 0.991)","(1.345, 1.026)",0.104
"(4.769, 4.767)","(4.757, 4.87)",0.104
"(4.757, 4.87)","(4.769, 4.767)",0.104
"(5.557, 5.558)","(5.624, 5.468)",0.112
"(5.624, 5.468)","(5.557, 5.558)",0.112
"(2.491, 2.43)","(2.457, 2.318)",0.117
"(3.15, 2.643)","(3.028, 2.647)",0.122
"(3.028, 2.647)","(3.15, 2.643)",0.122
"(3.793, 4.655)","(3.913, 4.639)",0.122
"(3.913, 4.639)","(3.793, 4.655)",0.122
"(1.374, 0.891)","(1.443, 0.991)",0.122
"(4.337, 4.093)","(4.277, 3.984)",0.124
"(6.569, 5.815)","(6.665, 5.894)",0.125
"(6.665, 5.894)","(6.569, 5.815)",0.125
"(6.859, 6.472)","(6.824, 6.596)",0.129
"(6.824, 6.596)","(6.859, 6.472)",0.129
"(5.84, 5.289)","(5.86, 5.16)",0.13
"(5.86, 5.16)","(5.84, 5.289)",0.13
"(2.618, 2.162)","(2.747, 2.175)",0.13
"(2.747, 2.175)","(2.618, 2.162)",0.13
"(1.556, 0.512)","(1.436, 0.569)",0.133
"(2.896, 2.61)","(3.028, 2.647)",0.137
"(3.991, 3.824)","(3.879, 3.905)",0.138
"(1.458, 1.135)","(1.582, 1.199)",0.14
"(1.582, 1.199)","(1.458, 1.135)",0.14
"(3.861, 3.764)","(3.879, 3.905)",0.141
"(2.3, 2.406)","(2.422, 2.332)",0.143
"(4.135, 3.873)","(3.991, 3.824)",0.153
"(4.978, 4.386)","(4.947, 4.233)",0.156
"(4.947, 4.233)","(4.978, 4.386)",0.156
"(4.907, 4.69)","(4.769, 4.767)",0.157
"(1.998, 1.901)","(2.127, 1.807)",0.159
"(5.679, 5.269)","(5.84, 5.289)",0.163
"(1.177, 0.54)","(1.344, 0.551)",0.167
"(1.722, 1.075)","(1.582, 1.199)",0.186
"(5.312, 5.641)","(5.377, 5.819)",0.189
"(3.855, 4.173)","(3.869, 3.981)",0.192
"(1.89, 0.978)","(1.722, 1.075)",0.194
"(6.559, 6.059)","(6.665, 5.894)",0.197
"(6.536, 6.261)","(6.559, 6.059)",0.204
"(4.011, 3.604)","(3.861, 3.764)",0.219
"(2.413, 1.906)","(2.235, 1.728)",0.251
"(5.129, 5.463)","(5.312, 5.641)",0.256
"(4.148, 4.266)","(4.337, 4.093)",0.256
"(6.873, 6.067)","(6.665, 5.894)",0.27
"(3.291, 3.261)","(3.37, 3.001)",0.272
"(3.37, 3.001)","(3.291, 3.261)",0.272
"(5.611, 6.149)","(5.55, 5.855)",0.3
"(2.036, 1.269)","(1.89, 0.978)",0.326
"(2.356, 1.34)","(2.036, 1.269)",0.327
"(2.967, 3.195)","(3.291, 3.261)",0.331
"(2.747, 3.445)","(2.967, 3.195)",0.333
"(4.881, 5.237)","(5.129, 5.463)",0.335
"(3.768, 3.358)","(4.011, 3.604)",0.347
"(6.148, 6.222)","(5.999, 5.887)",0.367
