og_coord,astar_coord,goldstar_dist,astar_dist,smoothed_dist,dist
"(982.0, 1667.0)","(948.0, 1736.0)",77.05591894851419,0.0,0.0,77.056
"(969.0, 1651.0)","(948.0, 1736.0)",87.54779488370914,0.0,0.0,87.548
"(2971.0, 3122.0)","(3056.0, 3156.0)",91.34839027043667,0.0,0.0,91.348
"(919.0, 1824.0)","(948.0, 1736.0)",93.35969504020461,0.0,0.0,93.36
"(2993.0, 3086.0)","(3056.0, 3156.0)",93.85036102754216,0.0,0.0,93.85
"(947.0, 1837.0)","(948.0, 1736.0)",101.83638218731066,0.0,0.0,101.836
"(2959.0, 3121.0)","(3056.0, 3156.0)",102.22381938667702,0.0,0.0,102.224
"(1041.0, 1691.0)","(948.0, 1736.0)",104.16273143980054,0.0,0.0,104.163
"(3490.0, 2860.0)","(3404.0, 2924.0)",107.51115334233928,0.0,0.0,107.511
"(3305.0, 2970.0)","(3404.0, 2924.0)",108.90532075615043,0.0,0.0,108.905
"(1017.0, 1650.0)","(948.0, 1736.0)",110.30644401847057,0.0,0.0,110.306
"(894.0, 1833.0)","(948.0, 1736.0)",111.14459945944301,0.0,0.0,111.145
"(905.0, 1629.0)","(948.0, 1736.0)",114.52229127990759,0.0,0.0,114.522
"(2957.0, 3097.0)","(3056.0, 3156.0)",114.76456596005585,0.0,0.0,114.765
"(926.0, 1622.0)","(948.0, 1736.0)",115.2316126069579,0.0,0.0,115.232
"(3479.0, 2836.0)","(3404.0, 2924.0)",115.62439189029277,0.0,0.0,115.624
"(2992.0, 3058.0)","(3056.0, 3156.0)",116.04860492483313,0.0,0.0,116.049
"(3003.0, 3051.0)","(3056.0, 3156.0)",117.44108698407057,0.0,0.0,117.441
"(3922.0, 2617.0)","(4012.0, 2539.0)",119.10977600516243,0.0,0.0,119.11
"(2980.0, 3063.0)","(3056.0, 3156.0)",119.38253388163628,0.0,0.0,119.383
"(1818.0, 1383.0)","(1732.0, 1472.0)",123.57458642455585,0.0,0.0,123.575
"(3296.0, 2984.0)","(3404.0, 2924.0)",123.69414359621051,0.0,0.0,123.694
"(870.0, 1832.0)","(948.0, 1736.0)",123.75107797510296,0.0,0.0,123.751
"(3510.0, 2856.0)","(3404.0, 2924.0)",126.03127136548298,0.0,0.0,126.031
"(998.0, 1620.0)","(948.0, 1736.0)",126.39593159987388,0.0,0.0,126.396
"(972.0, 1609.0)","(948.0, 1736.0)",128.7845220901953,0.0,0.0,128.785
"(3887.0, 2583.0)","(4012.0, 2539.0)",131.8675429436673,0.0,0.0,131.868
"(4142.0, 2566.0)","(4012.0, 2539.0)",132.96690048278927,0.0,0.0,132.967
"(3891.0, 2600.0)","(4012.0, 2539.0)",135.22643806963188,0.0,0.0,135.226
"(3301.0, 3013.0)","(3404.0, 2924.0)",135.79363063118984,0.0,0.0,135.794
"(3839.0, 3261.0)","(3724.0, 3188.0)",136.89200772872027,0.0,0.0,136.892
"(898.0, 1864.0)","(948.0, 1736.0)",137.62494265575555,0.0,0.0,137.625
"(3451.0, 3055.0)","(3404.0, 2924.0)",139.9320085791669,0.0,0.0,139.932
