og_centroid,closest_centroid,dist,cluster_id
"(8916.0, 801.333)","(8910.0, 714.667)",86.873,53
"(8910.0, 714.667)","(8916.0, 801.333)",86.873,59
"(7307.333, 1930.333)","(7359.0, 2032.667)",114.637,32
"(7359.0, 2032.667)","(7307.333, 1930.333)",114.637,72
"(7910.667, 1113.333)","(7789.333, 1074.0)",127.55,120
"(7789.333, 1074.0)","(7910.667, 1113.333)",127.55,46
"(2432.667, 4012.333)","(2435.333, 3883.333)",129.028,75
"(2435.333, 3883.333)","(2432.667, 4012.333)",129.028,57
"(4028.333, 3897.333)","(4188.333, 3821.667)",176.99,36
"(4188.333, 3821.667)","(4028.333, 3897.333)",176.99,194
"(8966.667, 974.333)","(8916.0, 801.333)",180.267,73
"(4681.333, 2521.0)","(4664.75, 2325.25)",196.451,23
"(4664.75, 2325.25)","(4681.333, 2521.0)",196.451,25
"(2913.0, 3528.333)","(3110.333, 3558.667)",199.651,64
"(3110.333, 3558.667)","(2913.0, 3528.333)",199.651,2
"(4757.25, 3522.0)","(4876.75, 3335.75)",221.29,21
"(4876.75, 3335.75)","(4757.25, 3522.0)",221.29,48
"(5411.667, 2532.333)","(5356.333, 2764.667)",238.832,1
"(5356.333, 2764.667)","(5411.667, 2532.333)",238.832,18
"(3780.0, 4015.0)","(4028.333, 3897.333)",274.8,62
"(8336.0, 1403.667)","(8628.75, 1305.0)",308.93,52
"(8628.75, 1305.0)","(8336.0, 1403.667)",308.93,7
"(4986.0, 2288.667)","(4664.75, 2325.25)",323.326,86
"(8250.0, 1005.0)","(7910.667, 1113.333)",356.206,63
"(4998.0, 2866.667)","(5356.333, 2764.667)",372.567,28
"(9161.333, 1299.333)","(8966.667, 974.333)",378.84,15
"(9372.0, 853.667)","(8966.667, 974.333)",422.913,6
"(3647.667, 3565.333)","(3780.0, 4015.0)",468.735,42
"(4436.667, 2980.0)","(4681.333, 2521.0)",520.137,38
"(5257.333, 3841.667)","(5773.667, 3980.333)",534.63,12
"(5773.667, 3980.333)","(5257.333, 3841.667)",534.63,11
"(5832.333, 2194.667)","(5411.667, 2532.333)",539.424,30
"(1129.667, 3986.333)","(1695.0, 4464.667)",740.544,237
"(1695.0, 4464.667)","(1129.667, 3986.333)",740.544,17
