radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,1.0,0.16750848729839501,5.969846758980204,81
160,1.0,0.33837943273922416,2.9552623571263594,81
220,1.0,0.5086030836225035,1.9661697543741639,81
280,1.0,0.664972963115582,1.5038205392813624,81
340,1.0,0.7858224848433346,1.2725520321543928,81
400,1.0,0.8709966482244232,1.1481100438659064,81
460,1.0,0.927479921428696,1.0781904566296094,81
520,1.0,0.9627474814473126,1.0386939662482266,81
580,1.0,0.9838786989848047,1.016385455881736,81
640,1.0,0.9965892290929957,1.0034224440797022,81
700,1.0,0.9999060623422125,1.0000939464829002,81
100,0.0975609756097561,0.16750848729839501,0.5824240740468491,82
160,0.3048780487804878,0.33837943273922416,0.9009946210751095,82
220,0.4268292682926829,0.5086030836225035,0.8392187975987284,82
280,0.6219512195121951,0.664972963115582,0.9353030183335302,82
340,0.7317073170731707,0.7858224848433346,0.9311356332837021,82
400,0.7926829268292683,0.8709966482244232,0.9100872298937063,82
460,0.8658536585365854,0.927479921428696,0.9335551514719789,82
520,0.9390243902439024,0.9627474814473126,0.9753589683062615,82
580,0.975609756097561,0.9838786989848047,0.9915955667138887,82
640,1.0,0.9965892290929957,1.0034224440797022,82
700,1.0,0.9999060623422125,1.0000939464829002,82
