og_coord,starfish_coord,dist
"(952, 3614)","(951.0, 3615.0)",1.414
"(3547, 3405)","(3550.0, 3404.0)",3.162
"(1343, 112)","(1339.0, 110.0)",4.472
"(355, 441)","(359.0, 438.0)",5.0
"(1479, 3529)","(1479.0, 3523.0)",6.0
"(2639, 1305)","(2635.0, 1299.0)",7.211
"(2628, 2255)","(2628.0, 2263.0)",8.0
"(2823, 1065)","(2816.0, 1070.0)",8.602
"(2024, 2936)","(2015.0, 2931.0)",10.296
"(1183, 54)","(1180.0, 44.0)",10.44
"(2289, 3532)","(2292.0, 3542.0)",10.44
"(3492, 428)","(3499.0, 419.0)",11.402
"(1948, 3654)","(1943.0, 3665.0)",12.083
"(3329, 3696)","(3341.0, 3690.0)",13.416
"(3414, 1848)","(3413.0, 1863.0)",15.033
"(562, 2069)","(569.0, 2054.0)",16.553
"(2770, 918)","(2783.0, 907.0)",17.029
"(1371, 1038)","(1385.0, 1028.0)",17.205
"(1282, 482)","(1279.0, 465.0)",17.263
"(182, 1424)","(169.0, 1436.0)",17.692
"(1959, 3688)","(1953.0, 3671.0)",18.028
"(2070, 2978)","(2076.0, 2995.0)",18.028
"(1132, 1243)","(1150.0, 1248.0)",18.682
"(2703, 1531)","(2706.0, 1512.0)",19.235
"(2512, 1286)","(2515.0, 1266.0)",20.224
"(1696, 1418)","(1709.0, 1435.0)",21.401
"(2805, 909)","(2783.0, 907.0)",22.091
"(1920, 2595)","(1942.0, 2599.0)",22.361
"(1347, 3582)","(1341.0, 3604.0)",22.804
"(3734, 1908)","(3728.0, 1931.0)",23.77
"(3372, 1891)","(3352.0, 1878.0)",23.854
"(3378, 2183)","(3382.0, 2207.0)",24.331
"(2707, 2475)","(2683.0, 2469.0)",24.739
"(2428, 1572)","(2408.0, 1588.0)",25.612
"(167, 2462)","(147.0, 2478.0)",25.612
"(2729, 2218)","(2705.0, 2228.0)",26.0
"(3114, 2510)","(3140.0, 2510.0)",26.0
"(2862, 468)","(2872.0, 493.0)",26.926
"(2603, 1125)","(2578.0, 1115.0)",26.926
"(2979, 571)","(2998.0, 551.0)",27.586
"(831, 2406)","(842.0, 2380.0)",28.231
"(1198, 1188)","(1215.0, 1165.0)",28.601
"(1048, 1974)","(1036.0, 1948.0)",28.636
"(2895, 844)","(2882.0, 818.0)",29.069
"(2234, 2347)","(2205.0, 2353.0)",29.614
"(2260, 1186)","(2268.0, 1215.0)",30.083
"(2633, 3625)","(2637.0, 3655.0)",30.265
"(3238, 2574)","(3261.0, 2594.0)",30.48
"(2421, 1559)","(2408.0, 1588.0)",31.78
"(1773, 29)","(1805.0, 29.0)",32.0
"(2886, 3754)","(2887.0, 3722.0)",32.016
"(1502, 3500)","(1479.0, 3523.0)",32.527
"(2609, 425)","(2635.0, 445.0)",32.802
"(2717, 2197)","(2705.0, 2228.0)",33.242
"(2473, 1735)","(2468.0, 1768.0)",33.377
"(2444, 1744)","(2468.0, 1768.0)",33.941
"(3415, 1829)","(3413.0, 1863.0)",34.059
"(2752, 2425)","(2750.0, 2459.0)",34.059
"(3690, 1953)","(3675.0, 1984.0)",34.438
"(94, 2634)","(113.0, 2605.0)",34.67
"(3231, 3387)","(3234.0, 3422.0)",35.128
"(3657, 3588)","(3622.0, 3591.0)",35.128
"(1537, 1105)","(1543.0, 1140.0)",35.511
"(2215, 2433)","(2193.0, 2405.0)",35.609
"(2333, 2252)","(2319.0, 2219.0)",35.847
"(2609, 1133)","(2578.0, 1115.0)",35.847
"(1175, 1166)","(1206.0, 1148.0)",35.847
"(1433, 3176)","(1437.0, 3140.0)",36.222
"(1492, 3557)","(1479.0, 3523.0)",36.401
"(2245, 445)","(2228.0, 478.0)",37.121
"(2122, 863)","(2155.0, 880.0)",37.121
"(3239, 287)","(3205.0, 302.0)",37.162
"(2143, 296)","(2113.0, 319.0)",37.802
"(2256, 1758)","(2221.0, 1743.0)",38.079
"(2852, 569)","(2814.0, 566.0)",38.118
"(2487, 1833)","(2497.0, 1870.0)",38.328
"(2466, 1447)","(2440.0, 1418.0)",38.949
"(101, 3502)","(96.0, 3541.0)",39.319
"(2807, 238)","(2773.0, 218.0)",39.446
"(1900, 2767)","(1894.0, 2806.0)",39.459
"(865, 1884)","(902.0, 1898.0)",39.56
"(3577, 3375)","(3550.0, 3404.0)",39.623
"(479, 923)","(514.0, 904.0)",39.825
"(1289, 2578)","(1276.0, 2616.0)",40.162
"(2467, 37)","(2461.0, 77.0)",40.447
"(3007, 243)","(3018.0, 204.0)",40.522
"(1286, 2196)","(1326.0, 2189.0)",40.608
"(1830, 2117)","(1871.0, 2110.0)",41.593
"(3580, 3585)","(3622.0, 3591.0)",42.426
"(1179, 1279)","(1150.0, 1248.0)",42.45
"(913, 3634)","(951.0, 3615.0)",42.485
"(2286, 3101)","(2309.0, 3065.0)",42.72
