og_coord,starfish_coord,dist
"(1844, 1465)","(1847.0, 1461.0)",5.0
"(3731, 3706)","(3726.0, 3700.0)",7.81
"(3744, 2551)","(3754.0, 2552.0)",10.05
"(901, 883)","(911.0, 885.0)",10.198
"(1985, 357)","(1990.0, 366.0)",10.296
"(2554, 878)","(2544.0, 884.0)",11.662
"(1919, 202)","(1910.0, 193.0)",12.728
"(2104, 2639)","(2111.0, 2628.0)",13.038
"(1478, 1248)","(1467.0, 1241.0)",13.038
"(3435, 1423)","(3434.0, 1410.0)",13.038
"(1627, 210)","(1612.0, 212.0)",15.133
"(2921, 3728)","(2918.0, 3743.0)",15.297
"(2653, 599)","(2660.0, 613.0)",15.652
"(3552, 2748)","(3568.0, 2750.0)",16.125
"(109, 1868)","(103.0, 1853.0)",16.155
"(2056, 681)","(2066.0, 694.0)",16.401
"(184, 3627)","(200.0, 3619.0)",17.889
"(2690, 1058)","(2691.0, 1076.0)",18.028
"(1918, 3055)","(1910.0, 3038.0)",18.788
"(2870, 2227)","(2880.0, 2243.0)",18.868
"(553, 987)","(568.0, 999.0)",19.209
"(3371, 1144)","(3353.0, 1137.0)",19.313
"(3193, 3114)","(3179.0, 3100.0)",19.799
"(1109, 378)","(1094.0, 365.0)",19.849
"(1919, 686)","(1899.0, 685.0)",20.025
"(802, 973)","(803.0, 994.0)",21.024
"(3233, 2064)","(3251.0, 2050.0)",22.804
"(3762, 1300)","(3780.0, 1314.0)",22.804
"(129, 1366)","(106.0, 1362.0)",23.345
"(3741, 2532)","(3754.0, 2552.0)",23.854
"(2561, 2970)","(2560.0, 2946.0)",24.021
"(1623, 794)","(1629.0, 770.0)",24.739
"(2389, 2216)","(2389.0, 2191.0)",25.0
"(748, 1438)","(773.0, 1440.0)",25.08
"(3215, 1095)","(3202.0, 1073.0)",25.554
"(870, 494)","(876.0, 519.0)",25.71
"(568, 2156)","(577.0, 2131.0)",26.571
"(415, 3188)","(432.0, 3209.0)",27.019
"(1854, 455)","(1877.0, 440.0)",27.459
"(2385, 116)","(2393.0, 89.0)",28.16
"(1128, 1007)","(1153.0, 994.0)",28.178
"(967, 1917)","(947.0, 1895.0)",29.732
"(1201, 449)","(1227.0, 434.0)",30.017
"(3737, 3729)","(3726.0, 3700.0)",31.016
"(391, 2157)","(369.0, 2179.0)",31.113
"(2310, 1551)","(2339.0, 1563.0)",31.385
"(1915, 1882)","(1943.0, 1897.0)",31.765
"(3449, 535)","(3481.0, 537.0)",32.062
"(1171, 22)","(1201.0, 34.0)",32.311
"(1462, 1273)","(1467.0, 1241.0)",32.388
"(3611, 2150)","(3616.0, 2182.0)",32.388
"(1994, 670)","(1972.0, 694.0)",32.558
"(918, 1911)","(947.0, 1895.0)",33.121
"(3583, 1621)","(3592.0, 1653.0)",33.242
"(409, 1575)","(443.0, 1572.0)",34.132
"(1070, 390)","(1094.0, 365.0)",34.655
"(1984, 1431)","(2015.0, 1448.0)",35.355
"(3788, 1365)","(3758.0, 1344.0)",36.62
"(3481, 295)","(3473.0, 259.0)",36.878
"(2643, 1168)","(2645.0, 1205.0)",37.054
"(3377, 2349)","(3341.0, 2358.0)",37.108
"(1234, 2272)","(1228.0, 2235.0)",37.483
"(399, 1754)","(362.0, 1764.0)",38.328
"(369, 1802)","(362.0, 1764.0)",38.639
"(3229, 2868)","(3222.0, 2906.0)",38.639
"(304, 2211)","(334.0, 2236.0)",39.051
"(95, 2140)","(131.0, 2156.0)",39.395
"(1412, 1545)","(1419.0, 1584.0)",39.623
"(3222, 2142)","(3241.0, 2107.0)",39.825
"(1920, 232)","(1910.0, 193.0)",40.262
"(1304, 1426)","(1320.0, 1463.0)",40.311
"(874, 627)","(844.0, 600.0)",40.361
"(2387, 3595)","(2401.0, 3557.0)",40.497
"(2010, 2707)","(2023.0, 2746.0)",41.11
"(2670, 2039)","(2651.0, 2076.0)",41.593
"(3697, 3486)","(3664.0, 3460.0)",42.012
"(3356, 1337)","(3335.0, 1300.0)",42.544
"(3595, 2783)","(3568.0, 2750.0)",42.638
"(2092, 2760)","(2091.0, 2803.0)",43.012
"(2102, 2313)","(2091.0, 2355.0)",43.417
"(1607, 1092)","(1619.0, 1134.0)",43.681
"(537, 2149)","(577.0, 2131.0)",43.863
"(2179, 2964)","(2197.0, 3004.0)",43.863
"(2506, 1671)","(2468.0, 1693.0)",43.909
"(2844, 1318)","(2878.0, 1346.0)",44.045
"(1415, 3508)","(1371.0, 3506.0)",44.045
"(3689, 3398)","(3665.0, 3361.0)",44.102
"(3778, 469)","(3774.0, 425.0)",44.181
"(654, 435)","(610.0, 440.0)",44.283
"(1388, 1143)","(1353.0, 1114.0)",45.453
"(2030, 3729)","(2050.0, 3770.0)",45.618
"(397, 1573)","(443.0, 1572.0)",46.011
"(2813, 177)","(2854.0, 154.0)",47.011
"(2197, 243)","(2200.0, 290.0)",47.096
"(2779, 2143)","(2807.0, 2181.0)",47.202
"(1996, 2031)","(1951.0, 2046.0)",47.434
"(2760, 2173)","(2807.0, 2181.0)",47.676
"(2239, 1395)","(2221.0, 1440.0)",48.466
"(2203, 2161)","(2162.0, 2134.0)",49.092
"(2182, 910)","(2194.0, 862.0)",49.477
"(3460, 2121)","(3453.0, 2170.0)",49.497
"(2072, 2970)","(2066.0, 3020.0)",50.359
"(2942, 662)","(2904.0, 697.0)",51.662
"(588, 97)","(636.0, 77.0)",52.0
"(2638, 3336)","(2684.0, 3362.0)",52.839
"(3761, 2904)","(3775.0, 2955.0)",52.887
"(2591, 1949)","(2588.0, 1896.0)",53.085
"(1890, 39)","(1848.0, 72.0)",53.413
"(3025, 3639)","(3075.0, 3658.0)",53.488
"(3712, 2364)","(3704.0, 2417.0)",53.6
"(749, 1392)","(773.0, 1440.0)",53.666
"(1024, 3611)","(1063.0, 3648.0)",53.759
"(3145, 2404)","(3093.0, 2389.0)",54.12
"(2598, 889)","(2544.0, 884.0)",54.231
"(3037, 1007)","(3081.0, 1039.0)",54.406
"(2113, 1728)","(2077.0, 1769.0)",54.562
"(3791, 1388)","(3758.0, 1344.0)",55.0
"(3093, 3037)","(3147.0, 3048.0)",55.109
"(3197, 2333)","(3234.0, 2292.0)",55.227
"(1725, 3400)","(1674.0, 3422.0)",55.543
"(3193, 1018)","(3202.0, 1073.0)",55.731
"(892, 1905)","(947.0, 1895.0)",55.902
"(733, 1638)","(779.0, 1670.0)",56.036
"(3766, 2690)","(3742.0, 2639.0)",56.365
"(504, 2878)","(453.0, 2903.0)",56.798
"(768, 1497)","(773.0, 1440.0)",57.219
"(3536, 1424)","(3560.0, 1372.0)",57.271
"(183, 2474)","(156.0, 2525.0)",57.706
"(919, 770)","(961.0, 810.0)",58.0
"(2364, 3498)","(2416.0, 3472.0)",58.138
"(3625, 2441)","(3581.0, 2403.0)",58.138
"(1058, 1285)","(1002.0, 1301.0)",58.241
"(1645, 847)","(1600.0, 810.0)",58.258
"(1184, 90)","(1201.0, 34.0)",58.523
"(3665, 1257)","(3607.0, 1265.0)",58.549
"(1353, 3450)","(1371.0, 3506.0)",58.822
"(1542, 775)","(1575.0, 824.0)",59.076
"(3770, 2896)","(3775.0, 2955.0)",59.211
"(3347, 2817)","(3335.0, 2875.0)",59.228
"(1616, 712)","(1629.0, 770.0)",59.439
"(440, 2544)","(466.0, 2598.0)",59.933
"(910, 3562)","(967.0, 3543.0)",60.083
"(354, 2423)","(348.0, 2363.0)",60.299
"(1431, 881)","(1371.0, 874.0)",60.407
"(2956, 995)","(2964.0, 935.0)",60.531
"(1849, 251)","(1818.0, 304.0)",61.4
"(2979, 3621)","(3007.0, 3566.0)",61.717
"(991, 477)","(1010.0, 536.0)",61.984
"(930, 3593)","(967.0, 3543.0)",62.201
"(2676, 2019)","(2651.0, 2076.0)",62.241
"(2335, 198)","(2367.0, 252.0)",62.769
"(642, 3168)","(584.0, 3192.0)",62.769
"(2669, 486)","(2626.0, 440.0)",62.968
"(1626, 2210)","(1570.0, 2239.0)",63.063
"(1616, 1071)","(1619.0, 1134.0)",63.071
"(1942, 522)","(1929.0, 460.0)",63.348
"(2718, 1820)","(2667.0, 1782.0)",63.6
"(363, 2293)","(334.0, 2236.0)",63.953
"(3540, 3662)","(3590.0, 3622.0)",64.031
"(991, 47)","(1031.0, 97.0)",64.031
"(1758, 2925)","(1820.0, 2907.0)",64.56
"(1865, 791)","(1923.0, 820.0)",64.846
"(3735, 529)","(3734.0, 594.0)",65.008
"(3385, 1522)","(3450.0, 1513.0)",65.62
"(3770, 2412)","(3704.0, 2417.0)",66.189
"(2311, 2562)","(2363.0, 2521.0)",66.219
"(3110, 2061)","(3086.0, 2123.0)",66.483
"(363, 3039)","(389.0, 3101.0)",67.231
"(2613, 1057)","(2574.0, 1112.0)",67.424
"(2430, 2513)","(2363.0, 2521.0)",67.476
"(1301, 1396)","(1368.0, 1409.0)",68.25
"(1978, 3159)","(1947.0, 3220.0)",68.425
"(336, 2113)","(365.0, 2175.0)",68.447
"(999, 867)","(961.0, 810.0)",68.505
"(2402, 3183)","(2452.0, 3230.0)",68.622
"(2173, 3230)","(2239.0, 3249.0)",68.68
"(2099, 2502)","(2165.0, 2522.0)",68.964
"(868, 939)","(911.0, 885.0)",69.029
"(3566, 1717)","(3592.0, 1653.0)",69.08
"(3280, 1258)","(3335.0, 1300.0)",69.203
"(2813, 1521)","(2807.0, 1452.0)",69.26
"(1231, 1458)","(1183.0, 1408.0)",69.311
"(3679, 2152)","(3616.0, 2182.0)",69.778
"(2795, 1780)","(2864.0, 1766.0)",70.406
"(2604, 1048)","(2574.0, 1112.0)",70.682
"(646, 1177)","(690.0, 1121.0)",71.218
"(2307, 117)","(2258.0, 65.0)",71.449
"(1728, 1089)","(1666.0, 1125.0)",71.694
"(2161, 3066)","(2197.0, 3004.0)",71.694
"(2035, 2400)","(2091.0, 2355.0)",71.84
"(1039, 3540)","(967.0, 3543.0)",72.062
"(3331, 2733)","(3397.0, 2763.0)",72.498
"(2435, 2656)","(2499.0, 2621.0)",72.945
"(1765, 2011)","(1828.0, 2048.0)",73.062
"(2646, 2203)","(2668.0, 2132.0)",74.33
"(1078, 158)","(1151.0, 175.0)",74.953
"(3087, 2048)","(3086.0, 2123.0)",75.007
"(3765, 2336)","(3712.0, 2282.0)",75.664
"(52, 3506)","(58.0, 3430.0)",76.236
"(1140, 3420)","(1205.0, 3460.0)",76.322
"(3602, 1507)","(3635.0, 1438.0)",76.485
"(1969, 617)","(1972.0, 694.0)",77.058
"(2880, 300)","(2884.0, 223.0)",77.104
"(3521, 1551)","(3461.0, 1600.0)",77.466
"(2132, 909)","(2194.0, 862.0)",77.801
