og_coord,starfish_coord,dist
"(4040, 3926)","(4035.0, 3919.0)",8.602
"(2392, 2467)","(2397.0, 2482.0)",15.811
"(7448, 7094)","(7459.0, 7082.0)",16.279
"(2565, 1929)","(2565.0, 1909.0)",20.0
"(5095, 5084)","(5078.0, 5100.0)",23.345
"(8007, 7083)","(7977.0, 7076.0)",30.806
"(6681, 6844)","(6680.0, 6808.0)",36.014
"(2957, 2253)","(2996.0, 2272.0)",43.382
"(4204, 4249)","(4166.0, 4217.0)",49.679
"(2886, 3089)","(2918.0, 3130.0)",52.01
"(3282, 2295)","(3328.0, 2320.0)",52.355
"(2615, 1933)","(2565.0, 1909.0)",55.462
"(6456, 6451)","(6487.0, 6497.0)",55.471
"(3963, 3648)","(4005.0, 3603.0)",61.555
"(7996, 6906)","(7950.0, 6864.0)",62.29
"(4113, 4028)","(4082.0, 3971.0)",64.885
"(4050, 3841)","(4035.0, 3919.0)",79.429
"(3378, 2258)","(3328.0, 2320.0)",79.649
"(7221, 7069)","(7138.0, 7056.0)",84.012
"(7820, 6863)","(7805.0, 6947.0)",85.329
"(2371, 1905)","(2297.0, 1949.0)",86.093
"(3434, 3644)","(3517.0, 3621.0)",86.128
"(3397, 2258)","(3328.0, 2320.0)",92.763
"(2024, 961)","(2023.0, 1054.0)",93.005
"(5308, 5558)","(5399.0, 5528.0)",95.818
"(1837, 1116)","(1789.0, 1209.0)",104.657
"(4016, 4740)","(4030.0, 4848.0)",108.904
"(2886, 2304)","(2996.0, 2272.0)",114.56
"(6965, 6753)","(6925.0, 6861.0)",115.169
"(2176, 1874)","(2252.0, 1961.0)",115.521
"(2792, 2633)","(2860.0, 2537.0)",117.644
"(6477, 6374)","(6487.0, 6497.0)",123.406
"(2307, 2214)","(2431.0, 2212.0)",124.016
"(4742, 4686)","(4868.0, 4676.0)",126.396
"(7753, 6831)","(7805.0, 6947.0)",127.122
"(3942, 3716)","(4005.0, 3603.0)",129.375
"(2195, 1189)","(2149.0, 1312.0)",131.32
"(6582, 5949)","(6490.0, 6051.0)",137.361
"(3232, 3498)","(3095.0, 3524.0)",139.445
"(4473, 4605)","(4332.0, 4591.0)",141.693
"(7007, 7000)","(7138.0, 7056.0)",142.468
"(2803, 2058)","(2944.0, 2090.0)",144.586
"(7711, 7162)","(7801.0, 7279.0)",147.611
"(6160, 5983)","(6087.0, 6112.0)",148.223
"(6164, 5985)","(6087.0, 6112.0)",148.519
"(2081, 1653)","(1981.0, 1539.0)",151.644
"(2101, 1881)","(2252.0, 1961.0)",170.883
"(7250, 7190)","(7138.0, 7056.0)",174.642
"(6654, 6633)","(6680.0, 6808.0)",176.921
"(5768, 5317)","(5732.0, 5141.0)",179.644
"(5866, 5697)","(6017.0, 5585.0)",188.003
"(3617, 4155)","(3524.0, 3988.0)",191.149
"(6012, 6290)","(6087.0, 6112.0)",193.155
"(1946, 1731)","(1981.0, 1539.0)",195.164
"(2757, 1948)","(2565.0, 1909.0)",195.921
"(4521, 4224)","(4438.0, 4042.0)",200.032
"(4713, 4533)","(4868.0, 4676.0)",210.889
"(4237, 3812)","(4335.0, 4004.0)",215.564
"(6554, 5837)","(6490.0, 6051.0)",223.365
"(7081, 6391)","(6849.0, 6417.0)",233.452
"(2379, 1245)","(2149.0, 1312.0)",239.56
"(4945, 5610)","(5143.0, 5456.0)",250.839
"(3975, 4601)","(4030.0, 4848.0)",253.049
"(5676, 5710)","(5446.0, 5599.0)",255.384
"(3232, 2774)","(3417.0, 2958.0)",260.923
"(4478, 5113)","(4748.0, 5132.0)",270.668
"(5437, 4992)","(5156.0, 5002.0)",281.178
"(3658, 3121)","(3417.0, 2958.0)",290.947
"(3874, 3332)","(4005.0, 3603.0)",301.002
"(2494, 1614)","(2565.0, 1909.0)",303.424
"(3052, 2774)","(2860.0, 2537.0)",305.013
"(3671, 3135)","(3417.0, 2958.0)",309.588
"(7171, 6392)","(6849.0, 6417.0)",322.969
"(4854, 5625)","(5143.0, 5456.0)",334.786
"(7260, 6598)","(7566.0, 6752.0)",342.567
"(5477, 4823)","(5156.0, 5002.0)",367.535
"(3860, 4504)","(4030.0, 4848.0)",383.713
"(7226, 6327)","(6849.0, 6417.0)",387.594
"(4184, 5221)","(4030.0, 4848.0)",403.541
"(3708, 3253)","(3417.0, 2958.0)",414.374
"(4258, 5202)","(4030.0, 4848.0)",421.07
"(4101, 5344)","(4030.0, 4848.0)",501.056
