og_centroid,closest_centroid,dist,cluster_id
"(450.667, 2955.333)","(396.333, 2890.0)",84.974,108.0
"(396.333, 2890.0)","(450.667, 2955.333)",84.974,64.0
"(491.0, 986.333)","(570.333, 904.0)",114.335,87.0
"(570.333, 904.0)","(491.0, 986.333)",114.335,38.0
"(431.333, 3302.0)","(544.0, 3248.333)",124.796,57.0
"(544.0, 3248.333)","(431.333, 3302.0)",124.796,30.0
"(147.25, 1213.25)","(251.333, 1141.667)",126.323,66.0
"(251.333, 1141.667)","(147.25, 1213.25)",126.323,18.0
"(510.333, 1848.333)","(383.0, 2069.0)",254.77,5.0
"(383.0, 2069.0)","(510.333, 1848.333)",254.77,20.0
"(152.667, 1956.667)","(383.0, 2069.0)",256.265,45.0
"(129.333, 2212.0)","(152.667, 1956.667)",256.397,19.0
"(752.333, 2022.333)","(911.667, 1793.333)",278.977,1.0
"(911.667, 1793.333)","(752.333, 2022.333)",278.977,168.0
"(1419.667, 1225.333)","(1182.667, 1389.333)",288.21,46.0
"(1182.667, 1389.333)","(1419.667, 1225.333)",288.21,0.0
"(295.0, 1656.333)","(510.333, 1848.333)",288.5,15.0
"(169.667, 820.667)","(251.333, 1141.667)",331.226,14.0
"(91.5, 3090.75)","(396.333, 2890.0)",364.998,17.0
"(1845.667, 1544.333)","(1497.667, 1678.667)",373.028,181.0
"(1497.667, 1678.667)","(1845.667, 1544.333)",373.028,81.0
"(361.75, 493.25)","(169.667, 820.667)",379.602,32.0
"(215.333, 3621.667)","(431.333, 3302.0)",385.802,4.0
"(1513.667, 3327.333)","(1326.0, 2978.0)",396.551,65.0
"(1326.0, 2978.0)","(1513.667, 3327.333)",396.551,25.0
"(2195.667, 1350.667)","(1845.667, 1544.333)",400.008,6.0
"(1675.333, 2110.333)","(1497.667, 1678.667)",466.798,37.0
"(3330.25, 3147.75)","(3034.667, 2708.333)",529.582,26.0
"(3034.667, 2708.333)","(3330.25, 3147.75)",529.582,68.0
"(1015.333, 2491.0)","(752.333, 2022.333)",537.418,43.0
"(2344.0, 3096.667)","(2182.667, 2577.0)",544.134,9.0
"(2182.667, 2577.0)","(2344.0, 3096.667)",544.134,80.0
"(3790.667, 2502.333)","(3034.667, 2708.333)",783.564,22.0
"(3164.333, 1933.333)","(3034.667, 2708.333)",785.772,31.0
"(3294.75, 1141.0)","(3164.333, 1933.333)",802.995,7.0
"(1631.667, 81.333)","(2405.0, 396.667)",835.152,34.0
"(2405.0, 396.667)","(1631.667, 81.333)",835.152,91.0
