cluster_id,cluster_size,cluster_area
0,3,12566088.0
1,3,12104328.0
2,2,7274496.0
3,5,25816824.0
4,2,6480624.0
5,2,7116432.0
6,2,6792312.0
7,2,6969912.0
8,4,17368836.0
9,2,6274608.0
10,2,6239088.0
11,3,10955256.0
12,3,10003320.0
13,2,6406032.0
14,2,6723936.0
15,2,6849144.0
16,1,2429568.0
17,4,14794524.0
18,2,6114768.0
19,1,2429568.0
20,1,2429568.0
21,2,5638800.0
22,1,2429568.0
23,1,2429568.0
24,2,6004656.0
25,3,10496160.0
26,2,6649344.0
27,1,2429568.0
28,1,2429568.0
29,2,5581968.0
30,2,6091680.0
31,2,6324336.0
32,1,2429568.0
33,1,2429568.0
34,1,2429568.0
35,1,2429568.0
36,1,2429568.0
37,1,2429568.0
38,1,2429568.0
39,1,2429568.0
40,1,2429568.0
41,1,2429568.0
42,1,2429568.0
43,1,2429568.0
