og_centroid,closest_centroid,dist,cluster_id
"(203.333, 2784.333)","(149.333, 2649.0)",145.709,42.0
"(149.333, 2649.0)","(203.333, 2784.333)",145.709,132.0
"(3125.667, 2398.0)","(3178.667, 2534.667)",146.584,117.0
"(3178.667, 2534.667)","(3125.667, 2398.0)",146.584,25.0
"(3459.333, 634.333)","(3560.667, 750.333)",154.028,73.0
"(3560.667, 750.333)","(3459.333, 634.333)",154.028,96.0
"(1018.333, 3143.667)","(1158.0, 3077.0)",154.762,34.0
"(1158.0, 3077.0)","(1018.333, 3143.667)",154.762,140.0
"(1101.667, 2212.0)","(1143.0, 2361.667)",155.27,182.0
"(1143.0, 2361.667)","(1101.667, 2212.0)",155.27,74.0
"(1920.0, 2811.333)","(2033.0, 2927.0)",161.703,65.0
"(2033.0, 2927.0)","(1920.0, 2811.333)",161.703,101.0
"(2330.667, 2987.333)","(2205.667, 3107.0)",173.047,2.0
"(2205.667, 3107.0)","(2330.667, 2987.333)",173.047,28.0
"(1987.0, 365.667)","(1842.667, 498.333)",196.042,14.0
"(1842.667, 498.333)","(1987.0, 365.667)",196.042,26.0
"(1812.0, 273.667)","(1987.0, 365.667)",197.709,39.0
"(1310.667, 2189.333)","(1101.667, 2212.0)",210.226,22.0
"(1429.333, 2709.333)","(1265.667, 2562.0)",220.213,23.0
"(1265.667, 2562.0)","(1429.333, 2709.333)",220.213,69.0
"(2452.75, 3171.5)","(2330.667, 2987.333)",220.956,35.0
"(3604.0, 3469.25)","(3380.0, 3430.667)",227.299,9.0
"(3380.0, 3430.667)","(3604.0, 3469.25)",227.299,78.0
"(1973.667, 2508.667)","(1751.0, 2401.333)",247.187,67.0
"(1751.0, 2401.333)","(1973.667, 2508.667)",247.187,57.0
"(3709.25, 2656.25)","(3545.667, 2440.667)",270.62,4.0
"(3545.667, 2440.667)","(3709.25, 2656.25)",270.62,12.0
"(1413.333, 1936.0)","(1310.667, 2189.333)",273.346,30.0
"(2714.5, 1861.25)","(2482.667, 2019.667)",280.789,94.0
"(2482.667, 2019.667)","(2714.5, 1861.25)",280.789,88.0
"(1343.0, 1288.0)","(1092.0, 1424.667)",285.795,21.0
"(1092.0, 1424.667)","(1343.0, 1288.0)",285.795,47.0
"(766.0, 2473.667)","(464.667, 2429.667)",304.528,104.0
"(464.667, 2429.667)","(766.0, 2473.667)",304.528,43.0
"(2505.667, 3473.333)","(2452.75, 3171.5)",306.437,38.0
"(3628.25, 2969.5)","(3709.25, 2656.25)",323.553,0.0
"(1713.667, 910.333)","(1510.667, 649.667)",330.387,50.0
"(1510.667, 649.667)","(1713.667, 910.333)",330.387,72.0
"(662.333, 3078.333)","(1018.333, 3143.667)",361.945,188.0
"(1453.0, 3321.667)","(1158.0, 3077.0)",383.258,19.0
"(598.25, 2042.0)","(464.667, 2429.667)",410.037,20.0
"(117.0, 1624.333)","(380.333, 1247.333)",459.862,41.0
"(380.333, 1247.333)","(117.0, 1624.333)",459.862,8.0
"(2964.25, 587.25)","(3459.333, 634.333)",497.317,7.0
"(2365.333, 809.333)","(1987.0, 365.667)",583.074,91.0
"(178.75, 3407.0)","(662.333, 3078.333)",584.7,10.0
"(74.0, 407.333)","(380.333, 1247.333)",894.114,15.0
