og_centroid,closest_centroid,dist,cluster_id
"(2.664, 5.121)","(2.768, 5.175)",0.117,37
"(2.768, 5.175)","(2.664, 5.121)",0.117,92
"(4.076, 5.627)","(4.156, 5.714)",0.118,21
"(4.156, 5.714)","(4.076, 5.627)",0.118,114
"(3.16, 6.027)","(3.303, 5.95)",0.163,38
"(3.303, 5.95)","(3.16, 6.027)",0.163,87
"(3.103, 5.87)","(3.16, 6.027)",0.167,24
"(4.295, 3.031)","(4.394, 2.897)",0.167,1
"(4.394, 2.897)","(4.295, 3.031)",0.167,26
"(2.092, 7.51)","(2.135, 7.681)",0.177,5
"(2.135, 7.681)","(2.092, 7.51)",0.177,20
"(5.229, 2.364)","(5.104, 2.238)",0.178,57
"(5.104, 2.238)","(5.229, 2.364)",0.178,19
"(4.026, 5.355)","(3.835, 5.355)",0.192,89
"(3.835, 5.355)","(4.026, 5.355)",0.192,45
"(2.921, 5.941)","(3.103, 5.87)",0.195,47
"(3.693, 5.527)","(3.835, 5.355)",0.222,4
"(2.942, 4.993)","(2.768, 5.175)",0.252,51
"(3.58, 3.943)","(3.867, 3.996)",0.292,76
"(3.867, 3.996)","(3.58, 3.943)",0.292,2
"(4.749, 1.568)","(4.873, 1.852)",0.31,32
"(4.873, 1.852)","(4.749, 1.568)",0.31,69
"(1.222, 10.521)","(1.417, 10.267)",0.32,25
"(1.417, 10.267)","(1.222, 10.521)",0.32,62
"(3.996, 5.993)","(4.156, 5.714)",0.322,156
"(2.772, 5.552)","(2.445, 5.623)",0.335,13
"(2.445, 5.623)","(2.772, 5.552)",0.335,61
"(0.999, 10.782)","(1.222, 10.521)",0.344,42
"(4.937, 2.558)","(5.229, 2.364)",0.35,6
"(4.142, 4.656)","(4.127, 4.306)",0.35,43
"(4.127, 4.306)","(4.142, 4.656)",0.35,15
"(4.143, 3.43)","(4.295, 3.031)",0.427,175
"(1.088, 9.925)","(1.417, 10.267)",0.474,29
"(1.405, 11.078)","(0.999, 10.782)",0.503,64
"(4.513, 3.867)","(4.143, 3.43)",0.572,8
"(5.744, 1.958)","(5.229, 2.364)",0.656,94
"(1.025, 9.184)","(1.088, 9.925)",0.744,70
"(2.431, 6.622)","(2.921, 5.941)",0.839,18
